name,,hispanic weight
JAGER,41891233,125
MICKLE,41891358,125
GILLES,41891483,125
POPOVICH,41891608,125
DEVEREAUX,41891733,125
CICCONE,41891858,125
SIN,41891983,125
JULIUS,41892108,125
DELAY,41892233,125
CAPPELLO,41892358,125
RALLS,41892483,125
BURNES,41892608,125
SALIBA,41892733,125
SONTAG,41892858,125
VITA,41892983,125
GARBUTT,41893108,125
LUCIANI,41893233,125
CHASON,41893358,125
METZGAR,41893483,125
KUAN,41893608,125
COLBERG,41893733,125
ABREW,41893858,125
SABLON,41893983,125
GOROSTIZA,41894108,125
RUIBAL,41894233,125
ALAYA,41894358,125
TARRATS,41894483,125
BALLINA,41894608,125
URTIAGA,41894733,125
LOURDES,41894858,125
RAMALLO,41894983,125
RECINO,41895108,125
ASTRADA,41895233,125
CUTZ,41895358,125
MONTOLIO,41895483,125
GASCOT,41895608,125
CABELLOS,41895733,125
GUTAMA,41895858,125
ALMEDINA,41895983,125
BORRUEL,41896108,125
BOLORIN,41896233,125
VIDRIOS,41896358,125
CHARCAS,41896483,125
GIERBOLINI,41896608,125
CHICLANA,41896733,125
PRENDIZ,41896858,125
DOLEO,41896983,125
DEYNES,41897108,125
BRUZON,41897233,125
GRATEREAUX,41897358,125
GUZMANSANCHEZ,41897483,125
QUITENO,41897608,125
ROSALIO,41897733,125
RIOSRAMIREZ,41897858,125
APARISIO,41897983,125
BASUA,41898108,125
REYESCASTRO,41898233,125
SOLISGARCIA,41898358,125
MOLINALOPEZ,41898483,125
GARCIAGONZALES,41898608,125
CERCEDA,41898733,125
HERMOZA,41898858,125
LOPEZLARA,41898983,125
REINAGA,41899108,125
NUCAMENDI,41899233,125
ORTIZRUIZ,41899358,125
SANTIAGOMARTIN,41899483,125
RIVERASOTO,41899608,125
BAUTISTAPEREZ,41899733,125
BENETEZ,41899858,125
AJUCUM,41899983,125
REQUENES,41900108,125
TIERRAFRIA,41900233,125
JAHUEY,41900358,125
GARCIACORTEZ,41900483,125
DIAZAGUILAR,41900608,125
CASTRORAMIREZ,41900733,125
GOMEZMENDOZA,41900858,125
GARCIARUBIO,41900983,125
RAMIREZSALAZAR,41901108,125
PABLOPABLO,41901233,125
TORRESVARGAS,41901358,125
AGUELAR,41901483,125
TORRESCASTILLO,41901608,125
MUNOZRODRIGUEZ,41901733,125
ESPINOBARROS,41901858,125
GARCIAM,41901983,125
DALMASI,41902108,125
AJPOP,41902233,125
DINH,41902357,124
STRUNK,41902481,124
OSTROWSKI,41902605,124
HUGHEY,41902729,124
PORTERFIELD,41902853,124
LEHR,41902977,124
FAIRLEY,41903101,124
SPIEGEL,41903225,124
DECKARD,41903349,124
HEMINGWAY,41903473,124
STITT,41903597,124
PARDUE,41903721,124
LIGHTNER,41903845,124
LEATHERMAN,41903969,124
NORTHRUP,41904093,124
FRANZEN,41904217,124
EGGERT,41904341,124
MICKENS,41904465,124
PATTISON,41904589,124
SATTERWHITE,41904713,124
BODINE,41904837,124
BENGE,41904961,124
TOMS,41905085,124
FLEURY,41905209,124
LINDEMAN,41905333,124
MAYNOR,41905457,124
BONNELL,41905581,124
RHONE,41905705,124
MATT,41905829,124
BULLER,41905953,124
PETRILLO,41906077,124
MASTIN,41906201,124
HEID,41906325,124
WIDNER,41906449,124
RENTZ,41906573,124
SALAMONE,41906697,124
BILLY,41906821,124
COUSIN,41906945,124
STABILE,41907069,124
RO,41907193,124
ROTELLA,41907317,124
ROACHE,41907441,124
DEMARTINI,41907565,124
COPLIN,41907689,124
FILIPPI,41907813,124
FRANCHI,41907937,124
MENDOLA,41908061,124
COTTA,41908185,124
DESENA,41908309,124
DINO,41908433,124
GALLETTI,41908557,124
MACHO,41908681,124
BELMAR,41908805,124
JUMBO,41908929,124
PANZO,41909053,124
MONARCA,41909177,124
GABIN,41909301,124
LOGO,41909425,124
TALE,41909549,124
LIZA,41909673,124
JAYA,41909797,124
FORES,41909921,124
CARTAS,41910045,124
CHONA,41910169,124
MARTINZE,41910293,124
CASANOVAS,41910417,124
VIESCAS,41910541,124
FEAL,41910665,124
QUESTELL,41910789,124
BANUCHI,41910913,124
ROCHET,41911037,124
NICHO,41911161,124
ELIZALDI,41911285,124
CORDONES,41911409,124
BRITEZ,41911533,124
YVARRA,41911657,124
DEGADO,41911781,124
VINIEGRA,41911905,124
ALZUGARAY,41912029,124
VASQUZ,41912153,124
VALDIZON,41912277,124
TALENO,41912401,124
SIACA,41912525,124
CASTINEIRA,41912649,124
CONTRARES,41912773,124
PORTOBANCO,41912897,124
BATAZ,41913021,124
ANAMARIA,41913145,124
VENITEZ,41913269,124
VIDEA,41913393,124
SANZON,41913517,124
BEZADA,41913641,124
ESCARREGA,41913765,124
GRANADENO,41913889,124
NUGRA,41914013,124
VELASQUEZLOPEZ,41914137,124
SALGERO,41914261,124
ORTIZMENDOZA,41914385,124
PINEDAGARCIA,41914509,124
LOPEZCORTEZ,41914633,124
GONZALEZROJAS,41914757,124
CRUZROMERO,41914881,124
GONZALEZNUNEZ,41915005,124
HERNANDEZPENA,41915129,124
PEREZROJAS,41915253,124
RAMOSFLORES,41915377,124
BURCHETT,41915500,123
DABNEY,41915623,123
RUTTER,41915746,123
VANOVER,41915869,123
WESSEL,41915992,123
MAGGARD,41916115,123
MCCREA,41916238,123
HILLARD,41916361,123
KELLUM,41916484,123
SONNIER,41916607,123
BLOOMFIELD,41916730,123
MINCEY,41916853,123
HELMER,41916976,123
LEES,41917099,123
CRONK,41917222,123
MARKEY,41917345,123
GARMON,41917468,123
WOMBLE,41917591,123
MUNCY,41917714,123
SCHUTZ,41917837,123
BAIER,41917960,123
BROOM,41918083,123
CASHMAN,41918206,123
BROADNAX,41918329,123
KILLION,41918452,123
WILDMAN,41918575,123
LOHMAN,41918698,123
RICK,41918821,123
BRESLIN,41918944,123
BRANN,41919067,123
CONSTANT,41919190,123
HIBBERT,41919313,123
AMAN,41919436,123
FLOWER,41919559,123
LESSER,41919682,123
BANNING,41919805,123
SABATINO,41919928,123
OHALLORAN,41920051,123
CALE,41920174,123
DUPLESSIS,41920297,123
HARDCASTLE,41920420,123
DECICCO,41920543,123
GLASCO,41920666,123
BIER,41920789,123
WELCOME,41920912,123
BORELLI,41921035,123
LUTON,41921158,123
HUNTE,41921281,123
PON,41921404,123
FILION,41921527,123
SALLES,41921650,123
RIVARA,41921773,123
HENRIQUE,41921896,123
SALDUA,41922019,123
COCOM,41922142,123
POSSE,41922265,123
MAIZ,41922388,123
BRENS,41922511,123
CORDAWAY,41922634,123
URIEL,41922757,123
ARZA,41922880,123
DEVICENTE,41923003,123
FAURA,41923126,123
MONAY,41923249,123
LEZO,41923372,123
DLEON,41923495,123
MARTINAZ,41923618,123
LUQUIS,41923741,123
SERATO,41923864,123
TAVITAS,41923987,123
CONESA,41924110,123
HUIDOBRO,41924233,123
ONTIBEROS,41924356,123
BALBASTRO,41924479,123
HERRERASANCHEZ,41924602,123
MAZABA,41924725,123
DIAZROMERO,41924848,123
LUNAGONZALEZ,41924971,123
TUTIVEN,41925094,123
TZUN,41925217,123
ALMONACI,41925340,123
ROMEROFLORES,41925463,123
TECALERO,41925586,123
TOJIN,41925709,123
MORALESORTIZ,41925832,123
GONZALEZROMERO,41925955,123
CRUZCHAVEZ,41926078,123
FLORESMENDOZA,41926201,123
QUEZADAS,41926324,123
MUNOZTORRES,41926447,123
ALCANTA,41926570,123
TAPIALOPEZ,41926693,123
ZOOK,41926815,122
FU,41926937,122
WHITMIRE,41927059,122
BOYNTON,41927181,122
TYNER,41927303,122
RATH,41927425,122
HAYNIE,41927547,122
GOURLEY,41927669,122
HATTEN,41927791,122
BLUME,41927913,122
HOLLISTER,41928035,122
RYALS,41928157,122
BROOKINS,41928279,122
PEAKE,41928401,122
DEPEW,41928523,122
HAMMACK,41928645,122
GILLUM,41928767,122
NEVINS,41928889,122
GORMLEY,41929011,122
JEANLOUIS,41929133,122
HOLLADAY,41929255,122
BRASHEAR,41929377,122
SPECTOR,41929499,122
MOFFATT,41929621,122
GORDY,41929743,122
SPERLING,41929865,122
GAMACHE,41929987,122
LAUDERDALE,41930109,122
HARTY,41930231,122
KERWIN,41930353,122
NORVELL,41930475,122
ULLRICH,41930597,122
STAMP,41930719,122
PATON,41930841,122
MULLINGS,41930963,122
PETROVICH,41931085,122
HAMDAN,41931207,122
MIGLIORE,41931329,122
LODER,41931451,122
CIPRIANI,41931573,122
DIN,41931695,122
SALTZ,41931817,122
ALLER,41931939,122
GALLON,41932061,122
CAST,41932183,122
AGOSTA,41932305,122
DIA,41932427,122
GALEA,41932549,122
DEMESA,41932671,122
NARDO,41932793,122
PALA,41932915,122
LARDIZABAL,41933037,122
DELEMOS,41933159,122
CANOSA,41933281,122
SENDA,41933403,122
ANTONIA,41933525,122
GUARNERO,41933647,122
MORALIS,41933769,122
FABREGA,41933891,122
PLANES,41934013,122
TOQUINTO,41934135,122
FERANDEZ,41934257,122
CORADIN,41934379,122
ASTETE,41934501,122
BENICIO,41934623,122
JALOMA,41934745,122
MANANA,41934867,122
COLLAO,41934989,122
LAYVA,41935111,122
TEMAJ,41935233,122
LUPEZ,41935355,122
VILLAZON,41935477,122
DELAMOTA,41935599,122
FEITO,41935721,122
ESQUIVAL,41935843,122
VAQUEDANO,41935965,122
AZOFEIFA,41936087,122
OTZOY,41936209,122
GUTEREZ,41936331,122
GONZAEZ,41936453,122
FELIBERTY,41936575,122
URUENA,41936697,122
OLAZARAN,41936819,122
EGIPCIACO,41936941,122
YATACO,41937063,122
SAINEZ,41937185,122
SAVALZA,41937307,122
MEJIAGONZALEZ,41937429,122
ESCOGIDO,41937551,122
GUZMANGUZMAN,41937673,122
VARRIOS,41937795,122
SOTOSOTO,41937917,122
LOPEZCAMPOS,41938039,122
CANASTUJ,41938161,122
CHINOS,41938283,122
DIAZLEAL,41938405,122
ELICEA,41938527,122
VEGASANCHEZ,41938649,122
ALVIRDE,41938771,122
AYONA,41938893,122
XELO,41939015,122
REYESVARGAS,41939137,122
RIVERASANTIAGO,41939259,122
SAJUAN,41939381,122
OLACIO,41939503,122
GAZCON,41939625,122
CORCIO,41939747,122
GARCIAGUERRERO,41939869,122
TRIUNFEL,41939991,122
GONZALEZM,41940113,122
SYED,41940234,121
WILT,41940355,121
HERRIN,41940476,121
LUNDGREN,41940597,121
QURESHI,41940718,121
HUSS,41940839,121
CARPER,41940960,121
GRIMSLEY,41941081,121
HAIRE,41941202,121
BOATRIGHT,41941323,121
WORSHAM,41941444,121
DEMING,41941565,121
PFISTER,41941686,121
ROBEY,41941807,121
SHERLOCK,41941928,121
KNIGHTON,41942049,121
HICKERSON,41942170,121
AIKENS,41942291,121
TREAT,41942412,121
MACFARLANE,41942533,121
DRUM,41942654,121
DUNLOP,41942775,121
COUNTRYMAN,41942896,121
PALLADINO,41943017,121
KANIA,41943138,121
TUPPER,41943259,121
WINTON,41943380,121
PAL,41943501,121
WATERHOUSE,41943622,121
WILTON,41943743,121
TODARO,41943864,121
LAFAYETTE,41943985,121
MUCHA,41944106,121
COMO,41944227,121
MAIO,41944348,121
LUCA,41944469,121
PERIN,41944590,121
LENA,41944711,121
ESCOTT,41944832,121
RAZ,41944953,121
FARRO,41945074,121
MALLA,41945195,121
ETCHEVERRY,41945316,121
JASS,41945437,121
LANGO,41945558,121
PAS,41945679,121
CAIRE,41945800,121
PARET,41945921,121
CALONGE,41946042,121
DELBARRIO,41946163,121
HABANA,41946284,121
LAMORIE,41946405,121
GUARDO,41946526,121
HOMS,41946647,121
ANIMA,41946768,121
CASTELLS,41946889,121
FIRA,41947010,121
ARRECHEA,41947131,121
VELARDEZ,41947252,121
HUNGRIA,41947373,121
GINEL,41947494,121
FOLCH,41947615,121
VIGUERIA,41947736,121
CERNUDA,41947857,121
LOMELY,41947978,121
DELCRISTO,41948099,121
BRETO,41948220,121
DOCAMPO,41948341,121
JINZO,41948462,121
MALAVER,41948583,121
AZCUE,41948704,121
PORTIO,41948825,121
JEMINEZ,41948946,121
ABRANTE,41949067,121
HORMAZA,41949188,121
CUCUTA,41949309,121
CHIPANA,41949430,121
PATRACA,41949551,121
VINAJA,41949672,121
ALMENAS,41949793,121
ZALAPA,41949914,121
SANCHEC,41950035,121
LINDAO,41950156,121
CHARREZ,41950277,121
LISOJO,41950398,121
URRACA,41950519,121
BRAZOBAN,41950640,121
HERNANDEZCORTE,41950761,121
GARCIAACOSTA,41950882,121
TIBBS,41951002,120
HOGG,41951122,120
SMITHSON,41951242,120
SOMERVILLE,41951362,120
DOMBROWSKI,41951482,120
BURCHFIELD,41951602,120
STOCKER,41951722,120
MELANCON,41951842,120
VANDIVER,41951962,120
DUFFEY,41952082,120
LAZAR,41952202,120
MCCLARY,41952322,120
EBERLE,41952442,120
BARTZ,41952562,120
BOST,41952682,120
WESTCOTT,41952802,120
PEABODY,41952922,120
REAVIS,41953042,120
LAMPE,41953162,120
BARRICK,41953282,120
BROTHERTON,41953402,120
PERRON,41953522,120
LEBEAU,41953642,120
WELTY,41953762,120
TIFFANY,41953882,120
HOLMBERG,41954002,120
SUTTLES,41954122,120
WELTON,41954242,120
BARLEY,41954362,120
BEE,41954482,120
SHOCKEY,41954602,120
OTTE,41954722,120
CRANDELL,41954842,120
SOKOLOWSKI,41954962,120
BOWYER,41955082,120
KIMURA,41955202,120
BEADLE,41955322,120
HILES,41955442,120
VANCLEAVE,41955562,120
SILVEY,41955682,120
YOUSSEF,41955802,120
DIMARTINO,41955922,120
ELIE,41956042,120
DALESSIO,41956162,120
NORTHUP,41956282,120
MERLINO,41956402,120
SPERO,41956522,120
SCOTTO,41956642,120
AMENDOLA,41956762,120
MAGGI,41956882,120
SALLS,41957002,120
MOREN,41957122,120
MOR,41957242,120
CORIZ,41957362,120
PORTELLA,41957482,120
FLORAN,41957602,120
TIRRE,41957722,120
AGUILO,41957842,120
TORANO,41957962,120
AUDIFFRED,41958082,120
AMARILLO,41958202,120
PERUCHO,41958322,120
DIPRE,41958442,120
ALOMIA,41958562,120
CAYON,41958682,120
LARRONDO,41958802,120
RIVEROL,41958922,120
MALARET,41959042,120
BARRIAL,41959162,120
REGUERO,41959282,120
GOMERA,41959402,120
GUILIN,41959522,120
ALVANEZ,41959642,120
CASELLAS,41959762,120
MERCHAIN,41959882,120
DELABARRERA,41960002,120
CHAPOY,41960122,120
LAVENANT,41960242,120
RETAMOZO,41960362,120
ARRIZOLA,41960482,120
COLLADA,41960602,120
CASTANEIRA,41960722,120
AGRAMON,41960842,120
ADROVER,41960962,120
PINADA,41961082,120
RORIGUEZ,41961202,120
RIOLLANO,41961322,120
LUQUEZ,41961442,120
BIELMA,41961562,120
COCONE,41961682,120
RAZURA,41961802,120
RIVERAGOMEZ,41961922,120
YAPOR,41962042,120
MINCHACA,41962162,120
FLORESCASTILLO,41962282,120
FERNANDEZLOPEZ,41962402,120
SURUY,41962522,120
ACOSTALOPEZ,41962642,120
ACATITLAN,41962762,120
ROBLESGARCIA,41962882,120
MEJIAMEJIA,41963002,120
COLOTL,41963122,120
HERNANDEZJIMEN,41963242,120
MAYAGOITIA,41963362,120
SILVAGONZALEZ,41963482,120
CHOCOJ,41963602,120
SNOOK,41963721,119
MCKELVEY,41963840,119
BICE,41963959,119
YARBOROUGH,41964078,119
ORTH,41964197,119
PFAFF,41964316,119
STRADER,41964435,119
EDENS,41964554,119
MCGINN,41964673,119
HILLIS,41964792,119
ARCENEAUX,41964911,119
SAVOIE,41965030,119
MORTIMER,41965149,119
MATNEY,41965268,119
OQUINN,41965387,119
MADER,41965506,119
PILCHER,41965625,119
COFIELD,41965744,119
HAUN,41965863,119
CAIRNS,41965982,119
SCHOLZ,41966101,119
NIEMAN,41966220,119
BURFORD,41966339,119
FORDHAM,41966458,119
CHENOWETH,41966577,119
FEINBERG,41966696,119
CAVENDER,41966815,119
BUTZ,41966934,119
WORTHEN,41967053,119
GALLIMORE,41967172,119
HAWS,41967291,119
BONIN,41967410,119
ROCHESTER,41967529,119
JANSON,41967648,119
POULSEN,41967767,119
BRIDGEWATER,41967886,119
MCCLEAN,41968005,119
BEWLEY,41968124,119
MOSTELLER,41968243,119
FABRIZIO,41968362,119
JOURDAN,41968481,119
DIMATTEO,41968600,119
BALKE,41968719,119
PASION,41968838,119
RANALLO,41968957,119
RUEL,41969076,119
DEFRANK,41969195,119
JEANES,41969314,119
AFONSO,41969433,119
TERRA,41969552,119
FIGUEIRA,41969671,119
FRONTERA,41969790,119
LORETTO,41969909,119
LITHGOW,41970028,119
AURICH,41970147,119
MOA,41970266,119
PANA,41970385,119
BAC,41970504,119
CABERO,41970623,119
MAGNA,41970742,119
MOTO,41970861,119
CUADRO,41970980,119
CALATA,41971099,119
TETUAN,41971218,119
OPIO,41971337,119
CAPI,41971456,119
PANGELINA,41971575,119
DOLMO,41971694,119
BRIEVA,41971813,119
FRENES,41971932,119
RUILOVA,41972051,119
TOUAR,41972170,119
ABAC,41972289,119
PAITA,41972408,119
CHEVRES,41972527,119
AGUILLERA,41972646,119
NERIOS,41972765,119
URGELLES,41972884,119
MALANCHE,41973003,119
LEBARIO,41973122,119
LAVANDERA,41973241,119
SAQUIPULLA,41973360,119
RIVIRA,41973479,119
ZUMAETA,41973598,119
MONTALVA,41973717,119
ESPUDO,41973836,119
CHIMAN,41973955,119
CATAQUET,41974074,119
RIVASPLATA,41974193,119
VEGARODRIGUEZ,41974312,119
CANACA,41974431,119
GONZALEZVEGA,41974550,119
NAREA,41974669,119
OJITO,41974788,119
TELEZ,41974907,119
RIVERARUIZ,41975026,119
ARRYO,41975145,119
SALACAR,41975264,119
FLORESAGUILAR,41975383,119
CERECEREZ,41975502,119
CONSUELOS,41975621,119
DIAZCASTRO,41975740,119
CORTESGARCIA,41975859,119
GONZALEZPENA,41975978,119
GOMEZRAMOS,41976097,119
GARCIAMARQUEZ,41976216,119
FLORESCHAVEZ,41976335,119
HERNANDEZVEGA,41976454,119
MARTINEZVASQUE,41976573,119
MEJIARAMIREZ,41976692,119
MAGUEYAL,41976811,119
JUAREZCRUZ,41976930,119
SEPULUEDA,41977049,119
AGUILARRODRIGU,41977168,119
SANCHEZCASTILL,41977287,119
PEREZGONZALES,41977406,119
MARAVILLO,41977525,119
GOMEZGUTIERREZ,41977644,119
CHIROY,41977763,119
GARCIANAVARRO,41977882,119
MARTINEZORTEGA,41978001,119
RAMIREZRIVERA,41978120,119
RAMOSREYES,41978239,119
ROJASROJAS,41978358,119
BERRUECOS,41978477,119
XICOHTENCATL,41978596,119
TECUATL,41978715,119
PEREZLUNA,41978834,119
COJ,41978953,119
DEHUMA,41979072,119
CRUZRIOS,41979191,119
TICONA,41979310,119
VAZQUEZDIAZ,41979429,119
VELAZUEZ,41979548,119
STURGILL,41979666,118
TENNEY,41979784,118
BUNNELL,41979902,118
BROWDER,41980020,118
MCSWAIN,41980138,118
MOHAN,41980256,118
SHAUGHNESSY,41980374,118
HARGETT,41980492,118
GODSEY,41980610,118
DEARING,41980728,118
BIVINS,41980846,118
CHESSER,41980964,118
HOLLINGER,41981082,118
