name,,aian weight
CHRESTMAN,1761289,6
DELPONTE,1761295,6
PLANER,1761301,6
BRETTHAUER,1761307,6
LARISCY,1761313,6
SCHILT,1761319,6
SCOVELL,1761325,6
SIMENSON,1761331,6
MCQUISTION,1761337,6
CARNINE,1761343,6
MAHI,1761349,6
KORBY,1761355,6
MURNAN,1761361,6
LINEWEAVER,1761367,6
WINGETT,1761373,6
VIDOVICH,1761379,6
MERTINS,1761385,6
MULCARE,1761391,6
PERROT,1761397,6
HANOLD,1761403,6
MINOT,1761409,6
STEENO,1761415,6
MAUGA,1761421,6
MAGRUM,1761427,6
CROGAN,1761433,6
NICKESON,1761439,6
RIFF,1761445,6
GERNAND,1761451,6
POLASKY,1761457,6
COURTWAY,1761463,6
BRIETZKE,1761469,6
RAMLOGAN,1761475,6
LEMER,1761481,6
TOPLIFF,1761487,6
PERMANN,1761493,6
COONTS,1761499,6
CHATAGNIER,1761505,6
WERLINGER,1761511,6
SOUSLEY,1761517,6
RAMJATTAN,1761523,6
KALAR,1761529,6
LONGCOR,1761535,6
ENNES,1761541,6
VOGELE,1761547,6
LEBEN,1761553,6
MONTEZUMA,1761559,6
YOAST,1761565,6
SIDDENS,1761571,6
SUNDERLIN,1761577,6
ELLERT,1761583,6
BRAMLAGE,1761589,6
MCNIVEN,1761595,6
BITONTI,1761601,6
SOOK,1761607,6
FILBECK,1761613,6
BREUNINGER,1761619,6
MCNAMAR,1761625,6
LOZOWSKI,1761631,6
SPAUDE,1761637,6
VOLIVA,1761643,6
WILLAIMS,1761649,6
QUICKLE,1761655,6
SOUERS,1761661,6
USSELMAN,1761667,6
BROCKELMAN,1761673,6
KERBOW,1761679,6
UHLES,1761685,6
ALTIMUS,1761691,6
STINEMAN,1761697,6
SOSSAMAN,1761703,6
STANOVICH,1761709,6
LARO,1761715,6
ELVIS,1761721,6
BORICH,1761727,6
KRISTY,1761733,6
EMBERY,1761739,6
BRUFFETT,1761745,6
BLOMSTROM,1761751,6
SCHNETZLER,1761757,6
KELLERHALS,1761763,6
GUIHER,1761769,6
HEDINGER,1761775,6
CAMAS,1761781,6
SKAR,1761787,6
SCHREPFER,1761793,6
THORNDYKE,1761799,6
KOVASH,1761805,6
SUNDERMEYER,1761811,6
PELTONEN,1761817,6
KETCHEN,1761823,6
WALDROOP,1761829,6
EPPINETTE,1761835,6
FRILOUX,1761841,6
PLY,1761847,6
GOURDIN,1761853,6
NEWMANN,1761859,6
NYCUM,1761865,6
KELLE,1761871,6
CORNELIA,1761877,6
BLANCHER,1761883,6
SOUVA,1761889,6
STIGEN,1761895,6
GENTLEMAN,1761901,6
MICHNO,1761907,6
HEUSTIS,1761913,6
MUZNY,1761919,6
SUNDAHL,1761925,6
BENNIGHT,1761931,6
TARPINIAN,1761937,6
SPORTS,1761943,6
MORDHORST,1761949,6
PULK,1761955,6
UMSTED,1761961,6
GRAICHEN,1761967,6
GAMBEL,1761973,6
NORCOTT,1761979,6
SEELIGER,1761985,6
PICCIOTTI,1761991,6
SHAER,1761997,6
SHIMANEK,1762003,6
TIX,1762009,6
PRIESKORN,1762015,6
OBRIST,1762021,6
WASSMANN,1762027,6
ALLREAD,1762033,6
CRADDUCK,1762039,6
CHUDASAMA,1762045,6
HIRNER,1762051,6
MACDIARMID,1762057,6
VANBOXTEL,1762063,6
ANIL,1762069,6
LEMAS,1762075,6
GULARTE,1762081,6
WABLE,1762087,6
SMITHART,1762093,6
LIEVENS,1762099,6
HEASLET,1762105,6
HOGLEN,1762111,6
SANANGELO,1762117,6
RAVEL,1762123,6
FENRICH,1762129,6
AGUILER,1762135,6
BONESS,1762141,6
WAR,1762147,6
SHOLLER,1762153,6
POLMANTEER,1762159,6
CARLQUIST,1762165,6
DEPRIMO,1762171,6
BUQUET,1762177,6
MONKMAN,1762183,6
SOLLAZZO,1762189,6
VILL,1762195,6
WAGENMAN,1762201,6
BOUDINOT,1762207,6
BOWDLE,1762213,6
BISSESSAR,1762219,6
ARIAZ,1762225,6
WESKE,1762231,6
MUSSETT,1762237,6
PETROSS,1762243,6
BIRDSEY,1762249,6
SHELY,1762255,6
NOLLEN,1762261,6
SHAMSIDDEEN,1762267,6
TRIVITT,1762273,6
KUFNER,1762279,6
LETHCOE,1762285,6
CAWVEY,1762291,6
CAVNER,1762297,6
DELOACHE,1762303,6
LOEPP,1762309,6
GUNTLE,1762315,6
GUNS,1762321,6
GHERING,1762327,6
DOOBAY,1762333,6
GIRONE,1762339,6
PREVETT,1762345,6
YONGE,1762351,6
NIEWALD,1762357,6
GROTTS,1762363,6
GOLLEY,1762369,6
MURNER,1762375,6
RAMSARRAN,1762381,6
BURLIN,1762387,6
FROSSARD,1762393,6
DULIK,1762399,6
PETROSKE,1762405,6
TAWATER,1762411,6
BLONDEAU,1762417,6
YRACHETA,1762423,6
BARBON,1762429,6
RICHARDVILLE,1762435,6
RAUE,1762441,6
FRENSLEY,1762447,6
CROCI,1762453,6
LADIG,1762459,6
PINGER,1762465,6
YOVINO,1762471,6
REVILL,1762477,6
MCADA,1762483,6
RIGAL,1762489,6
LATOCHA,1762495,6
EINERSON,1762501,6
PANICK,1762507,6
KRIBBS,1762513,6
HOGEBOOM,1762519,6
LACA,1762525,6
SKYLER,1762531,6
HEARTSILL,1762537,6
SPOLARICH,1762543,6
VINOPAL,1762549,6
WHITROCK,1762555,6
FICKAS,1762561,6
CZECK,1762567,6
KOM,1762573,6
MEDDOCK,1762579,6
DOCKREY,1762585,6
HYLANDER,1762591,6
GILLOW,1762597,6
MORGON,1762603,6
MIGNON,1762609,6
RADUE,1762615,6
MCELVANY,1762621,6
FAABORG,1762627,6
HOUNSELL,1762633,6
HISTED,1762639,6
LORETZ,1762645,6
PRESSNALL,1762651,6
SHOEMATE,1762657,6
ZUPKE,1762663,6
TOTEN,1762669,6
MONSIBAIS,1762675,6
PRUSIA,1762681,6
GAHRING,1762687,6
GOODRO,1762693,6
CORNOG,1762699,6
RAMAY,1762705,6
WIKA,1762711,6
HOWDER,1762717,6
ELZEA,1762723,6
BAGLIN,1762729,6
MCLENITHAN,1762735,6
RAMBHAROSE,1762741,6
SALAZER,1762747,6
RIGGLES,1762753,6
WUORI,1762759,6
SYNOWIEC,1762765,6
LEMENS,1762771,6
DUPEY,1762777,6
GAIKOWSKI,1762783,6
CLUETT,1762789,6
BURGEE,1762795,6
SHOULDIS,1762801,6
BEAUGEZ,1762807,6
WIENTJES,1762813,6
TEUTON,1762819,6
PEEPER,1762825,6
PARRET,1762831,6
FEVOLD,1762837,6
GOUGLER,1762843,6
VALINO,1762849,6
SCHADEWALD,1762855,6
GLEITZ,1762861,6
DWARKA,1762867,6
TIFFEE,1762873,6
DANEKAS,1762879,6
HOOTER,1762885,6
DOUST,1762891,6
LIMBOCKER,1762897,6
MCGUIN,1762903,6
FRIETZE,1762909,6
CUVAS,1762915,6
MATYE,1762921,6
SETTLEMIRES,1762927,6
DOUBT,1762933,6
DELANA,1762939,6
STEFANCIK,1762945,6
SCHERICH,1762951,6
ROER,1762957,6
RANTS,1762963,6
LACOY,1762969,6
NEUERBURG,1762975,6
ARGON,1762981,6
ROSELIUS,1762987,6
TAMRAT,1762993,6
RAGBIR,1762999,6
MARANGONI,1763005,6
HAWPE,1763011,6
IKOLA,1763017,6
OSBURNE,1763023,6
YURIAR,1763029,6
KENEMORE,1763035,6
NICOLLE,1763041,6
VANDERVER,1763047,6
SAINTJOHN,1763053,6
SCRIMSHER,1763059,6
DORCY,1763065,6
MADDERRA,1763071,6
PRESGROVE,1763077,6
HESSERT,1763083,6
HUMBIRD,1763089,6
SHAFFAR,1763095,6
FAHLSTROM,1763101,6
JANACK,1763107,6
LUEY,1763113,6
SCHLEUNING,1763119,6
PARDILLA,1763125,6
LALICKER,1763131,6
MCDANAL,1763137,6
DEREMO,1763143,6
HERY,1763149,6
PIATTI,1763155,6
FRANCESCHINA,1763161,6
PATNEAUDE,1763167,6
SAMANIE,1763173,6
ALMODOVA,1763179,6
WYNANT,1763185,6
TRINDER,1763191,6
HENREY,1763197,6
STALKFLEET,1763203,6
TAUTFEST,1763209,6
CORSAUT,1763215,6
DIDWAY,1763221,6
BULE,1763227,6
HUCKABAA,1763233,6
MCNOWN,1763239,6
WALENTOWSKI,1763245,6
ADISA,1763251,6
RUNSTROM,1763257,6
OGALDEZ,1763263,6
DINDIAL,1763269,6
GIOMI,1763275,6
LEBORGNE,1763281,6
STRIANESE,1763287,6
STEPHANOFF,1763293,6
LETZKUS,1763299,6
CHARRAN,1763305,6
ERKS,1763311,6
HENRIOD,1763317,6
SECOLA,1763323,6
VERBRUGGEN,1763329,6
SPENCLEY,1763335,6
SNOOZY,1763341,6
TLACHAC,1763347,6
ZERNICKE,1763353,6
VANDERSTOEP,1763359,6
MICHALETZ,1763365,6
GEUTHER,1763371,6
KAPING,1763377,6
BRAYLEY,1763383,6
VIETZKE,1763389,6
GAUTSCH,1763395,6
PEEKE,1763401,6
SZMYD,1763407,6
STAIRES,1763413,6
HAATS,1763419,6
ELTAYEB,1763425,6
ENGASSER,1763431,6
CLAN,1763437,6
RUNBERG,1763443,6
URS,1763449,6
MEXICO,1763455,6
CHYTKA,1763461,6
LINCON,1763467,6
LILBURN,1763473,6
ELOWSKY,1763479,6
DUTSCHKE,1763485,6
COMALANDER,1763491,6
HORKMAN,1763497,6
AKERLUND,1763503,6
MUNDRICK,1763509,6
KONTEH,1763515,6
HARRALL,1763521,6
BOVAY,1763527,6
KRIPS,1763533,6
KRUPSKY,1763539,6
LAZELLE,1763545,6
CEYNAR,1763551,6
CLOTTER,1763557,6
BLILIE,1763563,6
RAHBARI,1763569,6
YARRITO,1763575,6
USTASZEWSKI,1763581,6
TEELUCKSINGH,1763587,6
STERUD,1763593,6
HENNEK,1763599,6
WERBA,1763605,6
COUMBE,1763611,6
CHILSTROM,1763617,6
GRETCHEN,1763623,6
JUNTA,1763629,6
SANNAR,1763635,6
TORDSEN,1763641,6
HIERSCHE,1763647,6
CARPENTAR,1763653,6
BROWNEN,1763659,6
DRASKOVIC,1763665,6
FEWEL,1763671,6
HARRALD,1763677,6
WOYCHIK,1763683,6
AZUL,1763689,6
SEIMS,1763695,6
PARETTE,1763701,6
DISHEROON,1763707,6
BOJORQUES,1763713,6
VIVION,1763719,6
PERDON,1763725,6
ENOX,1763731,6
KOTTEN,1763737,6
TATROW,1763743,6
SCHWOCHERT,1763749,6
WENELL,1763755,6
ANDREZ,1763761,6
PARVATHANENI,1763767,6
MEX,1763773,6
BANT,1763779,6
ALVIREZ,1763785,6
ALREAD,1763791,6
YEUBANKS,1763797,6
BRAGET,1763803,6
BERTALOTTO,1763809,6
WESSELHOFT,1763815,6
WINNELL,1763821,6
VIFQUAIN,1763827,6
SCHLICHENMAYER,1763833,6
MOLET,1763839,6
OSTENBERG,1763845,6
LEGASSE,1763851,6
FIREY,1763857,6
HELPS,1763863,6
YEZAK,1763869,6
ANDOE,1763875,6
WALKUSH,1763881,6
TRESTRAIL,1763887,6
SEIDEMANN,1763893,6
MERZLAK,1763899,6
KIDDIE,1763905,6
MCCELLAN,1763911,6
SIRJU,1763917,6
ALPINE,1763923,6
CER,1763929,6
GEASLAND,1763935,6
SYLVERS,1763941,6
MOOSO,1763947,6
LUVAAS,1763953,6
GNOZA,1763959,6
DUBACK,1763965,6
EINBERGER,1763971,6
CUSMA,1763977,6
GANSBERG,1763983,6
PINKOSKI,1763989,6
ALGOO,1763995,6
SHEPPHERD,1764001,6
GREETHAM,1764007,6
ZIEHMER,1764013,6
WINESBURG,1764019,6
LEIVAN,1764025,6
HAFELI,1764031,6
HAVERON,1764037,6
GRINSLADE,1764043,6
MERACLE,1764049,6
WRIGHTMAN,1764055,6
WAITER,1764061,6
LOKKE,1764067,6
MOLOKWU,1764073,6
VOLLICK,1764079,6
TWILLING,1764085,6
GARNATZ,1764091,6
CONVERS,1764097,6
JARDOT,1764103,6
UPCRAFT,1764109,6
ALVSTAD,1764115,6
KUENEMAN,1764121,6
INONG,1764127,6
FULLICK,1764133,6
DAHLSTEN,1764139,6
CORWINE,1764145,6
BRIMACOMB,1764151,6
LICKLY,1764157,6
VESTERBY,1764163,6
SECRET,1764169,6
LOUSBERG,1764175,6
DILUCCHIO,1764181,6
FAVELL,1764187,6
HENNAN,1764193,6
GUSSIE,1764199,6
RAMSFIELD,1764205,6
NALDRETT,1764211,6
SURRITTE,1764217,6
CEPLINA,1764223,6
DIJAK,1764229,6
HABROCK,1764235,6
MANDELIN,1764241,6
KINERSON,1764247,6
MONSOOR,1764253,6
BEGEY,1764259,6
VALKA,1764265,6
TOUGAW,1764271,6
MANTZOURANIS,1764277,6
GARNAAT,1764283,6
BUCKWHEAT,1764289,6
BRTEK,1764295,6
AGLI,1764301,6
SOUSIS,1764307,6
KROMINGA,1764313,6
KAUCHAK,1764319,6
HAYBALL,1764325,6
TALENTINO,1764331,6
VANNORSDALL,1764337,6
AZENON,1764343,6
LECROIX,1764349,6
LENARES,1764355,6
BUCKHAULTER,1764361,6
JORAMO,1764367,6
LABLANCE,1764373,6
GAFFOOR,1764379,6
GHRAMM,1764385,6
CHOI,1764390,5
BUI,1764395,5
XU,1764400,5
LINARES,1764405,5
CHEUNG,1764410,5
YI,1764415,5
LUONG,1764420,5
CHUN,1764425,5
EPSTEIN,1764430,5
LAZO,1764435,5
CARABALLO,1764440,5
ESTEVEZ,1764445,5
PALUMBO,1764450,5
PENG,1764455,5
CHAO,1764460,5
VALDOVINOS,1764465,5
SALEH,1764470,5
FREEDMAN,1764475,5
NEMETH,1764480,5
AN,1764485,5
DU,1764490,5
FAVELA,1764495,5
SUNG,1764500,5
ZAMARRIPA,1764505,5
FRANKEL,1764510,5
DELTORO,1764515,5
HUSSEIN,1764520,5
ENCARNACION,1764525,5
LAGUNAS,1764530,5
LA,1764535,5
PABON,1764540,5
LEIJA,1764545,5
SILVERSTEIN,1764550,5
ALBERTO,1764555,5
PAYAN,1764560,5
GARCES,1764565,5
SAECHAO,1764570,5
RAMIRES,1764575,5
IZAGUIRRE,1764580,5
GRILLO,1764585,5
BUEHLER,1764590,5
KAMARA,1764595,5
COSTANZO,1764600,5
JAFFE,1764605,5
GUDINO,1764610,5
WAN,1764615,5
BODE,1764620,5
MONTESDEOCA,1764625,5
MCCLINTON,1764630,5
LALLY,1764635,5
HUIZAR,1764640,5
OLMEDO,1764645,5
KHOURY,1764650,5
NESTOR,1764655,5
FARINA,1764660,5
HILDEBRANDT,1764665,5
LEVITT,1764670,5
MOSKOWITZ,1764675,5
ESCOTO,1764680,5
ZAK,1764685,5
SCHOLZ,1764690,5
GENOVESE,1764695,5
KRANZ,1764700,5
PUGLIESE,1764705,5
MASSARO,1764710,5
FRAGA,1764715,5
HOSTETTER,1764720,5
HABIB,1764725,5
NEARY,1764730,5
CORDOBA,1764735,5
FREITAG,1764740,5
GAETA,1764745,5
ANSARI,1764750,5
ARZOLA,1764755,5
YAP,1764760,5
SANDLER,1764765,5
GRAJEDA,1764770,5
SOK,1764775,5
LAROCCA,1764780,5
EBERSOLE,1764785,5
KAMINSKY,1764790,5
ABATE,1764795,5
KOWAL,1764800,5
NIEMEYER,1764805,5
PASCUA,1764810,5
KRIEG,1764815,5
HEISE,1764820,5
GLUCK,1764825,5
ARCEO,1764830,5
HENNINGER,1764835,5
DANKO,1764840,5
SPERLING,1764845,5
KERSHNER,1764850,5
SELTZER,1764855,5
PLOURDE,1764860,5
HORGAN,1764865,5
LLANES,1764870,5
HEANEY,1764875,5
STRASSER,1764880,5
PETRILLO,1764885,5
MOTTA,1764890,5
DESMARAIS,1764895,5
TERWILLIGER,1764900,5
BEDNAR,1764905,5
ROSEMAN,1764910,5
KISS,1764915,5
HAFER,1764920,5
SAWICKI,1764925,5
FUNKHOUSER,1764930,5
JESSOP,1764935,5
POPOVICH,1764940,5
ARDOIN,1764945,5
MULVEY,1764950,5
SCHLESINGER,1764955,5
GEISER,1764960,5
LEPE,1764965,5
VIRGEN,1764970,5
MAZZOLA,1764975,5
CROWTHER,1764980,5
SHARIF,1764985,5
PEREYRA,1764990,5
KAM,1764995,5
AVITIA,1765000,5
NOWAKOWSKI,1765005,5
LONERGAN,1765010,5
STOLLER,1765015,5
VAILLANCOURT,1765020,5
VILLAFUERTE,1765025,5
KLINGLER,1765030,5
GHOSH,1765035,5
STARCHER,1765040,5
SPINDLER,1765045,5
MCGUIGAN,1765050,5
COGAN,1765055,5
SHAVERS,1765060,5
FORTUNA,1765065,5
GULICK,1765070,5
MONTELEONE,1765075,5
ANZALONE,1765080,5
BASURTO,1765085,5
KRAWCZYK,1765090,5
MARKOWSKI,1765095,5
BISH,1765100,5
DEMARIA,1765105,5
LISS,1765110,5
PERNA,1765115,5
PARE,1765120,5
SWARTZENTRUBER,1765125,5
ALBINO,1765130,5
CHMIELEWSKI,1765135,5
ALAMO,1765140,5
TAVERA,1765145,5
JOUBERT,1765150,5
BRAGA,1765155,5
KLEINMAN,1765160,5
SABATINO,1765165,5
SULTAN,1765170,5
FELICE,1765175,5
RIZVI,1765180,5
BREWTON,1765185,5
DIETER,1765190,5
EISNER,1765195,5
SCHUETZ,1765200,5
LAGOS,1765205,5
RAILEY,1765210,5
CORTINAS,1765215,5
GODINA,1765220,5
MULVIHILL,1765225,5
SOLIMAN,1765230,5
DAM,1765235,5
STIER,1765240,5
GANTZ,1765245,5
MULLET,1765250,5
PRIMM,1765255,5
GRUVER,1765260,5
CANCINO,1765265,5
COSTANZA,1765270,5
ROHAN,1765275,5
COLYER,1765280,5
FALLER,1765285,5
GUERTIN,1765290,5
ALBAUGH,1765295,5
HASLAM,1765300,5
VILA,1765305,5
TROUPE,1765310,5
FINLAY,1765315,5
DEFILIPPO,1765320,5
CUTLIP,1765325,5
ARENDS,1765330,5
KEOWN,1765335,5
KINNARD,1765340,5
PETROSKY,1765345,5
LAMA,1765350,5
RUBALCABA,1765355,5
HORAK,1765360,5
MAZUREK,1765365,5
LUERA,1765370,5
OWUSU,1765375,5
WIESNER,1765380,5
HENRIKSEN,1765385,5
WOODHAM,1765390,5
HENRIQUES,1765395,5
HUTTER,1765400,5
MCENTEE,1765405,5
DOMAN,1765410,5
AMANN,1765415,5
LAKES,1765420,5
KUBIK,1765425,5
HEYMAN,1765430,5
KNICKERBOCKER,1765435,5
GINES,1765440,5
THOR,1765445,5
CASTILLE,1765450,5
VENEZIA,1765455,5
WIN,1765460,5
HIRT,1765465,5
HOLDREN,1765470,5
QUATTLEBAUM,1765475,5
GIBLIN,1765480,5
TINEO,1765485,5
ASBERRY,1765490,5
LOEHR,1765495,5
PARDEE,1765500,5
BLOOMQUIST,1765505,5
CARBERRY,1765510,5
FETTERMAN,1765515,5
PASCO,1765520,5
BUSHONG,1765525,5
SHOWS,1765530,5
URSO,1765535,5
MILLMAN,1765540,5
HOWLEY,1765545,5
GOODLOE,1765550,5
BRAHAM,1765555,5
GATICA,1765560,5
ROYSTON,1765565,5
LENTINI,1765570,5
BLAZEK,1765575,5
DOLCE,1765580,5
PICKEL,1765585,5
REICHEL,1765590,5
MOSCOSO,1765595,5
PESINA,1765600,5
DESKINS,1765605,5
LENAHAN,1765610,5
ENGELMAN,1765615,5
MANNO,1765620,5
BAO,1765625,5
TRAUB,1765630,5
SWORDS,1765635,5
DEMEO,1765640,5
JOHANNSEN,1765645,5
HOKANSON,1765650,5
SOMMERVILLE,1765655,5
GALLE,1765660,5
OGG,1765665,5
TUTEN,1765670,5
NOACK,1765675,5
HANKERSON,1765680,5
KOLLMAN,1765685,5
CRESWELL,1765690,5
MORO,1765695,5
TIERNAN,1765700,5
LUFT,1765705,5
MCQUILLAN,1765710,5
DRESCHER,1765715,5
SCHEIDT,1765720,5
CABANAS,1765725,5
WOLK,1765730,5
KULICK,1765735,5
SPRAGGINS,1765740,5
ROULEAU,1765745,5
MODLIN,1765750,5
KEHL,1765755,5
MIKEL,1765760,5
MARCOUX,1765765,5
PETROVICH,1765770,5
BROADHEAD,1765775,5
POZO,1765780,5
BOERNER,1765785,5
AVENT,1765790,5
DECESARE,1765795,5
FAIRMAN,1765800,5
CAROLAN,1765805,5
IVERY,1765810,5
RASCH,1765815,5
MIKA,1765820,5
GERSON,1765825,5
BACKSTROM,1765830,5
LANNON,1765835,5
MCCARVER,1765840,5
STROCK,1765845,5
DROUIN,1765850,5
KOPF,1765855,5
KARN,1765860,5
OGORMAN,1765865,5
WUNDER,1765870,5
CHE,1765875,5
CASADO,1765880,5
TOUCHET,1765885,5
WIRT,1765890,5
OKAMOTO,1765895,5
BEEKMAN,1765900,5
LIS,1765905,5
CANNELLA,1765910,5
NIES,1765915,5
BOLLER,1765920,5
BIER,1765925,5
TIDD,1765930,5
PIMENTAL,1765935,5
WIGFALL,1765940,5
SALMAN,1765945,5
BOYDEN,1765950,5
JALBERT,1765955,5
BRAUNSTEIN,1765960,5
BAUGHN,1765965,5
MOSCA,1765970,5
CHAPUT,1765975,5
HESSON,1765980,5
ROLLING,1765985,5
GERLING,1765990,5
WILHOIT,1765995,5
EDLER,1766000,5
REBELLO,1766005,5
ZIOLKOWSKI,1766010,5
GUNNELL,1766015,5
MORONEY,1766020,5
DECKERT,1766025,5
BRENDEL,1766030,5
MENGEL,1766035,5
VAQUERA,1766040,5
CERRONE,1766045,5
GATHERS,1766050,5
FINCHAM,1766055,5
SWOBODA,1766060,5
BRABHAM,1766065,5
KLUGE,1766070,5
KIRCHOFF,1766075,5
CROMARTIE,1766080,5
KNAUSS,1766085,5
MANI,1766090,5
LINT,1766095,5
QUINTANAR,1766100,5
RUTT,1766105,5
OVERLY,1766110,5
DEVOS,1766115,5
THRUSH,1766120,5
CUDDY,1766125,5
LEAGUE,1766130,5
BERAN,1766135,5
MCTAGGART,1766140,5
HOLMSTROM,1766145,5
OREAR,1766150,5
BONET,1766155,5
HENNE,1766160,5
NASIR,1766165,5
MANZ,1766170,5
DAHLQUIST,1766175,5
GABRIELE,1766180,5
GOTTFRIED,1766185,5
AUNG,1766190,5
LEVER,1766195,5
CUMBIE,1766200,5
VANPATTEN,1766205,5
LUJANO,1766210,5
ISIDRO,1766215,5
RIEL,1766220,5
GROSSE,1766225,5
CRUDUP,1766230,5
LAPPIN,1766235,5
ROTTER,1766240,5
MORANT,1766245,5
HAJEK,1766250,5
HOLDERMAN,1766255,5
GRIEVE,1766260,5
SPRAYBERRY,1766265,5
CORBY,1766270,5
MARCELLUS,1766275,5
TOROK,1766280,5
MAGYAR,1766285,5
MCKIERNAN,1766290,5
STEINHAUER,1766295,5
TULLOCH,1766300,5
HAWKER,1766305,5
HULME,1766310,5
REICHMAN,1766315,5
YONKER,1766320,5
NASS,1766325,5
RARICK,1766330,5
SHIRES,1766335,5
SEVER,1766340,5
DOLIN,1766345,5
VIVIANO,1766350,5
TAMURA,1766355,5
TARLTON,1766360,5
ZANDERS,1766365,5
GERSTNER,1766370,5
WIMBUSH,1766375,5
GOLL,1766380,5
MAZA,1766385,5
PEAVEY,1766390,5
HOLTMAN,1766395,5
DINGLER,1766400,5
PICHE,1766405,5
LUCIUS,1766410,5
MANIGAULT,1766415,5
JURGENSEN,1766420,5
PENIX,1766425,5
AUSTRIA,1766430,5
HOSEA,1766435,5
HEER,1766440,5
BONOMO,1766445,5
CUPPLES,1766450,5
HEAL,1766455,5
OHAGAN,1766460,5
BARATTA,1766465,5
SHIPPY,1766470,5
FELAN,1766475,5
WAREHAM,1766480,5
FUNDERBURG,1766485,5
MORRISEY,1766490,5
MINICH,1766495,5
HEINLEIN,1766500,5
WELLBORN,1766505,5
PILLAI,1766510,5
BERTA,1766515,5
JORDEN,1766520,5
EISENMAN,1766525,5
NAYAK,1766530,5
BOHMAN,1766535,5
HEINTZELMAN,1766540,5
RATHER,1766545,5
FISHBACK,1766550,5
BOSSERT,1766555,5
MCKITTRICK,1766560,5
EWEN,1766565,5
HEILIG,1766570,5
MCGUIRK,1766575,5
GAMBREL,1766580,5
WELDY,1766585,5
SWING,1766590,5
HOUCHINS,1766595,5
BERGH,1766600,5
RIST,1766605,5
ECKART,1766610,5
GLANCY,1766615,5
SHERBURNE,1766620,5
JEANTY,1766625,5
MATTHES,1766630,5
NIVENS,1766635,5
DIAZDELEON,1766640,5
WITTMER,1766645,5
MAIO,1766650,5
VANWAGNER,1766655,5
CROXTON,1766660,5
SUTHERLIN,1766665,5
DOSTAL,1766670,5
KARIMI,1766675,5
LENHARDT,1766680,5
DRAVES,1766685,5
LECROY,1766690,5
BOGGAN,1766695,5
PULLUM,1766700,5
OGARA,1766705,5
VANDERVORT,1766710,5
RINES,1766715,5
MANGES,1766720,5
BURAS,1766725,5
ORAM,1766730,5
STRANDBERG,1766735,5
ING,1766740,5
BRIER,1766745,5
MULLOY,1766750,5
MOO,1766755,5
CLAFLIN,1766760,5
BARNHOUSE,1766765,5
VERES,1766770,5
GAHAGAN,1766775,5
MAHAJAN,1766780,5
VALLECILLO,1766785,5
ZERTUCHE,1766790,5
ZEITLER,1766795,5
SMITHWICK,1766800,5
KIVETT,1766805,5
ORVIS,1766810,5
CHICHESTER,1766815,5
BLYSTONE,1766820,5
DAKIN,1766825,5
TEED,1766830,5
BOWLBY,1766835,5
MEIKLE,1766840,5
TEMPLES,1766845,5
BENNINGFIELD,1766850,5
DELCAMPO,1766855,5
SELZER,1766860,5
HENSCHEL,1766865,5
CARNEGIE,1766870,5
STANSFIELD,1766875,5
CAIRO,1766880,5
CURTO,1766885,5
BICKETT,1766890,5
HIPPLE,1766895,5
KITTLESON,1766900,5
GODINES,1766905,5
SPURRIER,1766910,5
SMALLING,1766915,5
FOULKS,1766920,5
LEGLER,1766925,5
FACUNDO,1766930,5
POZOS,1766935,5
PORCARO,1766940,5
BOHNER,1766945,5
FOWLES,1766950,5
GILLAN,1766955,5
THRALL,1766960,5
BOHLEN,1766965,5
BRACEWELL,1766970,5
WARDWELL,1766975,5
DAYS,1766980,5
DOMINY,1766985,5
VILLALVAZO,1766990,5
ANTRIM,1766995,5
WHICKER,1767000,5
ZEIGER,1767005,5
SHELEY,1767010,5
HASTON,1767015,5
BOHNERT,1767020,5
PIEKARSKI,1767025,5
DOMINQUEZ,1767030,5
REGINA,1767035,5
BREHMER,1767040,5
FURRY,1767045,5
DIERKS,1767050,5
AFZAL,1767055,5
MCNEAR,1767060,5
JENT,1767065,5
LUKASIK,1767070,5
KEISLER,1767075,5
BOOTHBY,1767080,5
VANNOSTRAND,1767085,5
GUSTAVSON,1767090,5
LAABS,1767095,5
SCHUELKE,1767100,5
DENBY,1767105,5
RUSTAD,1767110,5
SCHIAVO,1767115,5
MCCOLL,1767120,5
FREDERICKSEN,1767125,5
VIELMA,1767130,5
WISNESKI,1767135,5
SEARLS,1767140,5
VANDYK,1767145,5
DAUBERT,1767150,5
HAJI,1767155,5
VIALPANDO,1767160,5
CRATER,1767165,5
ROLLISON,1767170,5
ULLOM,1767175,5
DAIGNEAULT,1767180,5
ESTERS,1767185,5
JESS,1767190,5
DEMPS,1767195,5
LEVINGSTON,1767200,5
BARRENTINE,1767205,5
WITMAN,1767210,5
DOLLY,1767215,5
BAAS,1767220,5
STANGL,1767225,5
GROSZ,1767230,5
EAKES,1767235,5
VANGUNDY,1767240,5
LEWELLYN,1767245,5
DUCKER,1767250,5
PIPPINS,1767255,5
FEELY,1767260,5
HIGBY,1767265,5
BOAN,1767270,5
SHUTTLEWORTH,1767275,5
SHEVLIN,1767280,5
GAYDEN,1767285,5
CHUMBLEY,1767290,5
LINTNER,1767295,5
MACAULEY,1767300,5
TELL,1767305,5
LACHMAN,1767310,5
GUNNELLS,1767315,5
KRIEBEL,1767320,5
GREEK,1767325,5
ALBURY,1767330,5
WILLMS,1767335,5
JOURNEY,1767340,5
ZEPP,1767345,5
