name,,aian weight
SMITH,21742,21742
JOHNSON,39910,18168
BEGAY,56381,16471
LOCKLEAR,70753,14372
JONES,85007,14254
YAZZIE,99142,14135
WILLIAMS,112469,13327
BROWN,124971,12502
DAVIS,134125,9154
WILSON,142624,8499
THOMPSON,150732,8108
THOMAS,158822,8090
MILLER,166487,7665
JACKSON,173992,7505
WHITE,181059,7067
MARTIN,187944,6885
LEE,194666,6722
HUNT,201367,6701
JAMES,207800,6433
LEWIS,214181,6381
ANDERSON,219985,5804
TAYLOR,225694,5709
CLARK,231377,5683
GARCIA,236857,5480
MARTINEZ,242263,5406
BENALLY,247507,5244
SCOTT,252693,5186
TSOSIE,257685,4992
NELSON,262614,4929
MOORE,267539,4925
KING,272100,4561
WALKER,276651,4551
OXENDINE,281197,4546
JACOBS,285645,4448
NEZ,290092,4447
HILL,294309,4217
HARRIS,298491,4182
ALLEN,302641,4150
MITCHELL,306639,3998
YOUNG,310466,3827
JOHN,314212,3746
PHILLIPS,317928,3716
BAKER,321578,3650
MORGAN,325127,3549
CHAVIS,328662,3535
ADAMS,332042,3380
LOPEZ,335365,3323
ROBERTS,338567,3202
HENRY,341764,3197
WRIGHT,344930,3166
JOE,348065,3135
MORRIS,351190,3125
LONG,354217,3027
PARKER,357175,2958
CARTER,360115,2940
REED,363023,2908
GEORGE,365904,2881
RICHARDSON,368761,2857
ROBINSON,371569,2808
COOK,374352,2783
GREEN,377105,2753
CAMPBELL,379846,2741
HALL,382491,2645
EVANS,385122,2631
EDWARDS,387681,2559
CHEE,390237,2556
COLLINS,392776,2539
HARRISON,395293,2517
STEWART,397795,2502
ROGERS,400273,2478
STEVENS,402742,2469
JIM,405165,2423
WARD,407535,2370
CHARLEY,409895,2360
CHAVEZ,412253,2358
RUSSELL,414579,2326
HOWARD,416882,2303
SANDOVAL,419164,2282
SANCHEZ,421431,2267
GRAY,423670,2239
BELL,425898,2228
BLACK,428126,2228
BENNETT,430304,2178
SAM,432465,2161
WOOD,434571,2106
MURPHY,436668,2097
TURNER,438759,2091
COOPER,440836,2077
WATSON,442907,2071
ROSS,444971,2064
PETERSON,447030,2059
SPENCER,449087,2057
CURLEY,451100,2013
FOSTER,453104,2004
BROOKS,455092,1988
HERNANDEZ,457074,1982
HARVEY,459051,1977
RODRIGUEZ,461021,1970
LOWERY,462959,1938
SANDERS,464894,1935
HENDERSON,466772,1878
GIBSON,468621,1849
CUMMINGS,470469,1848
BUTLER,472307,1838
PETERS,474135,1828
PERRY,475931,1796
MARSHALL,477696,1765
COX,479446,1750
WILLIS,481177,1731
BAILEY,482899,1722
TOM,484620,1721
BRYANT,486335,1715
TSO,488043,1708
HARJO,489705,1662
HUNTER,491361,1656
BARNES,492997,1636
GONZALES,494629,1632
FISHER,496260,1631
WEST,497885,1625
FRANCIS,499506,1621
HAMILTON,501119,1613
GRAHAM,502728,1609
FREEMAN,504334,1606
PAUL,505938,1604
BULLARD,507539,1601
HAYES,509112,1573
FOX,510681,1569
WEAVER,512248,1567
BOYD,513813,1565
WOODS,515374,1561
PRICE,516926,1552
HICKS,518477,1551
GRANT,520013,1536
WELLS,521546,1533
DIXON,523077,1531
SAMPSON,524608,1531
WALLACE,526127,1519
JORDAN,527627,1500
FRANK,529127,1500
PATEL,530621,1494
BILLY,532103,1482
FLORES,533578,1475
BEGAYE,535051,1473
PIERCE,536520,1469
ANDREWS,537978,1458
BAHE,539436,1458
STRICKLAND,540893,1457
STONE,542349,1456
KELLY,543792,1443
ROMERO,545231,1439
ANTONE,546665,1434
ALEXANDER,548097,1432
REYNOLDS,549518,1421
SIMMONS,550926,1408
MCDONALD,552333,1407
COLE,553739,1406
PATTERSON,555135,1396
POWELL,556529,1394
BREWER,557923,1394
BILLIOT,559300,1377
OWENS,560670,1370
ROBERTSON,562037,1367
PEREZ,563400,1363
CASTILLO,564759,1359
RICHARDS,566116,1357
SINGH,567458,1342
DUNCAN,568796,1338
LITTLE,570130,1334
DANIELS,571463,1333
FIELDS,572796,1333
TUCKER,574102,1306
BURNS,575396,1294
WARREN,576674,1278
SIMPSON,577946,1272
JENKINS,579215,1269
PALMER,580483,1268
CHARLES,581750,1267
MYERS,583014,1264
SULLIVAN,584273,1259
LYNCH,585532,1259
ARMSTRONG,586787,1255
FRAZIER,588040,1253
HUGHES,589292,1252
ELLIS,590539,1247
MILLS,591784,1245
MOSES,593023,1239
RAY,594261,1238
LANE,595495,1234
CRAWFORD,596728,1233
KNIGHT,597958,1230
MASON,599175,1217
LAMBERT,600392,1217
WELCH,601601,1209
BYRD,602808,1207
WASHINGTON,604014,1206
LAWRENCE,605220,1206
SHAW,606423,1203
TRUJILLO,607623,1200
HOLMES,608814,1191
MORRISON,610001,1187
TOLEDO,611186,1185
OLSON,612367,1181
GONZALEZ,613544,1177
PORTER,614717,1173
RILEY,615881,1164
WHEELER,617044,1163
COLEMAN,618205,1161
LUCERO,619360,1155
WOLFE,620509,1149
DAY,621643,1134
HUDSON,622776,1133
FORD,623903,1127
STANLEY,625026,1123
BRADLEY,626147,1121
WILLIE,627266,1119
RAMIREZ,628380,1114
WEBB,629494,1114
MURRAY,630603,1109
RICE,631709,1106
NICHOLS,632815,1106
MANN,633917,1102
GORDON,635017,1100
JOHNSTON,636107,1090
FRANCISCO,637191,1084
BILLIE,638273,1082
KENNEDY,639351,1078
BERRY,640413,1062
ORTIZ,641474,1061
CURTIS,642522,1048
JEFFERSON,643570,1048
DIAL,644612,1042
CHAPMAN,645648,1036
HALE,646678,1030
AZURE,647699,1021
HAMMONDS,648714,1015
STEELE,649728,1014
MONTOYA,650733,1005
FOWLER,651736,1003
WEBSTER,652738,1002
HART,653739,1001
FRANKLIN,654740,1001
GARDNER,655740,1000
JOSEPH,656739,999
CLOUD,657736,997
MCCOY,658721,985
BIRD,659704,983
HERRERA,660686,982
ROSE,661667,981
PETE,662640,973
AGUILAR,663609,969
STEPHENS,664578,969
MANUEL,665544,966
HAWKINS,666508,964
KEE,667472,964
HARDY,668435,963
LARGO,669396,961
PERKINS,670355,959
VALENZUELA,671313,958
ANTONIO,672271,958
AUSTIN,673228,957
GOMEZ,674178,950
JENSEN,675126,948
ETSITTY,676062,936
WOODY,676996,934
GRIFFIN,677928,932
KELLEY,678856,928
TIGER,679780,924
JOHNS,680701,921
GREENE,681621,920
LOWRY,682532,911
FERGUSON,683439,907
SHIRLEY,684345,906
ASHLEY,685249,904
CRUZ,686151,902
CARROLL,687050,899
ELLIOTT,687946,896
HARPER,688842,896
SHORTY,689738,896
BARTON,690631,893
TYLER,691522,891
HOPKINS,692412,890
ALVAREZ,693301,889
CLEVELAND,694188,887
LOWE,695073,885
CARPENTER,695956,883
STARR,696836,880
TORRES,697711,875
PROCTOR,698580,869
BEAR,699448,868
PLATERO,700310,862
BARNETT,701171,861
DICK,702030,859
OLIVER,702887,857
LYONS,703740,853
BECENTI,704592,852
VERDIN,705442,850
VALENCIA,706289,847
NORRIS,707133,844
MONROE,707976,843
BEN,708819,843
WAGNER,709660,841
BOWMAN,710500,840
DECOTEAU,711337,837
DUNN,712171,834
SNYDER,713004,833
PADILLA,713836,832
PAYNE,714663,827
ROY,715481,818
LIVINGSTON,716297,816
PABLO,717111,814
WATKINS,717924,813
VALDEZ,718736,812
CHARLIE,719547,811
HOWELL,720353,806
SHARP,721158,805
VIGIL,721963,805
WILLIAMSON,722767,804
BARBER,723571,804
POITRA,724375,804
PINO,725175,800
SLOAN,725971,796
EAGLE,726766,795
GILBERT,727559,793
REYES,728345,786
DENNY,729127,782
DEAN,729902,775
LAWSON,730675,773
CHASE,731446,771
ARNOLD,732209,763
MATTHEWS,732970,761
HOLT,733731,761
DAVID,734492,761
LARSON,735252,760
NORTON,736010,758
PERSON,736765,755
MAY,737519,754
RIVERS,738272,753
BLUE,739024,752
BALDWIN,739774,750
KIRK,740524,750
JACK,741274,750
HANSON,742018,744
BOONE,742760,742
HOFFMAN,743495,735
MCKINNEY,744230,735
WOLF,744965,735
COCHRAN,745700,735
GUTIERREZ,746433,733
LOGAN,747166,733
WALTERS,747898,732
JUAN,748630,732
GOODMAN,749361,731
FARMER,750091,730
MIKE,750820,729
MORENO,751548,728
BATES,752274,726
MCCABE,752997,723
CRAIG,753718,721
WADE,754436,718
YELLOWHAIR,755152,716
ANDREW,755867,715
ROBBINS,756580,713
DOUGLAS,757290,710
FRENCH,758000,710
BIA,758709,709
MAYNOR,759417,708
MONTGOMERY,760124,707
ALLISON,760830,706
CROSS,761535,705
RIVERA,762239,704
LEONARD,762943,704
NEWMAN,763646,703
JANIS,764349,703
SALAZAR,765051,702
CARR,765753,702
BURGESS,766455,702
BRADY,767157,702
MORAN,767857,700
DURAN,768554,697
CROWE,769251,697
CALDWELL,769946,695
FULLER,770639,693
MANYGOATS,771330,691
WATTS,772020,690
SHERMAN,772710,690
BUSH,773398,688
BELGARDE,774086,688
GREGORY,774771,685
WATCHMAN,775455,684
BEAVER,776132,677
HANSEN,776808,676
DAVIDSON,777483,675
SNOW,778157,674
PINTO,778830,673
SINGER,779496,666
BISHOP,780160,664
GARRETT,780824,664
BURKE,781487,663
ARTHUR,782150,663
BENSON,782812,662
MILES,783474,662
VAUGHN,784134,660
STRONG,784792,658
MORIN,785448,656
CUNNINGHAM,786099,651
TENORIO,786749,650
SPEARS,787398,649
SANDERSON,788036,638
WESLEY,788674,638
JOSE,789310,636
RANDALL,789945,635
HUBBARD,790578,633
SOLOMON,791210,632
REEVES,791841,631
SILVA,792471,630
BURNETTE,793101,630
PELTIER,793729,628
PATRICK,794355,626
SUMMERS,794981,626
PARRISH,795607,626
ENOS,796233,626
HENSON,796857,624
SIMS,797480,623
REID,798103,623
NEAL,798726,623
GOODWIN,799349,623
GORMAN,799972,623
UNDERWOOD,800593,621
BARRETT,801213,620
MOLINA,801833,620
DENNIS,802453,620
BLAKE,803072,619
SUTTON,803690,618
ADKINS,804308,618
VASQUEZ,804925,617
HOLIDAY,805542,617
RYAN,806158,616
PRATT,806774,616
HORN,807389,615
FLETCHER,808003,614
TERRY,808612,609
BUCK,809221,609
ABEITA,809830,609
MANNING,810437,607
SHELTON,811043,606
LINCOLN,811649,606
REVELS,812254,605
BRUCE,812857,603
CODY,813460,603
HOUSE,814062,602
HARDIN,814660,598
DALE,815258,598
DEESE,815856,598
GRAVES,816453,597
TATE,817049,596
MASSEY,817643,594
PARKS,818236,593
JENNINGS,818828,592
CARLSON,819418,590
BECK,820008,590
ARVISO,820597,589
FAIRBANKS,821185,588
NAKAI,821773,588
HORTON,822360,587
HOLLAND,822944,584
PATTON,823527,583
HENDRICKS,824110,583
MENDOZA,824692,582
WATERS,825269,577
WAUNEKA,825838,569
CLY,826406,568
MCDANIEL,826973,567
BARKER,827539,566
SMALL,828105,566
CROW,828671,566
MEDINA,829236,565
HOULE,829801,565
BURTON,830364,563
RHODES,830926,562
POTTER,831488,562
VANN,832050,562
BACA,832611,561
GOINS,833172,561
LUCAS,833731,559
PACHECO,834290,559
DIAZ,834846,556
TANNER,835402,556
TELLER,835958,556
DANIEL,836513,555
HOOD,837064,551
CHAMBERS,837614,550
ALBERT,838163,549
RAMSEY,838711,548
ORTEGA,839258,547
TOWNSEND,839805,547
ISAAC,840351,546
HARMON,840896,545
RIGGS,841441,545
SKENANDORE,841986,545
MCGEE,842530,544
LUJAN,843073,543
LESTER,843614,541
PAGE,844153,539
SIMON,844692,539
APACHITO,845231,539
CHANDLER,845769,538
SHEPHERD,846307,538
GOULD,846844,537
OWEN,847380,536
HOWE,847916,536
BEDONIE,848452,536
BOWEN,848987,535
BARNEY,849521,534
MIGUEL,850053,532
MORALES,850583,530
YORK,851113,530
MELTON,851643,530
DENNISON,852172,529
SLIM,852701,529
SILVERSMITH,853229,528
RUIZ,853753,524
GRIFFITH,854277,524
KEITH,854800,523
BLAIR,855322,522
MOSS,855844,522
WILKINS,856365,521
THORNTON,856885,520
BOOTH,857403,518
HICKMAN,857921,518
DODSON,858439,518
CORNELIUS,858957,518
WHITEMAN,859475,518
BEIL,859992,517
CALABAZA,860506,514
WARNER,861017,511
MCBRIDE,861528,511
MCMILLAN,862039,511
MORTON,862548,509
MALONE,863054,506
POWERS,863559,505
BALLARD,864064,505
POTTS,864569,505
MANUELITO,865074,505
NEWTON,865577,503
SAUNDERS,866080,503
SWAN,866583,503
RAMOS,867083,500
HAMPTON,867583,500
HENSLEY,868083,500
SCHMIDT,868582,499
HAWK,869081,499
HAYNES,869579,498
PRESTON,870076,497
SHORT,870570,494
DILLON,871064,494
EMERSON,871558,494
BREWINGTON,872052,494
PARFAIT,872546,494
MOODY,873035,489
AMOS,873523,488
DARDAR,874011,488
RODGERS,874498,487
TODD,874985,487
WISE,875472,487
CLAW,875957,485
BURRIS,876441,484
NICHOLAS,876924,483
FISH,877407,483
SHIELDS,877889,482
ROCK,878371,482
DICKSON,878851,480
WHITEHORSE,879331,480
HAMMOND,879810,479
PESHLAKAI,880289,479
NAQUIN,880766,477
DAWSON,881240,474
ARAGON,881714,474
FLEMING,882185,471
TAFOYA,882655,470
SPARKS,883124,469
NASH,883593,469
ERICKSON,884060,467
FINLEY,884527,467
ALEXIE,884994,467
BROCK,885460,466
CASEY,885925,465
MCKAY,886389,464
CLAY,886848,459
BARR,887306,458
HAIL,887763,457
MCINTOSH,888220,457
ROANHORSE,888677,457
COLBERT,889133,456
BANKS,889588,455
BORDEAUX,890043,455
JIMENEZ,890497,454
KELLER,890949,452
SILAS,891401,452
FLOYD,891852,451
OLSEN,892303,451
CHRISTENSEN,892753,450
PARSONS,893203,450
MOON,893653,450
JAKE,894103,450
BURNETT,894552,449
GIBBS,895000,448
HIGGINS,895446,446
FOREMAN,895892,446
HOOPER,896337,445
CARSON,896780,443
GLASS,897223,443
GILL,897665,442
MARKS,898107,442
SELLERS,898549,442
DRAPER,898991,442
PERSAUD,899433,442
CASTRO,899874,441
MCKENZIE,900315,441
BASS,900754,439
WILCOX,901193,439
BLEVINS,901632,439
OBRIEN,902070,438
MEYER,902507,437
CLINE,902944,437
REDHOUSE,903381,437
WALL,903816,435
MAXWELL,904250,434
OSBORNE,904684,434
LINDSEY,905117,433
PRINCE,905550,433
FRY,905983,433
MARIANO,906416,433
STAFFORD,906847,431
SCHULTZ,907277,430
BOND,907707,430
SILVER,908137,430
FASTHORSE,908567,430
GOLDTOOTH,908997,430
LUNA,909425,428
REESE,909853,428
HARRINGTON,910281,428
NORMAN,910707,426
KINNEY,911133,426
LAPOINTE,911559,426
GILMORE,911982,423
LOVE,912404,422
HERMAN,912825,421
BEAULIEU,913246,421
GARRISON,913666,420
PEARSON,914083,417
WHITEEAGLE,914500,417
KINGBIRD,914917,417
COBB,915333,416
HINTON,915749,416
CANTRELL,916165,416
DAWES,916579,414
GUY,916991,412
GARZA,917402,411
KHAN,917813,411
QUINTANA,918223,410
CHRISTIE,918633,410
MORROW,919042,409
TRACY,919451,409
CLIFFORD,919860,409
RIOS,920268,408
MCCLOUD,920676,408
DUBRAY,921082,406
PENA,921487,405
STEVENSON,921892,405
WARE,922296,404
BRAYBOY,922700,404
CAMERON,923103,403
SMART,923506,403
ADAIR,923908,402
GARNER,924309,401
ZEPHIER,924710,401
GATES,925109,399
HEATH,925508,399
SAVAGE,925907,399
ROWE,926305,398
MARQUEZ,926702,397
CASE,927099,397
ETCITTY,927496,397
MCLAUGHLIN,927892,396
BOWERS,928288,396
COPELAND,928684,396
MCCLURE,929080,396
RIDDLE,929475,395
UPSHAW,929870,395
FROST,930264,394
BURBANK,930658,394
LEBEAU,931052,394
WEBER,931445,393
MIRANDA,931838,393
HODGES,932231,393
HOBBS,932624,393
LOVATO,933017,393
KIRBY,933409,392
LEACH,933801,392
BLACKWATER,934193,392
BRIGGS,934584,391
LARSEN,934975,391
BARLOW,935365,390
POPE,935754,389
MCGHEE,936143,389
MENDEZ,936531,388
HUFF,936919,388
COOKE,937307,388
YELLOWHORSE,937694,387
GUTHRIE,938080,386
DAVENPORT,938465,385
STOUT,938850,385
HOGAN,939234,384
GODWIN,939618,384
RANSOM,940002,384
CANNON,940385,383
BALL,940768,383
JOJOLA,941151,383
DAUGHERTY,941532,381
FLYNN,941912,380
BUCHANAN,942291,379
DRAKE,942670,379
ROACH,943048,378
RAYMOND,943426,378
LAKE,943804,378
WASHBURN,944182,378
WHIPPLE,944560,378
CAREY,944937,377
WINTERS,945314,377
ESTES,945691,377
LAMERE,946068,377
TSINNIJINNIE,946445,377
WALTON,946821,376
MACK,947197,376
MATHEWS,947573,376
SOTO,947948,375
INGRAM,948322,374
SMILEY,948696,374
DONEY,949070,374
BACON,949443,373
MULLINS,949815,372
SNELL,950187,372
TALLMAN,950559,372
EMANUEL,950931,372
PRITCHETT,951302,371
PARISIEN,951673,371
SANTOS,952043,370
MCKEE,952413,370
CHINO,952783,370
NADEAU,953152,369
CONNER,953520,368
HOOVER,953887,367
BILL,954254,367
HOSKIE,954621,367
CORIZ,954987,366
CAIN,955352,365
BENJAMIN,955717,365
MATT,956082,365
DOYLE,956446,364
LANG,956809,363
BLACKWELL,957172,363
HADLEY,957535,363
FLOWERS,957897,362
FRYE,958259,362
FRIDAY,958621,362
QUINN,958982,361
CARNEY,959343,361
WESTON,959704,361
SAGE,960065,361
MCGUIRE,960425,360
NICHOLSON,960785,360
BRYAN,961145,360
MARK,961504,359
HOUSTON,961862,358
EATON,962220,358
ROWLAND,962578,358
PITTMAN,962935,357
FELIX,963292,357
HATCH,963649,357
PIKE,964006,357
SKINNER,964362,356
SEYMOUR,964718,356
STJOHN,965074,356
CRANK,965430,356
MARSH,965785,355
ONEAL,966140,355
BLACKBURN,966495,355
RAMON,966850,355
HOLLOWAY,967204,354
MEYERS,967558,354
LANGLEY,967912,354
SWANSON,968265,353
CURRY,968617,352
DUBOIS,968969,352
DODGE,969321,352
HINES,969672,351
HUTCHINSON,970023,351
GUERRA,970373,350
HARDING,970723,350
PLUMMER,971073,350
VICTOR,971423,350
WYATT,971772,349
DALTON,972121,349
WEEKS,972470,349
DAMON,972819,349
PEDRO,973168,349
ABBOTT,973516,348
MCNEILL,973862,346
FOOTE,974208,346
VELASQUEZ,974553,345
BRADFORD,974898,345
BERRYHILL,975243,345
CORDOVA,975587,344
GREGG,975931,344
BLACKBEAR,976275,344
HODGE,976618,343
SHEPARD,976961,343
FALCON,977304,343
TOYA,977646,342
YATES,977987,341
ANTHONY,978328,341
ORR,978669,341
BEAN,979010,341
BIGMAN,979351,341
PETER,979691,340
FREDERICK,980030,339
COLLIER,980368,338
SALT,980706,338
BLANKENSHIP,981043,337
BENTON,981380,337
DOWNING,981717,337
DEAL,982053,336
GALLEGOS,982388,335
VINCENT,982722,334
SPAULDING,983056,334
SCHROEDER,983389,333
EVAN,983722,333
MCGIRT,984055,333
MUNOZ,984387,332
KNOX,984718,331
KEY,985049,331
FACTOR,985378,329
VALLO,985707,329
NOTAH,986036,329
CLAH,986365,329
CARRILLO,986693,328
DECKER,987021,328
HUMPHREY,987349,328
STEPHENSON,987677,328
CADOTTE,988005,328
WILKINSON,988332,327
WIGGINS,988658,326
MERRILL,988984,326
LONGIE,989310,326
FERNANDEZ,989635,325
CONTRERAS,989960,325
NUNEZ,990285,325
RUTHERFORD,990610,325
STCLAIR,990935,325
WILKIE,991260,325
LAVALLIE,991584,324
LAMB,991907,323
WHITEHEAD,992230,323
AUGUSTINE,992553,323
BEARD,992875,322
MARTELL,993197,322
GLENN,993518,321
KAYE,993839,321
GLOVER,994159,320
MAYO,994479,320
LESLIE,994799,320
SELF,995119,320
LUSSIER,995439,320
LEON,995758,319
MATHIS,996077,319
CHRISTIAN,996396,319
BEASLEY,996715,319
SEXTON,997034,319
GAMBLE,997353,319
FIXICO,997672,319
KEMP,997990,318
HULL,998308,318
MCCONNELL,998626,318
HOPPER,998943,317
OSCEOLA,999259,316
HESS,999574,315
WALLS,999889,315
WARRIOR,1000204,315
MERRITT,1000518,314
PRUITT,1000832,314
CONWAY,1001146,314
GENTRY,1001460,314
HAMMER,1001774,314
WHITEHAIR,1002088,314
VARGAS,1002400,312
PHELPS,1002712,312
KAUR,1003024,312
COOLEY,1003336,312
MEEKS,1003648,312
WILEY,1003959,311
PIERRE,1004270,311
SUTHERLAND,1004580,310
WHITMAN,1004890,310
RIDER,1005200,310
GOURNEAU,1005510,310
COMBS,1005819,309
BOYER,1006128,309
FULTON,1006437,309
SHELDON,1006746,309
JIMERSON,1007055,309
DAN,1007364,309
ATCITTY,1007673,309
TWOBULLS,1007982,309
HANCOCK,1008290,308
BAXTER,1008598,308
NOBLE,1008906,308
QUINTERO,1009214,308
BOSWELL,1009522,308
NARANJO,1009830,308
ALVARADO,1010137,307
CONLEY,1010444,307
RICHARD,1010751,307
VANCE,1011058,307
YOUNGBLOOD,1011365,307
ALI,1011671,306
DYER,1011977,306
MCDOWELL,1012282,305
CAVANAUGH,1012587,305
SELLS,1012892,305
POWLESS,1013197,305
ATKINS,1013501,304
BROWNING,1013804,303
GREY,1014107,303
YELLOWMAN,1014410,303
ESPINOZA,1014712,302
MCLEAN,1015014,302
MCCARTY,1015316,302
WYNN,1015618,302
GOLDEN,1015919,301
BUCKLEY,1016220,301
BLANCHARD,1016521,301
HANEY,1016822,301
CLAYTON,1017122,300
COTTON,1017422,300
CHILDERS,1017721,299
ENGLAND,1018020,299
DOMINGUEZ,1018318,298
BECKER,1018616,298
ARCHULETA,1018914,298
PADDOCK,1019212,298
ISHAM,1019510,298
EASTMAN,1019807,297
SARRACINO,1020104,297
HOSTEEN,1020401,297
ROBLES,1020697,296
KENT,1020993,296
AVERY,1021289,296
WILKERSON,1021584,295
CHURCH,1021879,295
POLK,1022174,295
TUBBY,1022469,295
CORTEZ,1022763,294
ATKINSON,1023056,293
BRAY,1023349,293
TONEY,1023642,293
HARLEY,1023935,293
DEE,1024228,293
DEMERY,1024521,293
ROBERSON,1024813,292
MOSLEY,1025105,292
STARK,1025397,292
CROSBY,1025689,292
FARLEY,1025981,292
LOCKWOOD,1026273,292
ARCHAMBAULT,1026565,292
WERITO,1026857,292
GRIMES,1027148,291
COKER,1027439,291
THUNDER,1027730,291
FISCHER,1028019,289
LEBLANC,1028308,289
HARTMAN,1028596,288
SHEPPARD,1028884,288
OSBORN,1029172,288
CHISCHILLY,1029460,288
RANDOLPH,1029747,287
WHITNEY,1030034,287
SARGENT,1030320,286
LUPE,1030606,286
LADUCER,1030892,286
HARRY,1031177,285
HENDRICKSON,1031461,284
LOUIS,1031745,284
BETTELYOUN,1032029,284
ATTAKAI,1032313,284
GUERRERO,1032596,283
OCHOA,1032879,283
BARTLETT,1033162,283
LLOYD,1033444,282
FARRELL,1033726,282
BURCH,1034008,282
BRUNER,1034290,282
RENVILLE,1034572,282
BERNARD,1034853,281
PONCHO,1035134,281
MINER,1035414,280
SEPULVADO,1035694,280
ATENE,1035974,280
BRIDGES,1036253,279
SAWYER,1036532,279
DRIVER,1036811,279
HOLDEN,1037089,278
BUNCH,1037367,278
FITCH,1037645,278
COON,1037923,278
LUTHER,1038201,278
DELORME,1038479,278
REDBIRD,1038757,278
STOKES,1039034,277
RICH,1039311,277
EVERETT,1039588,277
DEFOE,1039865,277
BUFFALO,1040142,277
DOXTATOR,1040419,277
MESTETH,1040696,277
QUICK,1040972,276
CHARETTE,1041248,276
CHILDS,1041523,275
HOMER,1041798,275
NOSIE,1042073,275
DURHAM,1042347,274
NIXON,1042621,274
BITSUI,1042895,274
SCHNEIDER,1043168,273
ROUSE,1043441,273
EMERY,1043714,273
STAPLES,1043987,273
BERCIER,1044260,273
WOODARD,1044532,272
BULLOCK,1044804,272
MICHAEL,1045076,272
HALEY,1045348,272
TUTTLE,1045619,271
RUSH,1045889,270
SEARS,1046159,270
TALLEY,1046429,270
SAMUELS,1046699,270
BELLANGER,1046969,270
COFFEY,1047238,269
MCCRAY,1047507,269
ABEYTA,1047776,269
ACOSTA,1048044,268
KERR,1048312,268
KETCHER,1048580,268
MCCORMICK,1048847,267
CALLAHAN,1049114,267
LYNN,1049381,267
PATE,1049647,266
HAWLEY,1049913,266
TERRELL,1050178,265
ABRAHAMSON,1050443,265
BRIEN,1050708,265
JIMMIE,1050973,265
ROUBIDEAUX,1051238,265
ENGLISH,1051502,264
DUDLEY,1051766,264
BRITT,1052030,264
SWEET,1052294,264
MADISON,1052558,264
GRASS,1052822,264
DELGARITO,1053086,264
DECLAY,1053350,264
BEACH,1053612,262
TILLMAN,1053874,262
MCCAULEY,1054136,262
MEANS,1054398,262
GUINN,1054660,262
MONTE,1054922,262
BROWER,1055183,261
CATRON,1055444,261
HENIO,1055705,261
MALONEY,1055965,260
HANKS,1056225,260
CLARKE,1056484,259
HARRELL,1056743,259
WALTER,1057002,259
IRVING,1057261,259
RAMONE,1057520,259
ARCHER,1057778,258
FERRIS,1058036,258
FEATHER,1058294,258
TAPAHA,1058552,258
OCONNOR,1058809,257
PETERSEN,1059066,257
NOLAN,1059323,257
DUNLAP,1059580,257
BUTCHER,1059837,257
LITTLEJOHN,1060094,257
DUCHENEAUX,1060351,257
GOSEYUN,1060608,257
VEGA,1060864,256
GREER,1061120,256
JUMPER,1061376,256
THUNDERHAWK,1061632,256
SECATERO,1061888,256
CHANEY,1062143,255
WALDEN,1062398,255
HUGGINS,1062653,255
ESCALANTE,1062908,255
NICK,1063163,255
ESTRADA,1063417,254
WHITAKER,1063671,254
GAINES,1063925,254
ROBISON,1064179,254
CLEMENT,1064433,254
CHESTER,1064687,254
CREEL,1064941,254
BLACKSMITH,1065195,254
GROSS,1065448,253
PITTS,1065701,253
BENDER,1065954,253
NEWELL,1066207,253
DELGADO,1066459,252
WIND,1066711,252
BLACKBIRD,1066963,252
BATTIEST,1067215,252
MAYNARD,1067466,251
EPPS,1067717,251
LANSING,1067968,251
BELONE,1068219,251
GUZMAN,1068469,250
TIPTON,1068719,250
TITUS,1068969,250
GANN,1069219,250
BEYALE,1069469,250
ZIMMERMAN,1069718,249
LARA,1069967,249
HURST,1070216,249
WOODWARD,1070465,249
JARAMILLO,1070714,249
HENDRIX,1070963,249
CAMP,1071212,249
GLEASON,1071461,249
MCMILLIAN,1071710,249
HERBERT,1071958,248
STUMP,1072206,248
DESJARLAIS,1072454,248
TEEHEE,1072702,248
LEFTHAND,1072950,248
BAUER,1073197,247
COMPTON,1073444,247
HOLDER,1073691,247
GREENWOOD,1073938,247
HUMMINGBIRD,1074185,247
CAYADITTO,1074432,247
HURLEY,1074678,246
DONAHUE,1074924,246
PENN,1075170,246
PHILLIP,1075416,246
JOAQUIN,1075662,246
QUAM,1075908,246
JIMMY,1076154,246
KEAMS,1076400,246
MACKEY,1076645,245
HOGUE,1076890,245
ATENCIO,1077135,245
ELLISON,1077379,244
SLATER,1077623,244
FRANKS,1077867,244
CHAMBERLAIN,1078111,244
MCCLELLAN,1078355,244
CARL,1078599,244
CANDELARIA,1078843,244
CRITTENDEN,1079087,244
HASKIE,1079331,244
WILLARD,1079574,243
FLUTE,1079817,243
BRADSHAW,1080059,242
HOLMAN,1080301,242
DAILEY,1080543,242
FARRIS,1080785,242
WALSH,1081026,241
ODELL,1081267,241
IVEY,1081508,241
SPRINGER,1081748,240
SHAFFER,1081987,239
TREVINO,1082226,239
MCCALL,1082465,239
SANFORD,1082704,239
WITT,1082943,239
NIETO,1083182,239
JACOB,1083421,239
REECE,1083660,239
SANDS,1083899,239
HUFFMAN,1084137,238
MORSE,1084375,238
MURDOCK,1084613,238
COURNOYER,1084851,238
LITTLEWOLF,1085089,238
KANE,1085326,237
JACOBSON,1085563,237
METCALF,1085800,237
LOVELL,1086037,237
KETCHUM,1086274,237
LAFOUNTAIN,1086511,237
YOUNGBEAR,1086748,237
POOLE,1086984,236
MCCLAIN,1087220,236
CONRAD,1087456,236
