name,,api weight
PASION,8350670,1162
TOUCH,8351832,1162
JAFRI,8352994,1162
BASHIR,8354155,1161
WAH,8355315,1160
NHAN,8356475,1160
BHAVSAR,8357634,1159
PEN,8358791,1157
JOHAL,8359948,1157
VOHRA,8361105,1157
BRAHMBHATT,8362261,1156
SANJUAN,8363415,1154
SINGHAL,8364567,1152
MYERS,8365716,1149
SANGHA,8366864,1148
JORDAN,8368010,1146
ABDULLAH,8369152,1142
UMALI,8370294,1142
BALAKRISHNAN,8371436,1142
QUIAMBAO,8372577,1141
ESTRELLA,8373717,1140
SING,8374857,1140
NOMURA,8375992,1135
MURTHY,8377125,1133
SULTAN,8378256,1131
HIRATA,8379384,1128
DUMLAO,8380511,1127
KALRA,8381638,1127
CHUONG,8382765,1127
ODA,8383891,1126
JEW,8385017,1126
SEKHON,8386142,1125
FELIX,8387266,1124
LUNG,8388390,1124
KARKI,8389514,1124
HAU,8390636,1122
AGUINALDO,8391758,1122
KAZMI,8392880,1122
TOLEDO,8394001,1121
SHIEH,8395122,1121
RAMANATHAN,8396243,1121
VIRANI,8397363,1120
PARAS,8398482,1119
HAMADA,8399601,1119
SURI,8400718,1117
FONTANILLA,8401834,1116
KHAWAJA,8402949,1115
ON,8404064,1115
FOO,8405178,1114
TRAM,8406291,1113
LATIF,8407403,1112
CEN,8408515,1112
KHATOON,8409627,1112
CHHAY,8410736,1109
ABELLA,8411843,1107
ROSE,8412947,1104
PETER,8414051,1104
DESHMUKH,8415155,1104
SHIMABUKURO,8416258,1103
JUE,8417361,1103
IMRAN,8418463,1102
SEHGAL,8419564,1101
SUBEDI,8420664,1100
DURAN,8421763,1099
KHURANA,8422862,1099
KENNEDY,8423958,1096
NADEEM,8425054,1096
VIRK,8426150,1096
PEI,8427246,1096
CLEMENTE,8428340,1094
JACINTO,8429434,1094
TE,8430526,1092
HARA,8431617,1091
LALANI,8432708,1091
RAGHAVAN,8433799,1091
BAL,8434889,1090
HAMILTON,8435978,1089
VILLA,8437066,1088
SUBRAMANIAM,8438154,1088
SHENOY,8439241,1087
JEN,8440326,1085
SUM,8441409,1083
KAWAMOTO,8442492,1083
TAKEUCHI,8443575,1083
OLSON,8444657,1082
LIOU,8445739,1082
AVILA,8446819,1080
GERONIMO,8447898,1079
QUINTO,8448976,1078
TOOR,8450053,1077
COLE,8451127,1074
GANESAN,8452201,1074
MATHER,8453274,1073
GOPAL,8454347,1073
MAHMUD,8455419,1072
MEYER,8456490,1071
DAY,8457561,1071
BONIFACIO,8458631,1070
WAI,8459699,1068
QAZI,8460767,1068
LUCERO,8461834,1067
MARSHALL,8462900,1066
CHOKSHI,8463965,1065
ZHAN,8465029,1064
SPENCER,8466092,1063
DELGADO,8467155,1063
NO,8468218,1063
FUENTES,8469279,1061
NAWAZ,8470340,1061
TANDON,8471401,1061
DUNN,8472461,1060
BUENAVENTURA,8473521,1060
EUGENIO,8474580,1059
KAHN,8475637,1057
ENCARNACION,8476694,1057
RA,8477751,1057
MARASIGAN,8478808,1057
ILAGAN,8479862,1054
MURRAY,8480915,1053
ANDRADE,8481968,1053
AHLUWALIA,8483021,1053
KUAN,8484073,1052
PINTO,8485124,1051
DULAY,8486173,1049
BARNES,8487220,1047
KIN,8488267,1047
NAHAR,8489312,1045
HAMEED,8490356,1044
ANDREWS,8491399,1043
QUON,8492442,1043
HUEY,8493484,1042
PUN,8494526,1042
REYNOLDS,8495567,1041
MODY,8496608,1041
VENKATESH,8497649,1041
NUNEZ,8498689,1040
ATWAL,8499729,1040
JOY,8500768,1039
NAGATA,8501807,1039
CARPIO,8502845,1038
SENGUPTA,8503883,1038
MATIAS,8504920,1037
PON,8505956,1036
SUEN,8506992,1036
PAO,8508027,1035
PRAK,8509062,1035
DASGUPTA,8510097,1035
POWELL,8511131,1034
VICENTE,8512161,1030
KIEU,8513191,1030
GREGORIO,8514220,1029
DUENAS,8515248,1028
SABLAN,8516276,1028
ING,8517303,1027
ISHIDA,8518330,1027
RIM,8519357,1027
CHHABRA,8520383,1026
GRAHAM,8521408,1025
POBLETE,8522432,1024
HANSEN,8523453,1021
YIU,8524474,1021
ELLIS,8525494,1020
MENESES,8526514,1020
NOOR,8527534,1020
PANKEY,8528552,1018
KHONG,8529568,1016
BONDOC,8530583,1015
KAWAMURA,8531596,1013
BENJAMIN,8532606,1010
ZIA,8533616,1010
TAMANG,8534626,1010
MORIMOTO,8535635,1009
TAY,8536643,1008
TAKEDA,8537651,1008
WALLACE,8538657,1006
LAZO,8539663,1006
SHARIF,8540669,1006
TIN,8541675,1006
PONCE,8542680,1005
GORDON,8543683,1003
OGATA,8544685,1002
MIURA,8545687,1002
GALLARDO,8546688,1001
HOQUE,8547688,1000
RADHAKRISHNAN,8548687,999
ESCOBAR,8549685,998
PRAJAPATI,8550683,998
STONE,8551679,996
MEN,8552675,996
ABALOS,8553669,994
KAHLON,8554663,994
AGUIRRE,8555656,993
UYEDA,8556649,993
MCDONALD,8557641,992
MIR,8558633,992
RONQUILLO,8559624,991
LOBO,8560614,990
HIRANO,8561604,990
SI,8562594,990
PUROHIT,8563582,988
SIMMONS,8564569,987
KUBOTA,8565556,987
MURATA,8566543,987
PU,8567529,986
SHAIK,8568515,986
BUTLER,8569499,984
FIGUEROA,8570483,984
SHANG,8571467,984
MANG,8572450,983
HENDERSON,8573432,982
MACARAEG,8574413,981
KEE,8575393,980
BURNS,8576371,978
JING,8577349,978
SWAMINATHAN,8578327,978
BALA,8579303,976
BUENO,8580278,975
PO,8581253,975
LWIN,8582227,974
BEDI,8583199,972
KHO,8584171,972
TEO,8585142,971
YOKOYAMA,8586113,971
ALBANO,8587082,969
CADIZ,8588050,968
JONG,8589018,968
GONZAGA,8589985,967
WEE,8590952,967
HUNT,8591918,966
SRIDHAR,8592884,966
PATTERSON,8593849,965
PAE,8594814,965
DOI,8595778,964
KINOSHITA,8596742,964
BHALLA,8597705,963
NANDA,8598667,962
LACSON,8599628,961
DHAR,8600588,960
WEST,8601547,959
LAWRENCE,8602506,959
WALLA,8603465,959
SHIBATA,8604424,959
KY,8605383,959
DEOL,8606339,956
TOMITA,8607293,954
YAMAUCHI,8608246,953
CORTES,8609198,952
AKRAM,8610150,952
RAMASWAMY,8611102,952
HAYES,8612053,951
SARWAR,8613004,951
MAUNG,8613954,950
LIEW,8614903,949
BERNAL,8615851,948
LARA,8616797,946
APOSTOL,8617743,946
SHAHZAD,8618689,946
SNYDER,8619634,945
MOHIUDDIN,8620579,945
SANDERS,8621523,944
NISHIMOTO,8622466,943
HARRISON,8623407,941
SALCEDO,8624346,939
ROLDAN,8625284,938
BAIK,8626222,938
KHADKA,8627160,938
HANIF,8628097,937
NAEEM,8629034,937
RAYMUNDO,8629970,936
ZAHID,8630906,936
ZHUO,8631842,936
THI,8632777,935
KHANAL,8633712,935
NAGARAJAN,8634647,935
BERNABE,8635580,933
KAWASAKI,8636513,933
RATHOD,8637445,932
TANIGUCHI,8638376,931
YOSHIOKA,8639307,931
YABUT,8640238,931
TOMAS,8641167,929
BALK,8642096,929
MARCELO,8643025,929
XI,8643954,929
CARLSON,8644882,928
QUANG,8645808,926
BARUA,8646733,925
CAYABYAB,8647653,920
KHANAM,8648573,920
LUKE,8649490,917
XIN,8650407,917
NISHIDA,8651323,916
OKAMURA,8652238,915
MUGHAL,8653153,915
RUBIO,8654067,914
FAROOQUI,8654981,914
DEO,8655894,913
DIAS,8656805,911
UCHIDA,8657716,911
PIMENTEL,8658624,908
PARVEEN,8659532,908
LARSON,8660439,907
COLOMA,8661346,907
CORPUS,8662252,906
KAWAKAMI,8663158,906
MASIH,8664063,905
NING,8664967,904
KUMARI,8665871,904
WAGNER,8666774,903
LEU,8667677,903
OBRIEN,8668578,901
PACHECO,8669478,900
PAULINO,8670378,900
LEON,8671276,898
LALL,8672174,898
KHOKHAR,8673072,898
IYENGAR,8673970,898
PORTER,8674866,896
SCHMIDT,8675762,896
LOZANO,8676657,895
CABRAL,8677552,895
CONSTANTINO,8678447,895
JOHNSTON,8679340,893
TIU,8680233,893
NAKASONE,8681126,893
SHROFF,8682019,893
SOO,8682911,892
BASA,8683802,891
AGBAYANI,8684693,891
MAU,8685583,890
CABALLERO,8686470,887
VANN,8687356,886
MINA,8688241,885
BHASIN,8689124,883
HUO,8690007,883
CHIOU,8690889,882
BASNET,8691769,880
FREEMAN,8692648,879
ARAGON,8693527,879
SOU,8694406,879
MINHAS,8695285,879
FERGUSON,8696163,878
CHUM,8697041,878
GIBSON,8697918,877
HIGASHI,8698795,877
INTHAVONG,8699672,877
COLEMAN,8700548,876
HIDALGO,8701424,876
GHIMIRE,8702300,876
HON,8703174,874
GRIFFIN,8704046,872
JAYARAMAN,8704916,870
WING,8705785,869
JENKINS,8706653,868
BANO,8707521,868
TYAGI,8708389,868
HUIE,8709256,867
SACHDEVA,8710123,867
HSUEH,8710990,867
AKTHER,8711856,866
ORDONEZ,8712721,865
ALEX,8713586,865
BAKSH,8714451,865
SIMPSON,8715315,864
KANEKO,8716179,864
MATSUI,8717043,864
WELLS,8717906,863
FELIPE,8718769,863
PALMER,8719630,861
RICHARDS,8720491,861
RAJAGOPALAN,8721351,860
STEPHEN,8722207,856
FUKUSHIMA,8723061,854
FOX,8723914,853
PAREDES,8724767,853
THAKER,8725620,853
SOHAIL,8726473,853
RICE,8727325,852
ANTONY,8728177,852
SUK,8729029,852
BAKSHI,8729881,852
VEGA,8730732,851
SANKAR,8731582,850
AZAD,8732432,850
MASON,8733281,849
SAWHNEY,8734129,848
BAN,8734974,845
PUNZALAN,8735819,845
JENSEN,8736663,844
KANE,8737507,844
KAY,8738351,844
ANTHONY,8739194,843
SAR,8740037,843
MADRID,8740879,842
KURUVILLA,8741721,842
KASHYAP,8742561,840
SANNICOLAS,8743400,839
QUADRI,8744239,839
BHULLAR,8745078,839
DUBEY,8745915,837
BALAJI,8746752,837
WARREN,8747588,836
BURKE,8748423,835
ARCEO,8749258,835
RASHEED,8750093,835
TANABE,8750927,834
CHOHAN,8751761,834
NGAN,8752595,834
ISAAC,8753428,833
WAHEED,8754261,833
SAMRA,8755093,832
FORD,8755924,831
AGCAOILI,8756755,831
OUM,8757586,831
SRIRAM,8758417,831
MOE,8759247,830
KOJIMA,8760077,830
SHIU,8760907,830
CHANDRASEKARAN,8761737,830
QUIJANO,8762566,829
DEOCAMPO,8763395,829
SIVAKUMAR,8764223,828
HOFFMAN,8765050,827
HILARIO,8765877,827
GOO,8766704,827
GOPALAKRISHNAN,8767531,827
QIAO,8768358,827
JHAVERI,8769184,826
SAMONTE,8770009,825
VENKATARAMAN,8770834,825
DIONISIO,8771658,824
ROJAS,8772481,823
OK,8773304,823
RAJPUT,8774126,822
NAZARENO,8774947,821
BLACK,8775767,820
CARROLL,8776586,819
IBARRA,8777405,819
BUSTAMANTE,8778224,819
ASATO,8779043,819
LANE,8779861,818
DAR,8780679,818
RAJENDRAN,8781497,818
KURIAKOSE,8782315,818
JEE,8783131,816
BENITEZ,8783946,815
MATTHEWS,8784760,814
MING,8785574,814
PAWAR,8786388,814
YASUDA,8787201,813
SUI,8788014,813
FUJIWARA,8788826,812
MOHANTY,8789638,812
SHRIVASTAVA,8790448,810
WIDJAJA,8791258,810
JAMIL,8792067,809
LATU,8792874,807
CRAWFORD,8793679,805
FURUKAWA,8794484,805
SUE,8795288,804
KOGA,8796092,804
GENG,8796896,804
HAFEEZ,8797700,804
SHIROMA,8798503,803
TAMASHIRO,8799306,803
BASILIO,8800107,801
YOUSUF,8800908,801
SHA,8801709,801
OKAZAKI,8802510,801
GARDNER,8803310,800
OOMMEN,8804110,800
ROBERTSON,8804909,799
BUSTOS,8805708,799
BACCHUS,8806507,799
KUBO,8807306,799
RASTOGI,8808105,799
KYAW,8808903,798
MOSES,8809699,796
DASS,8810495,796
MATSUOKA,8811291,796
DASARI,8812087,796
SALIM,8812882,795
GOWDA,8813677,795
MICHAEL,8814471,794
SABADO,8815265,794
TY,8816058,793
CARDENAS,8816850,792
BRAVO,8817642,792
VIERNES,8818434,792
BORROMEO,8819226,792
ARNOLD,8820017,791
VENKATESAN,8820808,791
TEE,8821598,790
YAMANE,8822388,790
IWAMOTO,8823178,790
SHIMADA,8823968,790
JULIAN,8824757,789
OLIVER,8825545,788
GUINTO,8826333,788
TOYAMA,8827121,788
PANJWANI,8827909,788
HEM,8828695,786
CHANDRAN,8829481,786
NATHAN,8830266,785
NARANG,8831051,785
VIDAL,8831835,784
UEHARA,8832619,784
ARMSTRONG,8833402,783
LIE,8834185,783
MATSUMURA,8834968,783
BOYD,8835750,782
BERMUDEZ,8836532,782
MEDRANO,8837313,781
ANDAYA,8838094,781
IMAI,8838875,781
DHAWAN,8839656,781
SUGIMOTO,8840436,780
WADHWA,8841216,780
HUNTER,8841995,779
ZHAI,8842774,779
HANSON,8843552,778
BACANI,8844330,778
RAJESH,8845108,778
ZUO,8845885,777
WEBB,8846661,776
MENDEZ,8847437,776
TSOI,8848213,776
MILLS,8848987,774
YAMASHIRO,8849761,774
IWASAKI,8850535,774
KOU,8851309,774
DHAKAL,8852083,774
KELLEY,8852856,773
KIKUCHI,8853628,772
EM,8854400,772
MONG,8855171,771
TAYAG,8855942,771
SAYAVONG,8856713,771
HOGUE,8857483,770
VALERA,8858252,769
HART,8859020,768
ARCE,8859788,768
ZAPANTA,8860556,768
VASUDEVAN,8861324,768
ANDRADA,8862091,767
RAJAGOPAL,8862858,767
CHHUN,8863625,767
MOJICA,8864391,766
SARKER,8865157,766
ARAKAWA,8865922,765
TAKEMOTO,8866687,765
NAING,8867452,765
ARYA,8868216,764
DACANAY,8868980,764
FLORENDO,8869743,763
JIAO,8870506,763
PAZ,8871268,762
MADAN,8872030,762
MUNIR,8872792,762
ESPINO,8873553,761
MARCOS,8874314,761
CUEVAS,8875074,760
TEP,8875834,760
CHHIM,8876594,760
PADMANABHAN,8877354,760
LEDESMA,8878113,759
NEPOMUCENO,8878871,758
ASGHAR,8879629,758
NICHOLS,8880386,757
NAZIR,8881143,757
THAMMAVONGSA,8881899,756
FEI,8882654,755
SIT,8883408,754
TUCKER,8884161,753
DELAPAZ,8884914,753
ALEJO,8885667,753
DOLMA,8886419,752
PARTHASARATHY,8887171,752
BRYANT,8887922,751
LEANO,8888673,751
MIYAKE,8889424,751
NISHIKAWA,8890175,751
DUTT,8890925,750
ARAKI,8891675,750
BO,8892425,750
GATCHALIAN,8893174,749
ANJUM,8893922,748
KAUSHIK,8894670,748
DANIELS,8895417,747
WEAVER,8896164,747
CERVANTES,8896911,747
GOROSPE,8897658,747
WOODS,8898403,745
TSERING,8899148,745
DELMUNDO,8899892,744
BERRY,8900635,743
VINCENT,8901378,743
MEHROTRA,8902121,743
ALEJANDRO,8902863,742
SADIQ,8903605,742
VILLAREAL,8904346,741
CARPENTER,8905086,740
TSAN,8905826,740
GRANT,8906565,739
MORRISON,8907303,738
OHARA,8908041,738
SREY,8908779,738
LEO,8909516,737
SAEPHANH,8910253,737
BUKHARI,8910989,736
TECSON,8911725,736
NIJJAR,8912461,736
CAM,8913196,735
SODHI,8913931,735
HUQ,8914666,735
PIERCE,8915400,734
AGUILA,8916134,734
POKHREL,8916868,734
ELLIOTT,8917601,733
MAYO,8918333,732
SATTAR,8919065,732
KRISHNAMOORTHY,8919797,732
TEA,8920528,731
AUSTIN,8921258,730
SALINAS,8921988,730
OZA,8922718,730
RANGANATHAN,8923448,730
CHAPMAN,8924177,729
MONTEMAYOR,8924905,728
SOONG,8925633,728
HSIUNG,8926361,728
KAWAGUCHI,8927088,727
AKIYAMA,8927815,727
GHANI,8928541,726
PANGELINAN,8929266,725
KODAMA,8929991,725
JENG,8930716,725
FAROOQI,8931441,725
CONG,8932166,725
MANGAT,8932891,725
NARASIMHAN,8933616,725
LABRADOR,8934340,724
DAYRIT,8935064,724
BALUYOT,8935788,724
HIPOLITO,8936511,723
YUM,8937234,723
JAISWAL,8937957,723
MANALANG,8938679,722
YADAO,8939400,721
OYAMA,8940121,721
SIA,8940842,721
NEPAL,8941563,721
JIAN,8942284,721
HEGDE,8943005,721
LEM,8943725,720
GUNAWAN,8944445,720
CUNNINGHAM,8945164,719
VALERIO,8945883,719
MAJEED,8946602,719
LIWANAG,8947321,719
UEDA,8948038,717
MEHMOOD,8948755,717
JIWANI,8949472,717
STANLEY,8950188,716
GILANI,8950904,716
YAMBAO,8951620,716
CONTRERAS,8952335,715
ALBA,8953050,715
IWATA,8953764,714
TSOU,8954478,714
HALIM,8955191,713
NGU,8955904,713
TAK,8956617,713
RHO,8957330,713
MURALI,8958043,713
AREVALO,8958755,712
KALE,8959467,712
VITUG,8960179,712
DARJI,8960891,712
BISHOP,8961602,711
PONG,8962313,711
KNIGHT,8963023,710
GIRI,8963733,710
MAHESHWARI,8964443,710
SANDOVAL,8965152,709
BASSI,8965861,709
KONO,8966570,709
CHHETRI,8967279,709
ALVARADO,8967986,707
ROMAN,8968693,707
NONG,8969399,706
FNU,8970104,705
YOSHIKAWA,8970808,704
PRADO,8971511,703
VICTORIA,8972214,703
ALBERTO,8972917,703
PANGAN,8973620,703
DUNCAN,8974322,702
COLLADO,8975024,702
PROM,8975726,702
KIRK,8976427,701
MAGAT,8977128,701
VINH,8977829,701
CUNG,8978530,701
PAR,8979230,700
FUKUMOTO,8979930,700
DHINGRA,8980630,700
JACOBS,8981329,699
SOHAL,8982028,699
SHAFI,8982726,698
CHIM,8983424,698
POUDEL,8984122,698
ALMAZAN,8984819,697
PERKINS,8985515,696
COSTA,8986211,696
BE,8986907,696
KADAKIA,8987603,696
BARRERA,8988298,695
MYUNG,8988993,695
LYNCH,8989687,694
BECK,8990381,694
DAN,8991075,694
ROSETE,8991769,694
MUNSHI,8992463,694
SAHNI,8993156,693
KHALIL,8993848,692
SALLEE,8994540,692
SOUZA,8995231,691
SHON,8995921,690
WEBER,8996610,689
IBANEZ,8997299,689
UYEHARA,8997988,689
ALVI,8998676,688
PRABHAKAR,8999364,688
SHANMUGAM,9000052,688
NOBLE,9000739,687
MAJID,9001426,687
VEA,9002113,687
JAVAID,9002800,687
BACCAM,9003486,686
TALWAR,9004172,686
DIXON,9004857,685
NITTA,9005542,685
CHIEM,9006227,685
MONTGOMERY,9006911,684
BAROT,9007595,684
WALSH,9008278,683
MALLARD,9008961,683
BUMANGLAG,9009644,683
RILEY,9010326,682
SUGIYAMA,9011008,682
KHOO,9011689,681
BENSON,9012369,680
DUQUE,9013049,680
MATSUURA,9013729,680
CHALLA,9014409,680
KYI,9015089,680
REID,9015768,679
BURGOS,9016447,679
ADRIANO,9017126,679
ISHIHARA,9017805,679
OM,9018484,679
PANNU,9019163,679
YOSHIMOTO,9019841,678
VILLAR,9020518,677
MATSUNAGA,9021195,677
PULIDO,9021871,676
BADUA,9022547,676
DAVIDSON,9023222,675
GASPAR,9023897,675
SANJOSE,9024572,675
FOK,9025247,675
KAUSHAL,9025922,675
TAKATA,9026596,674
LAGMAN,9027270,674
PAPA,9027943,673
GONSALVES,9028615,672
RATH,9029287,672
USMAN,9029959,672
SUNDAR,9030631,672
JADHAV,9031302,671
HAWKINS,9031972,670
BARRETT,9032642,670
ALBERT,9033311,669
YANO,9033980,669
VILLAMOR,9034648,668
EUSEBIO,9035315,667
ANDO,9035982,667
FRANK,9036648,666
BLAS,9037314,666
MUKAI,9037980,666
HUDA,9038646,666
KHOSLA,9039312,666
STEPHENS,9039977,665
HUSSAINI,9040642,665
RAFIQ,9041307,665
HUNDAL,9041972,665
HICKS,9042636,664
PASHA,9043300,664
WILLIS,9043963,663
HERR,9044626,663
MANDAL,9045289,663
SALONGA,9045951,662
THAMMAVONG,9046613,662
DER,9047274,661
SOH,9047935,661
SIHARATH,9048596,661
FULLER,9049256,660
ALLY,9049916,660
AUGUSTINE,9050575,659
CORONEL,9051234,659
RAMPERSAUD,9051893,659
VIEN,9052552,659
HY,9053211,659
KHIM,9053870,659
HOLMES,9054528,658
TENORIO,9055186,658
MAM,9055844,658
DHAMI,9056502,658
PHONG,9057160,658
OWENS,9057817,657
BERNARDINO,9058474,657
SAKATA,9059131,657
MAJUMDAR,9059788,657
GADDAM,9060444,656
GILBERT,9061099,655
GIRON,9061754,655
TEJADA,9062409,655
ESTACIO,9063064,655
CALMA,9063718,654
CORREA,9064371,653
MON,9065024,653
SUMIDA,9065677,653
HIGUCHI,9066329,652
FRANKLIN,9066980,651
PANDA,9067630,650
HEU,9068280,650
DAYAL,9068930,650
SAHU,9069580,650
KOLLI,9070230,650
PI,9070879,649
MARUYAMA,9071528,649
NARAIN,9072176,648
CARANDANG,9072824,648
SRINIVAS,9073472,648
ALEGRE,9074119,647
MADRIAGA,9074766,647
HEE,9075411,645
ABID,9076056,645
TAILOR,9076701,645
MAREDIA,9077346,645
JOAQUIN,9077989,643
NAKANISHI,9078632,643
SAMAROO,9079274,642
NAGAI,9079916,642
THOTA,9080558,642
PAYNE,9081199,641
NAZ,9081840,641
KAMDAR,9082481,641
NAGRA,9083122,641
LOUIS,9083762,640
DEE,9084402,640
KAR,9085042,640
ADACHI,9085682,640
CHAUDRY,9086321,639
ARAI,9086960,639
DE,9087597,637
KI,9088234,637
KODALI,9088871,637
SOTO,9089506,635
SALAM,9090141,635
BALL,9090775,634
NAKAJIMA,9091409,634
LAC,9092042,633
KOTA,9092674,632
DEMESA,9093306,632
MIZUNO,9093938,632
DHANANI,9094569,631
PYO,9095200,631
SESHADRI,9095831,631
SHEA,9096460,629
SANPEDRO,9097089,629
FINAU,9097718,629
PHA,9098347,629
HING,9098975,628
IRFAN,9099603,628
JENNINGS,9100230,627
OSMAN,9100857,627
OLIVEROS,9101484,627
RAWAL,9102111,627
GOPALAN,9102738,627
RAMASAMY,9103365,627
WHEELER,9103990,625
MONTOYA,9104615,625
PING,9105240,625
SHINDE,9105865,625
RAHAMAN,9106489,624
NOU,9107113,624
CENTENO,9107736,623
SORIA,9108359,623
ARRIOLA,9108982,623
FORONDA,9109605,623
CHAUDHURI,9110228,623
JARIWALA,9110851,623
TUMMALA,9111474,623
SANKARAN,9112096,622
NEWMAN,9112717,621
HUDSON,9113337,620
MORAN,9113957,620
BU,9114577,620
SHARIFF,9115197,620
YAMANAKA,9115817,620
SACHDEV,9116437,620
DOSANJH,9117057,620
CARRILLO,9117676,619
BELLO,9118295,619
ESPEJO,9118914,619
SAMPATH,9119533,619
PANICKER,9120152,619
SCHULTZ,9120770,618
CHARLES,9121388,618
ZANG,9122006,618
ILYAS,9122624,618
ACOBA,9123242,618
SUON,9123859,617
TIMSINA,9124476,617
NOLASCO,9125092,616
BIAN,9125708,616
CARIAGA,9126323,615
KOYAMA,9126938,615
MORA,9127552,614
HUM,9128166,614
THIND,9128780,614
HANDA,9129393,613
CU,9130006,613
PAMINTUAN,9130619,613
PAGADUAN,9131231,612
MARCELINO,9131842,611
RAJKUMAR,9132453,611
HAI,9133064,611
AMIR,9133674,610
YO,9134284,610
UPADHYAYA,9134894,610
HARPER,9135503,609
ARIAS,9136112,609
MARZAN,9136721,609
RAMANI,9137330,609
NIGAM,9137939,609
IMPERIAL,9138547,608
MATSUO,9139155,608
LIV,9139763,608
CORDOVA,9140370,607
POSADAS,9140977,607
PAU,9141584,607
UN,9142191,607
SANGALANG,9142798,607
NEUPANE,9143405,607
SA,9144011,606
EAPEN,9144617,606
NINH,9145223,606
GREENE,9145828,605
SEM,9146433,605
TSUJI,9147037,604
GARRIDO,9147640,603
DEA,9148243,603
VI,9148846,603
HIRAI,9149449,603
NOP,9150052,603
CAPILI,9150655,603
BONILLA,9151257,602
TAKAGI,9151859,602
GHUMAN,9152461,602
BRADLEY,9153062,601
HARVEY,9153663,601
NOGUCHI,9154264,601
KOIRALA,9154865,601
MADAMBA,9155465,600
RESURRECCION,9156064,599
LUAN,9156663,599
MALHI,9157262,599
DESOUZA,9157860,598
LOYOLA,9158458,598
QADRI,9159056,598
TANEJA,9159654,598
SCHNEIDER,9160251,597
POWERS,9160848,597
HORIUCHI,9161445,597
YUSUF,9162041,596
AGUON,9162636,595
NAKAHARA,9163231,595
ARCILLA,9163825,594
CHEON,9164419,594
DEWAN,9165012,593
KAWAHARA,9165605,593
RATHORE,9166198,593
SANGHVI,9166791,593
SELVARAJ,9167384,593
BARKER,9167976,592
MONTERO,9168568,592
PANT,9169160,592
NAYYAR,9169752,592
KAWANO,9170343,591
BABAR,9170934,591
LUN,9171525,591
KHANDELWAL,9172116,591
DUA,9172706,590
LAD,9173296,590
MASSEY,9173885,589
GAY,9174474,589
RAMNARINE,9175063,589
FUJIOKA,9175652,589
WELCH,9176240,588
COHEN,9176828,588
BHARADWAJ,9177416,588
NODA,9178003,587
RAZON,9178590,587
MOHSIN,9179176,586
BURTON,9179761,585
SAYED,9180346,585
JOUNG,9180931,585
OCONNOR,9181515,584
SHAHEEN,9182099,584
ISIDRO,9182683,584
SANDIEGO,9183267,584
BHATTACHARJEE,9183851,584
CARR,9184434,583
VENUGOPAL,9185017,583
MAHARJAN,9185600,583
DEDIOS,9186182,582
MAYEDA,9186764,582
FIFITA,9187346,582
NARCISO,9187927,581
USMANI,9188508,581
CHIAO,9189089,581
WALTERS,9189669,580
OTANI,9190249,580
OKUMURA,9190829,580
TUPOU,9191409,580
BECKER,9191988,579
RAFAEL,9192567,579
ZACHARIAH,9193146,579
IMAM,9193725,579
KIL,9194304,579
SWAMY,9194883,579
RAWAT,9195462,579
DELUNA,9196040,578
NAGPAL,9196618,578
BAK,9197195,577
TSAY,9197772,577
SOMERA,9198348,576
KATAYAMA,9198924,576
ARENAS,9199499,575
SANO,9200074,575
WILLIAMSON,9200648,574
OTSUKA,9201222,574
AZHAR,9201796,574
GANGULY,9202370,574
BACK,9202943,573
HAROON,9203516,573
BAWA,9204089,573
NAITO,9204662,573
AULAKH,9205235,573
SANGHERA,9205808,573
VARKEY,9206381,573
SUBBA,9206954,573
ZABALA,9207526,572
OKUBO,9208098,572
QAMAR,9208670,572
CUMMINGS,9209241,571
TERUYA,9209812,571
PEARSON,9210382,570
ALLI,9210952,570
BHATTACHARYYA,9211522,570
ZAVERI,9212092,570
VEMURI,9212662,570
XIAN,9213231,569
ADVANI,9213799,568
MANIVONG,9214367,568
SAPKOTA,9214935,568
PIAO,9215503,568
TOKUNAGA,9216070,567
BALINGIT,9216637,567
MAKNOJIA,9217204,567
HARIHARAN,9217771,567
BISWA,9218338,567
BABA,9218904,566
MULTANI,9219470,566
TAKHAR,9220036,566
NAMBIAR,9220601,565
SAWANT,9221166,565
CRAIG,9221730,564
MCCARTHY,9222294,564
QURAISHI,9222858,564
JAO,9223422,564
HYDER,9223985,563
PICH,9224548,563
DEB,9225111,563
DIMALANTA,9225674,563
NHAM,9226237,563
FLEMING,9226799,562
KAI,9227361,562
MI,9227923,562
IMAMURA,9228485,562
DUGGAL,9229047,562
YARLAGADDA,9229609,562
WILLIAM,9230170,561
PHANG,9230731,561
MOU,9231292,561
KHARE,9231853,561
KELLER,9232413,560
FAISAL,9232973,560
JOCSON,9233533,560
LACAP,9234093,560
PUREWAL,9234653,560
SALGADO,9235212,559
RODRIGO,9235771,559
OKA,9236330,559
NISHI,9236889,559
ISIP,9237448,559
MORIKAWA,9238005,557
SAW,9238562,557
GOKHALE,9239119,557
DWIVEDI,9239676,557
REZA,9240232,556
DASH,9240788,556
CAPISTRANO,9241344,556
MIYAZAKI,9241900,556
ADVINCULA,9242455,555
OLIVA,9243009,554
MONZON,9243563,554
PEDRO,9244116,553
THEIN,9244669,553
NARINE,9245222,553
MALLICK,9245775,553
YOUSAF,9246328,553
SARAVANAN,9246881,553
LAMBERT,9247433,552
LOVAN,9247985,552
SINGSON,9248537,552
KATTA,9249089,552
QUIZON,9249641,552
ABDUL,9250192,551
DIEU,9250743,551
