name,,black weight
MERRIWEATHER,23290148,4242
DREW,23294384,4236
MOTLEY,23298602,4218
DOYLE,23302816,4214
LACEY,23307027,4211
GILCHRIST,23311233,4206
TOWNS,23315439,4206
YOUNGBLOOD,23319642,4203
STATON,23323844,4202
COLVIN,23328040,4196
HILLS,23332235,4195
SPRUILL,23336423,4188
FARLEY,23340610,4187
PETTWAY,23344797,4187
NORTON,23348970,4173
AARON,23353138,4168
HOPE,23357305,4167
YANCEY,23361472,4167
COUNCIL,23365635,4163
STANTON,23369796,4161
GAITHER,23373957,4161
SAPP,23378109,4152
PATE,23382258,4149
OATES,23386405,4147
WEEKS,23390549,4144
HANKINS,23394683,4134
STALLINGS,23398817,4134
BURNEY,23402950,4133
DABNEY,23407082,4132
ROPER,23411213,4131
LUNDY,23415338,4125
TISDALE,23419459,4121
CRAYTON,23423576,4117
UPSHAW,23427691,4115
LUMPKIN,23431796,4105
LASTER,23435901,4105
BURT,23440001,4100
STROUD,23444099,4098
STREET,23448193,4094
BULLARD,23452281,4088
CHILDRESS,23456368,4087
CHESTER,23460453,4085
KEARNEY,23464534,4081
WINFIELD,23468607,4073
MCGUIRE,23472678,4071
WALDEN,23476738,4060
PLEASANT,23480789,4051
WAGNER,23484839,4050
FAIRLEY,23488883,4044
CADET,23492926,4043
THOMPKINS,23496956,4030
KEYES,23500982,4026
LARRY,23505007,4025
MENSAH,23509032,4025
DALTON,23513055,4023
FRASER,23517071,4016
WINN,23521087,4016
MYRICK,23525086,3999
CORNELIUS,23529079,3993
GARNETT,23533072,3993
HEYWARD,23537062,3990
FRIERSON,23541049,3987
WAITERS,23545025,3976
WILBURN,23549000,3975
GASKINS,23552975,3975
SLEDGE,23556932,3957
HURD,23560883,3951
BREWSTER,23564834,3951
WILLINGHAM,23568781,3947
FINNEY,23572727,3946
HOOKER,23576662,3935
LAMPKIN,23580593,3931
GULLEY,23584517,3924
SYLVESTER,23588432,3915
SEAY,23592342,3910
WIMBERLY,23596249,3907
LILLY,23600149,3900
VEAL,23604049,3900
RAYFORD,23607949,3900
CANADY,23611844,3895
BLUNT,23615739,3895
MCELROY,23619629,3890
CORBETT,23623516,3887
MANLEY,23627386,3870
STURDIVANT,23631256,3870
HANCOCK,23635123,3867
OMAR,23638989,3866
REDDING,23642853,3864
SWIFT,23646715,3862
SNELL,23650560,3845
STATEN,23654402,3842
SNOWDEN,23658242,3840
ISOM,23662079,3837
GUIDRY,23665910,3831
OGLESBY,23669738,3828
PHILLIP,23673564,3826
DESIR,23677388,3824
MIXON,23681201,3813
FITZPATRICK,23685011,3810
ALFRED,23688819,3808
LAKE,23692623,3804
GANTT,23696419,3796
KELLER,23700212,3793
BRINKLEY,23704001,3789
PRIDE,23707790,3789
ELAM,23711577,3787
GRESHAM,23715363,3786
MOTEN,23719144,3781
CLEMENTS,23722917,3773
HAMMONDS,23726688,3771
CONYERS,23730452,3764
HOLLOMAN,23734214,3762
BOYKINS,23737972,3758
HERNANDEZ,23741727,3755
KNOWLES,23745480,3753
NOBLES,23749233,3753
FONTENOT,23752979,3746
CALVIN,23756725,3746
DELANEY,23760462,3737
FARRIS,23764199,3737
HYMAN,23767936,3737
DOWNING,23771670,3734
RUSS,23775402,3732
LEBLANC,23779127,3725
SLADE,23782847,3720
GOODSON,23786566,3719
RIVERA,23790281,3715
FRANKS,23793996,3715
MADDEN,23797706,3710
SHEFFIELD,23801416,3710
HULL,23805124,3708
GOSS,23808828,3704
POTTER,23812530,3702
CARTWRIGHT,23816227,3697
MCKINNON,23819919,3692
SWANSON,23823610,3691
STAPLES,23827292,3682
MACKLIN,23830974,3682
BLEDSOE,23834655,3681
BOSWELL,23838331,3676
JEANPIERRE,23841999,3668
CHERY,23845665,3666
CONNOR,23849327,3662
SALTER,23852978,3651
MOYE,23856628,3650
MCCRARY,23860269,3641
BEATTY,23863906,3637
BURDEN,23867530,3624
MCWILLIAMS,23871150,3620
MICHAEL,23874767,3617
STUART,23878377,3610
MOULTRIE,23881984,3607
CORLEY,23885588,3604
MORELAND,23889186,3598
JACQUES,23892778,3592
MCGRIFF,23896364,3586
RUSHING,23899947,3583
NEWKIRK,23903530,3583
ALLEYNE,23907108,3578
EASTER,23910683,3575
BLAKELY,23914258,3575
CADE,23917833,3575
GLADNEY,23921406,3573
ELLINGTON,23924977,3571
CHISHOLM,23928541,3564
EUGENE,23932103,3562
TEAGUE,23935662,3559
DOBBINS,23939215,3553
AIKEN,23942756,3541
MCFARLANE,23946297,3541
PRESLEY,23949837,3540
HAYWARD,23953375,3538
BROUGHTON,23956912,3537
CHAMPION,23960445,3533
POINTER,23963974,3529
BRASWELL,23967502,3528
SEARS,23971028,3526
PENDLETON,23974554,3526
MCCLELLAN,23978079,3525
MCCOLLUM,23981603,3524
LUSTER,23985127,3524
ROLLE,23988651,3524
VICKERS,23992174,3523
CASON,23995695,3521
MOORER,23999210,3515
BLANCHARD,24002723,3513
GOMES,24006236,3513
SHABAZZ,24009740,3504
WILKINSON,24013243,3503
STREETER,24016741,3498
BEAL,24020237,3496
BEY,24023730,3493
SIMPKINS,24027217,3487
REECE,24030701,3484
VICTOR,24034180,3479
HAILE,24037658,3478
HEWITT,24041135,3477
HACKETT,24044608,3473
BILLINGSLEY,24048078,3470
ALDRIDGE,24051546,3468
BOBO,24055007,3461
DOWNS,24058467,3460
QUEEN,24061924,3457
HOLLINGSWORTH,24065365,3441
MAPP,24068805,3440
BOGAN,24072241,3436
DANCY,24075674,3433
BLOCKER,24079106,3432
RUFF,24082534,3428
NOLAN,24085960,3426
BUNCH,24089383,3423
EARL,24092806,3423
MARION,24096229,3423
DINKINS,24099650,3421
LATHAM,24103064,3414
DOCKERY,24106476,3412
LATTIMORE,24109887,3411
GATEWOOD,24113296,3409
HADLEY,24116700,3404
HOLIDAY,24120104,3404
TOWNES,24123505,3401
LOCKE,24126905,3400
GREENWOOD,24130298,3393
MABRY,24133689,3391
GARVIN,24137078,3389
LINTON,24140465,3387
MINTER,24143852,3387
LYNN,24147236,3384
BECKFORD,24150616,3380
SPRINGER,24153995,3379
WYCHE,24157373,3378
DRAPER,24160746,3373
KYLES,24164119,3373
NEWSON,24167490,3371
HUNTLEY,24170856,3366
STUCKEY,24174221,3365
KERR,24177583,3362
STRINGER,24180942,3359
WHALEY,24184298,3356
MAYBERRY,24187654,3356
SAM,24191009,3355
WEEMS,24194364,3355
DOBSON,24197713,3349
FORTE,24201057,3344
FAVORS,24204398,3341
BIBBS,24207734,3336
BESS,24211068,3334
HIGH,24214396,3328
WHITESIDE,24217724,3328
BLANKS,24221037,3313
LAWS,24224349,3312
MEDLEY,24227661,3312
QUICK,24230970,3309
PONDER,24234278,3308
SUMPTER,24237586,3308
WOODRUFF,24240890,3304
AUGUSTE,24244191,3301
BINGHAM,24247485,3294
NIX,24250779,3294
HARDAWAY,24254069,3290
TEMPLE,24257356,3287
JARVIS,24260640,3284
RUTHERFORD,24263922,3282
SILVA,24267203,3281
DODD,24270482,3279
SNEAD,24273759,3277
THORNE,24277032,3273
HUSSEIN,24280304,3272
COATS,24283572,3268
DRIVER,24286837,3265
WOODLEY,24290096,3259
LANCASTER,24293354,3258
LOVELACE,24296611,3257
BRACEY,24299865,3254
LEGGETT,24303114,3249
LIGGINS,24306363,3249
FARAH,24309609,3246
CLIFTON,24312854,3245
BARFIELD,24316099,3245
FENNELL,24319344,3245
MOTON,24322587,3243
ELDRIDGE,24325827,3240
CONEY,24329063,3236
FROST,24332293,3230
PARRIS,24335522,3229
SWANN,24338746,3224
GIBBONS,24341964,3218
PULLIAM,24345181,3217
BOWLES,24348391,3210
POLITE,24351600,3209
GASKIN,24354806,3206
GUNTER,24358000,3194
MINGO,24361191,3191
FLORENCE,24364370,3179
BRYSON,24367547,3177
CELESTINE,24370720,3173
SANTOS,24373890,3170
BARBOUR,24377059,3169
HANSON,24380226,3167
MALCOLM,24383393,3167
CHISOLM,24386560,3167
JOHNSTON,24389726,3166
THIGPEN,24392891,3165
WOODEN,24396056,3165
RAINES,24399216,3160
BROWNING,24402370,3154
BURNETTE,24405522,3152
CHESTNUT,24408663,3141
BRAGG,24411795,3132
MOFFETT,24414926,3131
TUBBS,24418054,3128
SHIVERS,24421182,3128
BAINES,24424303,3121
ALEXANDRE,24427423,3120
SAMS,24430540,3117
PEGUES,24433657,3117
DYE,24436773,3116
CARLTON,24439885,3112
MOUTON,24442996,3111
WHITTAKER,24446106,3110
BROOKINS,24449214,3108
SAVOY,24452321,3107
DAVISON,24455424,3103
DOWDELL,24458527,3103
REMBERT,24461629,3102
SOWELL,24464728,3099
MCLEMORE,24467826,3098
MONTAGUE,24470923,3097
WHYTE,24474020,3097
WADDELL,24477110,3090
BAYLOR,24480198,3088
LANGLEY,24483280,3082
LANGFORD,24486359,3079
POWE,24489430,3071
CARLISLE,24492499,3069
PEREZ,24495566,3067
DANDRIDGE,24498633,3067
COFIELD,24501695,3062
JUSTICE,24504754,3059
CLAIBORNE,24507812,3058
CANADA,24510867,3055
VINES,24513918,3051
GATLIN,24516967,3049
HERNDON,24520013,3046
SADLER,24523057,3044
TORRENCE,24526093,3036
CHEEKS,24529129,3036
SEARCY,24532164,3035
BOWSER,24535198,3034
CATO,24538229,3031
WOODY,24541259,3030
PRATHER,24544286,3027
DICKEY,24547308,3022
WOLFE,24550329,3021
KIRKSEY,24553349,3020
TRENT,24556360,3011
DELOACH,24559371,3011
WEBBER,24562378,3007
EARLY,24565384,3006
MCKEE,24568389,3005
YOUNGER,24571389,3000
EDMONDSON,24574387,2998
MOISE,24577384,2997
BOSTICK,24580367,2983
WALTER,24583344,2977
BIVENS,24586319,2975
JERNIGAN,24589293,2974
CAGE,24592263,2970
SWAN,24595232,2969
BAGLEY,24598201,2969
WHITNEY,24601168,2967
GRANGER,24604135,2967
GILLIS,24607101,2966
WHITMORE,24610065,2964
PETTIS,24613027,2962
HATCHETT,24615986,2959
PHIPPS,24618944,2958
SPRIGGS,24621901,2957
PENNINGTON,24624854,2953
GREY,24627807,2953
POE,24630757,2950
VERNON,24633705,2948
EZELL,24636652,2947
SHULER,24639596,2944
GONZALEZ,24642539,2943
KHAN,24645479,2940
SUTHERLAND,24648419,2940
NESMITH,24651357,2938
LAWTON,24654294,2937
TALBERT,24657224,2930
FARROW,24660154,2930
BEAMON,24663080,2926
MOSELEY,24666005,2925
CAMP,24668929,2924
BIGGS,24671847,2918
BOATENG,24674765,2918
FAULK,24677676,2911
CHAMBLISS,24680584,2908
FOY,24683490,2906
JULIEN,24686394,2904
GANDY,24689297,2903
MINCEY,24692197,2900
YUSUF,24695097,2900
AUGUSTINE,24697994,2897
WILKS,24700891,2897
LEAK,24703788,2897
SAMPLE,24706684,2896
DORTCH,24709580,2896
BRATHWAITE,24712476,2896
CLEMMONS,24715370,2894
MALLOY,24718260,2890
BROCKINGTON,24721146,2886
CARNEY,24724031,2885
DANTZLER,24726916,2885
ROBY,24729797,2881
GUERRIER,24732676,2879
JOLLY,24735554,2878
DOWELL,24738432,2878
BUGGS,24741308,2876
NICKERSON,24744179,2871
GREGG,24747046,2867
COKER,24749913,2867
RHONE,24752779,2866
CAMARA,24755643,2864
HEARN,24758506,2863
ZEIGLER,24761368,2862
GILLIARD,24764230,2862
KINSEY,24767089,2859
SUBER,24769947,2858
BLACKBURN,24772804,2857
LARKIN,24775661,2857
PERRYMAN,24778518,2857
STAMPS,24781372,2854
RICKETTS,24784215,2843
GADDY,24787054,2839
CODY,24789888,2834
DUKE,24792720,2832
GODWIN,24795541,2821
LEMONS,24798362,2821
OWUSU,24801181,2819
ASH,24803999,2818
GIST,24806811,2812
BARKLEY,24809619,2808
GOULD,24812425,2806
AGEE,24815231,2806
BLANTON,24818035,2804
PIERSON,24820838,2803
COMPTON,24823636,2798
MURDOCK,24826434,2798
LUKE,24829232,2798
JILES,24832028,2796
GRIGSBY,24834820,2792
BENFORD,24837608,2788
TILLERY,24840394,2786
SHIPP,24843174,2780
WINFREY,24845952,2778
KENDALL,24848729,2777
SEYMOUR,24851498,2769
BOYER,24854263,2765
BURLEY,24857027,2764
PURVIS,24859788,2761
TRAMMELL,24862548,2760
SANCHEZ,24865305,2757
GAUSE,24868062,2757
MCAFEE,24870814,2752
HUMPHRIES,24873565,2751
NILSON,24876314,2749
LETT,24879062,2748
GOMEZ,24881804,2742
BARTLEY,24884546,2742
NEWBY,24887274,2728
JEFFERS,24889995,2721
PETTAWAY,24892712,2717
ARMOUR,24895427,2715
MEREDITH,24898141,2714
CLEMENT,24900850,2709
SNIPES,24903558,2708
BUIE,24906262,2704
ABERNATHY,24908964,2702
MILLIGAN,24911662,2698
JAMA,24914359,2697
ANDRE,24917055,2696
GEORGES,24919751,2696
MCCARTHY,24922446,2695
HAILEY,24925140,2694
WHITING,24927832,2692
PEEPLES,24930524,2692
FLOURNOY,24933215,2691
VEREEN,24935902,2687
JASPER,24938586,2684
CRUTCHFIELD,24941270,2684
GRICE,24943953,2683
CHANCE,24946635,2682
JAMERSON,24949317,2682
BUSBY,24951998,2681
PRATER,24954678,2680
BLACKSHEAR,24957357,2679
STARLING,24960033,2676
BASKERVILLE,24962708,2675
CRUZ,24965381,2673
JOYCE,24968053,2672
DOVE,24970723,2670
CALLAHAN,24973390,2667
SILAS,24976054,2664
HARRY,24978717,2663
BODDIE,24981380,2663
GOLDSMITH,24984042,2662
WHITLOCK,24986701,2659
THAMES,24989360,2659
WHATLEY,24992018,2658
KILGORE,24994669,2651
MEYERS,24997319,2650
DALLAS,24999969,2650
CHISM,25002619,2650
DEBERRY,25005266,2647
CARSWELL,25007912,2646
MCCORD,25010555,2643
HIGGS,25013198,2643
BRENT,25015841,2643
BARBEE,25018483,2642
KYLE,25021124,2641
COURTNEY,25023762,2638
MAJORS,25026397,2635
CELESTIN,25029032,2635
BASKIN,25031666,2634
SMOOT,25034299,2633
JEMISON,25036931,2632
ODEN,25039562,2631
MCCAULEY,25042184,2622
MAHONE,25044806,2622
MCGRUDER,25047428,2622
SILVER,25050049,2621
LIGHTFOOT,25052665,2616
PETTIFORD,25055280,2615
WHITTINGTON,25057893,2613
ABNEY,25060506,2613
RANKINS,25063117,2611
GETER,25065726,2609
TOMLINSON,25068334,2608
BUSSEY,25070940,2606
ROWLAND,25073545,2605
ESTES,25076149,2604
JEFFERY,25078752,2603
PITT,25081354,2602
HICKSON,25083954,2600
NEALY,25086553,2599
AGNEW,25089151,2598
SPEIGHT,25091737,2586
MULLEN,25094320,2583
BENDER,25096902,2582
MCCASKILL,25099484,2582
RAMOS,25102065,2581
SPIKES,25104645,2580
HAMLIN,25107224,2579
ABBOTT,25109802,2578
SHAVERS,25112380,2578
LAGUERRE,25114956,2576
HINSON,25117531,2575
MANNS,25120105,2574
BENOIT,25122677,2572
MCMULLEN,25125245,2568
BETHEL,25127813,2568
VARNER,25130380,2567
BILLINGS,25132944,2564
SESSION,25135505,2561
CORNISH,25138060,2555
BEAVERS,25140614,2554
GLADDEN,25143168,2554
BELLE,25145721,2553
HANNA,25148273,2552
SPEED,25150823,2550
MAYNARD,25153371,2548
LEON,25155918,2547
TOMPKINS,25158465,2547
HANEY,25161010,2545
CROWELL,25163554,2544
MCGRAW,25166095,2541
JACOB,25168627,2532
ABRAM,25171156,2529
KINNEY,25173683,2527
SWEET,25176210,2527
WELLINGTON,25178737,2527
DINGLE,25181263,2526
STITH,25183785,2522
PARNELL,25186306,2521
FORDE,25188827,2521
MCDANIELS,25191347,2520
FORT,25193864,2517
PANNELL,25196380,2516
EMERSON,25198894,2514
GOFF,25201406,2512
LAURENT,25203916,2510
MIDDLEBROOKS,25206426,2510
CLOUD,25208935,2509
LANDRUM,25211441,2506
LOYD,25213945,2504
MATLOCK,25216448,2503
LAND,25218950,2502
SMAIL,25221451,2501
FARRELL,25223951,2500
BAUGH,25226450,2499
ADEN,25228948,2498
TORRES,25231443,2495
STARR,25233938,2495
WEATHERSBY,25236433,2495
SWEENEY,25238927,2494
GAVIN,25241421,2494
DURDEN,25243914,2493
EADDY,25246407,2493
SALMON,25248898,2491
LOPES,25251388,2490
NARCISSE,25253874,2486
DENTON,25256356,2482
FLOOD,25258837,2481
SHIRLEY,25261314,2477
HOLLY,25263791,2477
SHELL,25266261,2470
FOWLKES,25268728,2467
CHRISTIE,25271193,2465
BEDFORD,25273657,2464
CAUSEY,25276120,2463
TIBBS,25278581,2461
DAYE,25281042,2461
HYLTON,25283498,2456
PERSAUD,25285953,2455
KEATON,25288407,2454
JALLOH,25290859,2452
AIKENS,25293309,2450
BRANNON,25295758,2449
PETTIGREW,25298206,2448
COFFEY,25300653,2447
FRASIER,25303095,2442
JULES,25305534,2439
PRESCOTT,25307971,2437
SANON,25310406,2435
BUCK,25312840,2434
MAYE,25315271,2431
DUCKETT,25317701,2430
GERALD,25320130,2429
TYUS,25322558,2428
HUTCHERSON,25324985,2427
PARSONS,25327408,2423
LINCOLN,25329831,2423
PEEBLES,25332253,2422
TRIMBLE,25334672,2419
COSTON,25337090,2418
SANDS,25339507,2417
BIVINS,25341918,2411
STLOUIS,25344325,2407
ROZIER,25346732,2407
HYDE,25349138,2406
COUSINS,25351543,2405
WORRELL,25353947,2404
WARFIELD,25356351,2404
SESAY,25358755,2404
STROMAN,25361156,2401
MANGUM,25363554,2398
BATTLES,25365949,2395
GADSDEN,25368344,2395
QUALLS,25370737,2393
ROWELL,25373128,2391
PEACOCK,25375514,2386
PERDUE,25377899,2385
STEPHEN,25380284,2385
CRUTCHER,25382669,2385
GAINEY,25385052,2383
MCCONNELL,25387429,2377
HAMM,25389804,2375
DOWDY,25392173,2369
MCCLARY,25394540,2367
LITTLES,25396907,2367
FARR,25399270,2363
BOATWRIGHT,25401629,2359
YANCY,25403984,2355
HARDEMAN,25406338,2354
MCCARTY,25408691,2353
GROVES,25411043,2352
MULDROW,25413395,2352
GATLING,25415746,2351
FLEMMING,25418096,2350
LARKINS,25420444,2348
SPICER,25422791,2347
HUGHLEY,25425133,2342
SNYDER,25427472,2339
ASHBY,25429811,2339
NDIAYE,25432149,2338
WHARTON,25434483,2334
TIDWELL,25436816,2333
KIRKWOOD,25439149,2333
SPAIN,25441481,2332
JETT,25443812,2331
WITHERS,25446141,2329
WORTHAM,25448469,2328
GERMAN,25450794,2325
NORFLEET,25453115,2321
ADAM,25455434,2319
JOE,25457752,2318
NICOLAS,25460069,2317
KANE,25462380,2311
SALES,25464690,2310
MAYERS,25467000,2310
MERCHANT,25469308,2308
THIBODEAUX,25471615,2307
PORTIS,25473922,2307
MCLENDON,25476227,2305
SHIPMAN,25478531,2304
WOFFORD,25480829,2298
WORD,25483123,2294
ELEY,25485417,2294
EASTERLING,25487708,2291
BREAUX,25489993,2285
PINKSTON,25492277,2284
LIGON,25494556,2279
WITCHER,25496834,2278
CURETON,25499112,2278
CULPEPPER,25501389,2277
SETTLES,25503665,2276
RAMEY,25505936,2271
STALEY,25508205,2269
JEROME,25510472,2267
GLASPER,25512739,2267
CHRISTMAS,25515004,2265
DOBBS,25517265,2261
LEARY,25519525,2260
DIAZ,25521784,2259
ROSSER,25524043,2259
CALLAWAY,25526298,2255
NATHAN,25528549,2251
AVANT,25530800,2251
TOMLIN,25533050,2250
EALY,25535298,2248
CHEEK,25537545,2247
MARABLE,25539790,2245
MCCULLUM,25542029,2239
CORMIER,25544267,2238
STYLES,25546503,2236
HEMINGWAY,25548739,2236
DUNSTON,25550975,2236
GOVAN,25553211,2236
ABDULLAHI,25555446,2235
GOOCH,25557680,2234
LUBIN,25559913,2233
FORTSON,25562146,2233
MCARTHUR,25564376,2230
LATIMER,25566605,2229
SIMONS,25568832,2227
TRIPP,25571059,2227
MALLARD,25573286,2227
MARCUS,25575512,2226
GERMAIN,25577738,2226
THURMOND,25579955,2217
CATHEY,25582171,2216
BANKSTON,25584385,2214
APPLEWHITE,25586593,2208
DUNHAM,25588795,2202
MARK,25590997,2202
BARNER,25593197,2200
SALLEY,25595396,2199
DUNSON,25597594,2198
PENNY,25599791,2197
LANDERS,25601986,2195
MCCALLUM,25604181,2195
STORY,25606375,2194
JEFFERIES,25608568,2193
WILBORN,25610761,2193
HILLMAN,25612953,2192
CEASAR,25615142,2189
HUFFMAN,25617330,2188
GUILLAUME,25619515,2185
KITCHEN,25621697,2182
RADFORD,25623878,2181
ARCENEAUX,25626056,2178
HANKERSON,25628234,2178
DURR,25630410,2176
SARGENT,25632585,2175
BURNSIDE,25634758,2173
LATIMORE,25636931,2173
WATT,25639103,2172
EDWARD,25641275,2172
MATTOX,25643445,2170
KORNEGAY,25645614,2169
VENABLE,25647781,2167
FLAGG,25649948,2167
TRUITT,25652114,2166
WHITTED,25654276,2162
BRUNO,25656437,2161
DEBOSE,25658594,2157
MAXEY,25660748,2154
MCCREE,25662902,2154
MORAN,25665055,2153
CANNADY,25667207,2152
LEFLORE,25669357,2150
KENNEY,25671502,2145
CAESAR,25673646,2144
DAVIES,25675789,2143
SAYLES,25677930,2141
PHIFER,25680071,2141
BRAGGS,25682212,2141
AMBROSE,25684350,2138
FEARS,25686488,2138
SHINE,25688622,2134
TABB,25690756,2134
HOWZE,25692890,2134
RATCLIFF,25695022,2132
MCDADE,25697152,2130
GALES,25699281,2129
GONZALES,25701407,2126
PARIS,25703533,2126
SWINTON,25705658,2125
BLANDING,25707782,2124
WALCOTT,25709902,2120
OVERSTREET,25712021,2119
EMANUEL,25714137,2116
DOE,25716249,2112
KINARD,25718360,2111
PEACE,25720470,2110
WOOLFOLK,25722580,2110
ANDRADE,25724687,2107
COMER,25726793,2106
MILNER,25728899,2106
FLUKER,25731005,2106
BIENAIME,25733110,2105
MCIVER,25735214,2104
RIGGS,25737315,2101
MCGREGOR,25739416,2101
MATTHEW,25741516,2100
WINGFIELD,25743616,2100
LEDBETTER,25745714,2098
NAPIER,25747812,2098
LIDDELL,25749910,2098
MOSELY,25752006,2096
BAZILE,25754102,2096
BURWELL,25756197,2095
BORDERS,25758290,2093
EADY,25760383,2093
WIGFALL,25762476,2093
STROTHER,25764568,2092
ETHERIDGE,25766659,2091
HARDWICK,25768748,2089
LADSON,25770837,2089
IVERY,25772925,2088
CLANTON,25775012,2087
RODNEY,25777099,2087
OGLETREE,25779185,2086
LOVING,25781269,2084
CROMWELL,25783351,2082
RUDD,25785432,2081
WICKS,25787513,2081
FERNANDEZ,25789592,2079
HECTOR,25791670,2078
BUTCHER,25793747,2077
CHURCH,25795821,2074
BECKETT,25797895,2074
BORDEN,25799968,2073
SMOTHERS,25802039,2071
BARNEY,25804107,2068
FARRAR,25806172,2065
PULLEY,25808237,2065
CHARLESTON,25810300,2063
HARDISON,25812362,2062
SHEPHARD,25814423,2061
USHER,25816482,2059
GRAYS,25818536,2054
MCGINNIS,25820589,2053
HAUGHTON,25822642,2053
BRONSON,25824693,2051
DEAS,25826743,2050
DIOP,25828792,2049
NEWSOM,25830838,2046
SEWARD,25832883,2045
RUMPH,25834927,2044
ASHE,25836970,2043
LUCKEY,25839013,2043
NAYLOR,25841054,2041
SADDLER,25843093,2039
PETTUS,25845129,2036
RAGIN,25847165,2036
HARTLEY,25849200,2035
ROOKS,25851235,2035
EDOUARD,25853269,2034
WREN,25855298,2029
ROBINS,25857325,2027
FRANCE,25859351,2026
TEASLEY,25861377,2026
TOOMER,25863403,2026
TOURE,25865429,2026
DYKES,25867453,2024
CROOM,25869474,2021
TITUS,25871492,2018
BANNISTER,25873508,2016
THREATT,25875524,2016
LITTLETON,25877537,2013
ISRAEL,25879549,2012
WHITEHURST,25881561,2012
SANDIFER,25883573,2012
FEASTER,25885585,2012
YARBOROUGH,25887595,2010
GRANDBERRY,25889603,2008
PETE,25891610,2007
CULVER,25893614,2004
HEBERT,25895615,2001
LAYNE,25897616,2001
BANKHEAD,25899617,2001
COCKRELL,25901615,1998
GADDIS,25903611,1996
FLANAGAN,25905606,1995
GAGE,25907601,1995
WELDON,25909592,1991
MCCARTER,25911583,1991
HATTEN,25913574,1991
SEYMORE,25915560,1986
REEDER,25917544,1984
PEYTON,25919526,1982
TUTT,25921508,1982
SESSOMS,25923489,1981
BASSETT,25925469,1980
MCHENRY,25927446,1977
MANSON,25929422,1976
GATSON,25931397,1975
RIDDLE,25933370,1973
KILPATRICK,25935343,1973
BLEVINS,25937315,1972
HAM,25939286,1971
SHACKELFORD,25941257,1971
KEE,25943228,1971
TUNSTALL,25945198,1970
SPELLER,25947168,1970
CALLENDER,25949133,1965
BROADWAY,25951095,1962
SUMMERVILLE,25953057,1962
SCROGGINS,25955018,1961
BIAS,25956979,1961
GERMANY,25958940,1961
GORHAM,25960898,1958
DELOATCH,25962854,1956
WAKEFIELD,25964808,1954
CASTON,25966761,1953
THROWER,25968713,1952
MACLIN,25970665,1952
GOOLSBY,25972616,1951
HUTTON,25974565,1949
COWARD,25976513,1948
WINBUSH,25978461,1948
JOSHUA,25980408,1947
FLYNN,25982354,1946
COTTRELL,25984300,1946
CROOKS,25986246,1946
GURLEY,25988191,1945
FUQUA,25990136,1945
GRISSOM,25992080,1944
GOOD,25994022,1942
MCCANN,25995962,1940
LENOIR,25997902,1940
FRIDAY,25999840,1938
HOOVER,26001777,1937
COUCH,26003714,1937
WINGATE,26005650,1936
MONTEIRO,26007586,1936
REYES,26009520,1934
TOBIAS,26011453,1933
ZIMMERMAN,26013384,1931
WHITT,26015313,1929
STRANGE,26017241,1928
COULTER,26019167,1926
BREWINGTON,26021092,1925
STUBBLEFIELD,26023016,1924
WILLOUGHBY,26024939,1923
HUDGINS,26026862,1923
COUSIN,26028785,1923
PEARCE,26030707,1922
NURSE,26032629,1922
SPARROW,26034550,1921
LATHAN,26036470,1920
DEWBERRY,26038389,1919
NORTH,26040307,1918
PACK,26042225,1918
ROBERT,26044143,1918
WESTMORELAND,26046061,1918
DILWORTH,26047978,1917
MONK,26049891,1913
VICK,26051803,1912
GITTENS,26053712,1909
BOLES,26055616,1904
BOLLING,26057519,1903
GROOMS,26059417,1898
SHANKS,26061314,1897
ABEBE,26063211,1897
WINDHAM,26065107,1896
FLUELLEN,26067003,1896
ORANGE,26068896,1893
SIBLEY,26070788,1892
MAXIE,26072680,1892
WRAY,26074571,1891
BURKES,26076461,1890
CARVER,26078350,1889
ENNIS,26080239,1889
TOLES,26082128,1889
GILLARD,26084016,1888
DEAL,26085903,1887
DASILVA,26087790,1887
FOOTE,26089677,1887
WOODALL,26091561,1884
BOBBITT,26093445,1884
ANGLIN,26095328,1883
SOMERVILLE,26097211,1883
SATTERWHITE,26099093,1882
FUNCHES,26100974,1881
HAZEL,26102854,1880
LACKEY,26104729,1875
COE,26106604,1875
THEODORE,26108479,1875
METCALF,26110353,1874
DIAMOND,26112226,1873
OKAFOR,26114099,1873
ONEIL,26115969,1870
BECKHAM,26117839,1870
GUTHRIE,26119708,1869
HOLTON,26121577,1869
BOZEMAN,26123445,1868
MANIGAULT,26125312,1867
