Name,,weight
SMITH,1732070,1732070
JOHNSON,2871849,1139779
MILLER,3848733,976884
BROWN,4681489,832756
JONES,5468205,786716
WILLIAMS,6211757,743552
DAVIS,6906131,694374
ANDERSON,7495767,589636
WILSON,8035914,540147
MARTIN,8561477,525563
TAYLOR,9052617,491140
MOORE,9533673,481056
THOMPSON,9997461,463788
WHITE,10430148,432687
CLARK,10850187,420039
THOMAS,11248144,397957
BAKER,11583099,334955
NELSON,11913121,330022
KING,12239661,326540
ALLEN,12565855,326194
YOUNG,12886849,320994
HARRIS,13207714,320865
ADAMS,13524419,316705
LEWIS,13834075,309656
WALKER,14140942,306867
WRIGHT,14442950,302008
HALL,14738690,295740
ROBERTS,15029823,291133
CAMPBELL,15314266,284443
JACKSON,15596726,282460
HILL,15876580,279854
PHILLIPS,16153279,276699
SCOTT,16417920,264641
ROBINSON,16675942,258022
MURPHY,16932267,256325
LEE,17181408,249141
COOK,17428925,247517
GREEN,17673440,244515
EVANS,17916630,243190
COLLINS,18152778,236148
PETERSON,18387632,234854
MORRIS,18622298,234666
MITCHELL,18856911,234613
PARKER,19089475,232564
ROGERS,19317379,227904
STEWART,19542151,224772
TURNER,19766143,223992
WOOD,19988577,222434
CARTER,20207971,219394
MORGAN,20425744,217773
COX,20641573,215829
KELLY,20850380,208807
EDWARDS,21056914,206534
BAILEY,21258212,201298
REED,21455706,197494
WARD,21652564,196858
MYERS,21846825,194261
SULLIVAN,22040699,193874
COOPER,22231440,190741
BENNETT,22421001,189561
HUGHES,22606213,185212
LONG,22789436,183223
FISHER,22966737,177301
PRICE,23140658,173921
RUSSELL,23311368,170710
HOWARD,23481677,170309
GRAY,23650709,169032
WATSON,23817486,166777
REYNOLDS,23979846,162360
FOSTER,24138483,158637
ROSS,24296655,158172
OLSON,24452094,155439
RICHARDSON,24607193,155099
BROOKS,24758744,151551
PERRY,24910237,151493
STEVENS,25061449,151212
POWELL,25212564,151115
SNYDER,25363322,150758
WEST,25511125,147803
COLE,25658236,147111
WAGNER,25802299,144063
MEYER,25945407,143108
KENNEDY,26088349,142942
HAMILTON,26229994,141645
BARNES,26371435,141441
GRAHAM,26512286,140851
SANDERS,26652307,140021
SCHMIDT,26792209,139902
MURRAY,26930743,138534
MCDONALD,27069093,138350
PATTERSON,27207281,138188
GIBSON,27344828,137547
WALLACE,27481421,136593
BUTLER,27617893,136472
BELL,27752701,134808
HAYES,27887468,134767
FOX,28021643,134175
BURNS,28154814,133171
ELLIS,28287771,132957
STONE,28419557,131786
RYAN,28551030,131473
WELLS,28681440,130410
HENDERSON,28811667,130227
HANSEN,28941668,130001
JAMES,29070297,128629
JENKINS,29198901,128604
JORDAN,29326943,128042
WEBB,29454496,127553
GRIFFIN,29581019,126523
ROSE,29706927,125908
HARRISON,29831264,124337
HOFFMAN,29954886,123622
SIMMONS,30076602,121716
MARSHALL,30198045,121443
WEAVER,30319457,121412
JOHNSTON,30439820,120363
OWENS,30560140,120320
NICHOLS,30680130,119990
ALEXANDER,30799198,119068
KELLEY,30917070,117872
MILLS,31034825,117755
PALMER,31152401,117576
TUCKER,31269629,117228
HUNT,31386179,116550
LARSON,31502379,116200
RICE,31618435,116056
SHAW,31734035,115600
SIMPSON,31849534,115499
BLACK,31965014,115480
FORD,32079702,114688
CARLSON,32194021,114319
PETERS,32307964,113943
DUNN,32421218,113254
ARNOLD,32534096,112878
ROBERTSON,32646917,112821
CRAWFORD,32759668,112751
BRYANT,32872363,112695
PIERCE,32984624,112261
CARPENTER,33096609,111985
PORTER,33208415,111806
CARROLL,33319830,111415
OBRIEN,33431095,111265
ELLIOTT,33541906,110811
FREEMAN,33652698,110792
HART,33763185,110487
MASON,33873443,110258
FERGUSON,33983013,109570
JENSEN,34091716,108703
COLEMAN,34200002,108286
GARDNER,34307186,107184
STEPHENS,34414079,106893
HICKS,34520739,106660
WARREN,34627363,106624
BURKE,34732951,105588
HENRY,34837974,105023
GORDON,34941951,103977
LANE,35045493,103542
WOODS,35148931,103438
DUNCAN,35252200,103269
WEBER,35355384,103184
RICHARDS,35458071,102687
HANSON,35560445,102374
PAYNE,35662476,102031
CHAPMAN,35764200,101724
WHEELER,35865446,101246
RAY,35965284,99838
SCHULTZ,36064728,99444
CUNNINGHAM,36164019,99291
WALSH,36263297,99278
KNIGHT,36362154,98857
HUNTER,36460885,98731
BISHOP,36559357,98472
ARMSTRONG,36657115,97758
RILEY,36754560,97445
SPENCER,36851699,97139
BOYD,36948660,96961
LYNCH,37045533,96873
SCHNEIDER,37142113,96580
ANDREWS,37238153,96040
MORRISON,37333978,95825
BRADLEY,37428478,94500
BERRY,37522322,93844
PERKINS,37613607,91285
WELCH,37704578,90971
HUDSON,37794841,90263
KELLER,37884657,89816
GILBERT,37974080,89423
LAWRENCE,38063403,89323
HOWELL,38152453,89050
HOLMES,38241488,89035
WILLIAMSON,38330201,88713
JACOBS,38418307,88106
LAWSON,38506215,87908
DAVIDSON,38593911,87696
CARR,38681562,87651
DEAN,38768920,87358
DAY,38856229,87309
DIXON,38942746,86517
SCHWARTZ,39029151,86405
MAY,39115463,86312
GEORGE,39200960,85497
GREENE,39286330,85370
HAWKINS,39371689,85359
FOWLER,39456774,85085
BOWMAN,39541640,84866
BECK,39626300,84660
NEWMAN,39710933,84633
HARPER,39795442,84509
BREWER,39879439,83997
BECKER,39962808,83369
MATTHEWS,40046014,83206
POWERS,40128419,82405
WILLIS,40209399,80980
BARRETT,40290182,80783
AUSTIN,40370947,80765
FULLER,40451573,80626
DANIELS,40531702,80129
CURTIS,40611004,79302
COHEN,40690196,79192
WATKINS,40769025,78829
GRANT,40847789,78764
HOLLAND,40926507,78718
MONTGOMERY,41005192,78685
HARVEY,41083842,78650
LAMBERT,41162213,78371
ZIMMERMAN,41240348,78135
ERICKSON,41318369,78021
KLEIN,41396100,77731
GARRETT,41473543,77443
MCCARTHY,41550097,76554
STANLEY,41626418,76321
WOLFE,41702599,76181
BARKER,41777976,75377
LUCAS,41852389,74413
BURTON,41926797,74408
OLIVER,42001193,74396
LITTLE,42075464,74271
WALTERS,42149574,74110
MCCOY,42223639,74065
LEONARD,42297166,73527
PEARSON,42370630,73464
BARNETT,42443768,73138
CRAIG,42516876,73108
OCONNOR,42589196,72320
BATES,42661247,72051
GREGORY,42733111,71864
NORRIS,42804840,71729
HALE,42876065,71225
HOPKINS,42947278,71213
CHRISTENSEN,43018228,70950
WARNER,43088788,70560
SWANSON,43158310,69522
HOLT,43227792,69482
STEELE,43296831,69039
ROBBINS,43365469,68638
FISCHER,43433730,68261
RHODES,43501514,67784
MCDANIEL,43569106,67592
LOWE,43636492,67386
MANN,43703625,67133
BENSON,43770639,67014
HIGGINS,43837601,66962
REID,43904227,66626
SHELTON,43970747,66520
QUINN,44037132,66385
DOYLE,44103488,66356
SUTTON,44169682,66194
GALLAGHER,44235758,66076
SHARP,44301769,66011
MCLAUGHLIN,44367599,65830
GRIFFITH,44433282,65683
WOLF,44498880,65598
FRANKLIN,44564473,65593
FITZGERALD,44629520,65047
FLEMING,44694544,65024
SCHROEDER,44759366,64822
BOWEN,44824063,64697
POTTER,44888349,64286
ADKINS,44952527,64178
CALDWELL,45016455,63928
BRADY,45080295,63840
MULLINS,45143880,63585
JENNINGS,45207450,63570
REEVES,45270827,63377
LYONS,45334112,63285
GROSS,45397342,63230
HAIL,45460417,63075
WADE,45523434,63017
VAUGHN,45586414,62980
GARCIA,45649151,62737
CHAMBERS,45711558,62407
PAGE,45773901,62343
BALDWIN,45835967,62066
FIELDS,45897964,61997
BLAIR,45959916,61952
BAUER,46021734,61818
SIMS,46083284,61550
WATTS,46144801,61517
PARKS,46206270,61469
MUELLER,46267675,61405
PARSONS,46328987,61312
RAMSEY,46389974,60987
KRAMER,46450936,60962
FLETCHER,46511455,60519
BUSH,46571721,60266
HARTMAN,46631890,60169
HORTON,46691517,59627
BARBER,46751031,59514
DOUGLAS,46810505,59474
CHANDLER,46869490,58985
GRAVES,46928112,58622
CROSS,46986644,58532
SHERMAN,47044977,58333
FLYNN,47103247,58270
BARTON,47161320,58073
TODD,47219279,57959
CASEY,47277109,57830
HARMON,47334850,57741
TERRY,47392513,57663
MCKINNEY,47450074,57561
CUMMINGS,47507593,57519
GOODMAN,47564880,57287
NEAL,47621821,56941
FRANK,47678719,56898
MORAN,47735556,56837
DAWSON,47792369,56813
THORNTON,47848979,56610
MCGUIRE,47905586,56607
OWEN,47962150,56564
HESS,48018441,56291
NEWTON,48074499,56058
MARTINEZ,48130475,55976
NORTON,48186448,55973
GOODWIN,48242264,55816
SHAFFER,48298058,55794
BURGESS,48353765,55707
OLSEN,48409375,55610
MCCORMICK,48464959,55584
MANNING,48520346,55387
ROWE,48575732,55386
ROTH,48631014,55282
YODER,48686166,55152
BOWERS,48741212,55046
OSBORNE,48796197,54985
HARRINGTON,48851110,54913
FRENCH,48905982,54872
BYRD,48960804,54822
PETERSEN,49015436,54632
WEISS,49070023,54587
HAMMOND,49124404,54381
BALL,49178783,54379
WISE,49232761,53978
FARMER,49286477,53716
MOSS,49340104,53627
SPARKS,49393533,53429
RODGERS,49446913,53380
WEBSTER,49500292,53379
GARNER,49553589,53297
DECKER,49606747,53158
HOOVER,49659661,52914
SILVA,49712369,52708
LARSEN,49765060,52691
BLAKE,49817610,52550
HAYNES,49870122,52512
PAUL,49922545,52423
SIMON,49974916,52371
MILES,50027010,52094
RODRIGUEZ,50079018,52008
FRAZIER,50130715,51697
STRICKLAND,50182375,51660
BUCHANAN,50233960,51585
LAMB,50285545,51585
HODGES,50337095,51550
MARSH,50388645,51550
DENNIS,50440129,51484
MEYERS,50491417,51288
YATES,50542387,50970
BROCK,50593341,50954
CONNER,50644075,50734
COCHRAN,50694694,50619
DANIEL,50745296,50602
HOGAN,50795839,50543
LANG,50845898,50059
HUBBARD,50895890,49992
WATERS,50945743,49853
MAXWELL,50995504,49761
CANNON,51045107,49603
HARDY,51094437,49330
GILL,51143325,48888
REESE,51192148,48823
DRAKE,51240802,48654
PATTON,51289229,48427
SHORT,51337578,48349
PRATT,51385706,48128
MALONE,51433688,47982
FOLEY,51481429,47741
STEVENSON,51529116,47687
SHEPHERD,51576676,47560
SWEENEY,51624159,47483
MCBRIDE,51671623,47464
HENSLEY,51719041,47418
WILKINSON,51766417,47376
WILCOX,51813635,47218
ABBOTT,51860836,47201
SAUNDERS,51907970,47134
KOCH,51955038,47068
CAIN,52002095,47057
FARRELL,52049121,47026
TOWNSEND,52096077,46956
LOVE,52142891,46814
COMBS,52189595,46704
NORMAN,52236290,46695
CLINE,52282959,46669
LLOYD,52329563,46604
FRANCIS,52376151,46588
BRENNAN,52422710,46559
BRYAN,52469184,46474
MCGEE,52515586,46402
BALLARD,52561964,46378
ONEILL,52608324,46360
WALL,52654640,46316
HUFFMAN,52700956,46316
KIRBY,52747141,46185
BERG,52793298,46157
MOODY,52839216,45918
RUSSO,52884917,45701
COBB,52930491,45574
CAREY,52976055,45564
YORK,53021584,45529
MORROW,53066970,45386
CALLAHAN,53112340,45370
DALTON,53157656,45316
POPE,53202902,45246
UNDERWOOD,53248096,45194
HUFF,53293243,45147
KANE,53338303,45060
BOYER,53383351,45048
SUMMERS,53428304,44953
PATRICK,53473165,44861
KIRK,53517969,44804
CONLEY,53562579,44610
WALTON,53607164,44585
HORN,53651559,44395
BRIGGS,53695902,44343
CURRY,53740239,44337
PHELPS,53784528,44289
HANCOCK,53828680,44152
LOGAN,53872685,44005
MORTON,53916502,43817
MACDONALD,53960285,43783
FLOYD,54003752,43467
LINDSEY,54046968,43216
NICHOLSON,54090145,43177
CHASE,54133095,42950
SKINNER,54175975,42880
GIBBS,54218819,42844
KLINE,54261567,42748
INGRAM,54304179,42612
DILLON,54346751,42572
ALLISON,54389291,42540
WALTER,54431825,42534
LOPEZ,54474326,42501
BURNETT,54516824,42498
JACOBSON,54559239,42415
ATKINSON,54601571,42332
RICH,54643728,42157
GARRISON,54685842,42114
VINCENT,54727749,41907
GREER,54769561,41812
CAMERON,54811278,41717
CLARKE,54852943,41665
HEATH,54894600,41657
BANKS,54936160,41560
HINES,54977555,41395
ODONNELL,55018885,41330
BRUCE,55060204,41319
BOOTH,55101395,41191
CARSON,55142485,41090
BLANKENSHIP,55183558,41073
STEIN,55224517,40959
TYLER,55265445,40928
RANDALL,55306326,40881
HOOD,55347193,40867
POOLE,55387990,40797
NASH,55428702,40712
MASSEY,55469386,40684
BERGER,55509873,40487
MCCLURE,55550272,40399
SNOW,55590670,40398
TANNER,55631062,40392
NIELSEN,55671332,40270
EATON,55711490,40158
DAVENPORT,55751600,40110
WHITAKER,55791633,40033
NOLAN,55831630,39997
ROY,55871605,39975
MELTON,55911540,39935
BARRY,55951472,39932
PARRISH,55991362,39890
STOUT,56031224,39862
SAWYER,56070853,39629
KNAPP,56110414,39561
HERNANDEZ,56149954,39540
WYATT,56189482,39528
BARTLETT,56229009,39527
TATE,56268510,39501
BASS,56307973,39463
GATES,56347420,39447
SEXTON,56386856,39436
BAXTER,56426263,39407
HENSON,56465662,39399
MARKS,56504969,39307
DYER,56544223,39254
CLAYTON,56583382,39159
HURST,56622458,39076
SCHAEFER,56661488,39030
REILLY,56700438,38950
KERR,56739273,38835
VANCE,56777898,38625
STARK,56816494,38596
MCKEE,56855078,38584
SHIELDS,56893623,38545
MCKENZIE,56932145,38522
MATHEWS,56970648,38503
KEITH,57009107,38459
BOND,57047525,38418
HOBBS,57085891,38366
HOWE,57124191,38300
STEPHENSON,57162332,38141
RICHARD,57200245,37913
BROWNING,57238144,37899
MORSE,57275966,37822
HERMAN,57313745,37779
COLLIER,57351502,37757
JOHNS,57389194,37692
GRIMES,57426832,37638
BUCK,57464396,37564
DONOVAN,57501953,37557
CONRAD,57539411,37458
SAVAGE,57576766,37355
BOYLE,57614100,37334
HEBERT,57651424,37324
HAMPTON,57688730,37306
KENT,57725909,37179
WILKINS,57762901,36992
BEIL,57799827,36926
GOLDEN,57836698,36871
FRIEDMAN,57873556,36858
MAYER,57910385,36829
MAHONEY,57947186,36801
HULL,57983983,36797
COPELAND,58020760,36777
HUTCHINSON,58057531,36771
MCMAHON,58094269,36738
STAFFORD,58130985,36716
LEBLANC,58167671,36686
BARR,58204162,36491
BRIDGES,58240510,36348
HODGE,58276850,36340
FROST,58313176,36326
PECK,58349497,36321
CASE,58385800,36303
HAHN,58422089,36289
CONWAY,58458325,36236
MEADOWS,58494476,36151
ROACH,58530608,36132
BEARD,58566719,36111
HURLEY,58602817,36098
CHRISTIAN,58638809,35992
STOKES,58674726,35917
PENNINGTON,58710620,35894
LEACH,58746409,35789
DOUGHERTY,58782160,35751
WINTERS,58817691,35531
HUBER,58853065,35374
GENTRY,58888385,35320
MCCONNELL,58923670,35285
KRUEGER,58958932,35262
ORR,58994184,35252
DUFFY,59029411,35227
GLOVER,59064564,35153
WEEKS,59099636,35072
BENDER,59134634,34998
BRADFORD,59169619,34985
HUMPHREY,59204600,34981
PITTMAN,59239565,34965
ATKINS,59274504,34939
HANNA,59309244,34740
SHANNON,59343928,34684
MONROE,59378597,34669
GILLESPIE,59413263,34666
PRESTON,59447926,34663
FRY,59482566,34640
RASMUSSEN,59517205,34639
FITZPATRICK,59551825,34620
MOYER,59586418,34593
OCONNELL,59620954,34536
SCHMITT,59655439,34485
BRANDT,59689902,34463
MCINTYRE,59724322,34420
BUCKLEY,59758715,34393
SLOAN,59793072,34357
MCDOWELL,59827376,34304
MERRITT,59861607,34231
BLEVINS,59895810,34203
BLACKBURN,59929984,34174
CRANE,59964108,34124
MICHAEL,59998159,34051
ANDERSEN,60032140,33981
LESTER,60066077,33937
GONZALEZ,60099970,33893
NOVAK,60133824,33854
HOLLOWAY,60167643,33819
PEREZ,60201452,33809
GOULD,60235234,33782
MCCULLOUGH,60268829,33595
HARRELL,60302422,33593
MATHIS,60336004,33582
BOONE,60369564,33560
HAAS,60402791,33227
FREDERICK,60435960,33169
BRADSHAW,60469112,33152
BENTLEY,60502263,33151
ENGLISH,60535373,33110
KEMP,60568468,33095
KRAUSE,60601495,33027
WOODWARD,60634487,32992
HARDIN,60667472,32985
ANTHONY,60700441,32969
KAUFMAN,60733392,32951
MCGRATH,60766317,32925
AYERS,60799188,32871
MULLEN,60832054,32866
WERNER,60864900,32846
HENDRICKS,60897600,32700
LANDRY,60930282,32682
DICKERSON,60962956,32674
SELLERS,60995531,32575
MCFARLAND,61028096,32565
MCCARTY,61060647,32551
BRAUN,61093158,32511
PRUITT,61125628,32470
NOBLE,61157999,32371
CLEMENTS,61190283,32284
FARLEY,61222546,32263
COFFEY,61254736,32190
GLASS,61286919,32183
CHURCH,61319088,32169
WILEY,61351101,32013
BLANCHARD,61383092,31991
BEASLEY,61415055,31963
MAYNARD,61446950,31895
HARDING,61478835,31885
GILMORE,61510702,31867
DURHAM,61542568,31866
VAUGHAN,61574424,31856
LYNN,61606274,31850
RAYMOND,61638119,31845
HATFIELD,61669955,31836
COSTA,61701776,31821
MACK,61733580,31804
IRWIN,61765345,31765
MCCANN,61797095,31750
BAIRD,61828843,31748
CANTRELL,61860466,31623
GOOD,61891977,31511
ESTES,61923482,31505
DAUGHERTY,61954973,31491
PITTS,61986423,31450
GLENN,62017768,31345
WILKERSON,62049101,31333
PRINCE,62080429,31328
HAYS,62111737,31308
FREY,62143041,31304
WHITEHEAD,62174319,31278
SHEA,62205594,31275
COMPTON,62236859,31265
PACE,62268068,31209
KAISER,62299254,31186
BLACKWELL,62330243,30989
ONEAL,62361213,30970
MCKAY,62392169,30956
HICKMAN,62423111,30942
FRITZ,62454049,30938
RITTER,62484847,30798
HOUSE,62515638,30791
HALEY,62546405,30767
PERSON,62577130,30725
FRYE,62607832,30702
STUART,62638529,30697
LEHMAN,62669106,30577
DODSON,62699680,30574
FLOWERS,62730250,30570
SANCHEZ,62760765,30515
LEVINE,62791280,30515
POTTS,62821733,30453
ROWLAND,62852147,30414
MOONEY,62882551,30404
LUTZ,62912931,30380
BEAN,62943299,30368
STRONG,62973665,30366
LIVINGSTON,63004012,30347
KATZ,63034301,30289
SHEPARD,63064559,30258
RIGGS,63094810,30251
KUHN,63125051,30241
HAYDEN,63155232,30181
WHITNEY,63185236,30004
JARVIS,63215237,30001
JOYCE,63245215,29978
DAVIES,63275177,29962
DUKE,63305129,29952
MADDEN,63335067,29938
MOON,63364974,29907
JOSEPH,63394847,29873
STANTON,63424684,29837
DONNELLY,63454396,29712
SNIDER,63484062,29666
HOUSTON,63513689,29627
RIDDLE,63543272,29583
MCINTOSH,63572835,29563
OSBORN,63602367,29532
HANEY,63631875,29508
RUSH,63661344,29469
LEVY,63690813,29469
MERRILL,63720275,29462
MCCLAIN,63749708,29433
LOWERY,63779115,29407
BIRD,63808486,29371
DUNLAP,63837783,29297
DONAHUE,63866931,29148
WINTER,63896055,29124
COSTELLO,63925166,29111
MCLEAN,63954128,28962
FAULKNER,63983074,28946
CARVER,64012017,28943
VOGEL,64040960,28943
SHOEMAKER,64069901,28941
MCCALL,64098825,28924
WITT,64127719,28894
ROBERSON,64156561,28842
MOSER,64185367,28806
LANGE,64214089,28722
WORKMAN,64242788,28699
ODELL,64271453,28665
DALY,64300091,28638
BURCH,64328660,28569
BRAY,64357199,28539
GORMAN,64385735,28536
GOLDSTEIN,64414179,28444
DOWNS,64442592,28413
CROSBY,64470998,28406
MIDDLETON,64499401,28403
KNOX,64527767,28366
RICHTER,64556087,28320
MERCER,64584382,28295
GOLDBERG,64612596,28214
ELLISON,64640793,28197
CONNOLLY,64668987,28194
WALLS,64697162,28175
GOFF,64725325,28163
HERRING,64753487,28162
MCDERMOTT,64781630,28143
AVERY,64809771,28141
GUTHRIE,64837908,28137
CARNEY,64866015,28107
KAPLAN,64894052,28037
CROWLEY,64922074,28022
MALONEY,64950058,27984
BYRNE,64978023,27965
SPEARS,65005917,27894
SANFORD,65033739,27822
CRAMER,65061556,27817
MCCABE,65089369,27813
JUSTICE,65117155,27786
ARCHER,65144939,27784
HENDRICKSON,65172713,27774
DELANEY,65200479,27766
HARTLEY,65228234,27755
WOODARD,65255931,27697
ASHLEY,65283588,27657
BEACH,65311232,27644
KESSLER,65338825,27593
CHILDERS,65366414,27589
BULLOCK,65393969,27555
SANTOS,65421497,27528
PEARCE,65449006,27509
WIGGINS,65476476,27470
HENDRIX,65503923,27447
WELSH,65531365,27442
FLANAGAN,65558805,27440
FINK,65586228,27423
MCMILLAN,65613573,27345
EVERETT,65640852,27279
LANCASTER,65668126,27274
BEST,65695362,27236
FINLEY,65722598,27236
HOOPER,65749810,27212
TRACY,65777003,27193
HICKEY,65804066,27063
BARLOW,65831124,27058
KINNEY,65858061,26937
SOLOMON,65884971,26910
SEARS,65911817,26846
HOLDEN,65938572,26755
KENDALL,65965327,26755
DICKSON,65992079,26752
HORNE,66018811,26732
VALENTINE,66045495,26684
CALHOUN,66072132,26637
MARINO,66098755,26623
ENGLAND,66125362,26607
KERN,66151962,26600
PUGH,66178561,26599
RICHMOND,66205135,26574
RITCHIE,66231692,26557
MCPHERSON,66258189,26497
SORENSEN,66284680,26491
HAINES,66311169,26489
GILES,66337533,26364
SPRINGER,66363888,26355
DOHERTY,66390238,26350
DONALDSON,66416581,26343
CROWE,66442798,26217
DAVID,66468979,26181
BENTON,66495138,26159
LAKE,66521280,26142
SPENCE,66547375,26095
HESTER,66573429,26054
EMERSON,66599473,26044
NEWELL,66625497,26024
BYERS,66651461,25964
DOLAN,66677409,25948
TUTTLE,66703325,25916
COWAN,66729227,25902
COOKE,66755127,25900
COOLEY,66780984,25857
SLATER,66806790,25806
CLAY,66832550,25760
MCKENNA,66858232,25682
DODD,66883899,25667
TRAVIS,66909550,25651
WALLER,66935181,25631
SHEEHAN,66960797,25616
PETTY,66986410,25613
SWEET,67011998,25588
HOLCOMB,67037552,25554
ONEIL,67063035,25483
CRAFT,67088507,25472
LYON,67113934,25427
EWING,67139345,25411
STARR,67164664,25319
CAMP,67189968,25304
DAILEY,67215253,25285
MADDOX,67240537,25284
GUSTAFSON,67265790,25253
MCNAMARA,67291042,25252
SMALL,67316238,25196
CHAMBERLAIN,67341371,25133
SINGLETON,67366447,25076
DWYER,67391515,25068
HYDE,67416582,25067
MCGOWAN,67441637,25055
ROSENBERG,67466676,25039
PROCTOR,67491663,24987
ALBERT,67516641,24978
FERRELL,67541607,24966
GIBBONS,67566572,24965
HASTINGS,67591502,24930
KIDD,67616421,24919
PARK,67641323,24902
SHEPPARD,67666222,24899
BOGGS,67691116,24894
FRANKS,67715861,24745
SUTHERLAND,67740552,24691
PIKE,67765213,24661
CASSIDY,67789845,24632
PUCKETT,67814455,24610
ROMANO,67839050,24595
HEWITT,67863627,24577
CRABTREE,67888141,24514
HOLDER,67912610,24469
BOWLING,67937067,24457
FARRIS,67961434,24367
GALLOWAY,67985695,24261
SWARTZ,68009932,24237
FINCH,68034165,24233
OTT,68058374,24209
SCHUMACHER,68082580,24206
BERNARD,68106780,24200
KENNEY,68130977,24197
MEIER,68155173,24196
ODOM,68179347,24174
BARRON,68203491,24144
SHAFER,68227634,24143
BOLTON,68251759,24125
LINDSAY,68275865,24106
WARE,68299876,24011
SARGENT,68323885,24009
ROLLINS,68347876,23991
CONNOR,68371804,23928
ROSSI,68395706,23902
HELLER,68419589,23883
HOPPER,68443462,23873
DEMPSEY,68467332,23870
DICKINSON,68491195,23863
MULLER,68515009,23814
FORBES,68538820,23811
DENTON,68562605,23785
ACKERMAN,68586347,23742
CURRAN,68610080,23733
RATLIFF,68633755,23675
NIXON,68657421,23666
SAMPSON,68681069,23648
DUDLEY,68704670,23601
PIERSON,68728259,23589
ELDER,68751842,23583
CHANEY,68775418,23576
PATE,68798961,23543
DYE,68822487,23526
DOWNEY,68846011,23524
STERN,68869502,23491
GLEASON,68892981,23479
KIRKPATRICK,68916459,23478
BRIGHT,68939912,23453
MCGINNIS,68963344,23432
TORRES,68986766,23422
ZIEGLER,69010180,23414
HATCH,69033582,23402
SCHAFER,69056971,23389
SHAPIRO,69080344,23373
SINGER,69103687,23343
DALE,69126948,23261
SCHULZ,69150184,23236
COUCH,69173418,23234
FUNK,69196625,23207
BRITT,69219827,23202
DOWNING,69243014,23187
CASH,69266170,23156
COFFMAN,69289313,23143
MCALLISTER,69312442,23129
WORLEY,69335526,23084
DEWITT,69358601,23075
RUTHERFORD,69381662,23061
HAMM,69404723,23061
KNOWLES,69427778,23055
COURTNEY,69450804,23026
HELTON,69473807,23003
ROE,69496794,22987
SCHMITZ,69519774,22980
RANDOLPH,69542752,22978
KURTZ,69565725,22973
KEY,69588693,22968
FULTON,69611647,22954
FISH,69634544,22897
BRUNO,69657425,22881
HOLMAN,69680225,22800
EMERY,69703020,22795
AKERS,69725758,22738
DOTSON,69748490,22732
LUND,69771203,22713
BELCHER,69793885,22682
GAY,69816533,22648
HILTON,69839170,22637
WHALEN,69861804,22634
RANKIN,69884419,22615
ALBRIGHT,69907003,22584
ELKINS,69929561,22558
PADGETT,69952097,22536
ROBISON,69974594,22497
SHIRLEY,69997089,22495
HUTCHISON,70019558,22469
LANGLEY,70042021,22463
STEINER,70064483,22462
LOCKE,70086934,22451
POLLARD,70109373,22439
GODFREY,70131799,22426
BLOOM,70154189,22390
BACON,70176566,22377
MAYO,70198847,22281
THOMSON,70221109,22262
FELDMAN,70243329,22220
FIELD,70265528,22199
CONKLIN,70287714,22186
HAGEN,70309891,22177
MAYS,70332014,22123
POST,70354010,21996
DRISCOLL,70375998,21988
SWENSON,70397969,21971
SIMONS,70419914,21945
TIPTON,70441845,21931
GOLDMAN,70463769,21924
HORNER,70485660,21891
HELMS,70507525,21865
WEBBER,70529383,21858
HOLBROOK,70551204,21821
MAHER,70573011,21807
EGAN,70594786,21775
MEEKS,70616537,21751
RAMIREZ,70638220,21683
CROUCH,70659822,21602
KIMBALL,70681419,21597
MOSES,70703007,21588
NEFF,70724582,21575
WOODRUFF,70746141,21559
MCLEOD,70767676,21535
ARTHUR,70789210,21534
CONNELLY,70810733,21523
CROW,70832237,21504
BRITTON,70853717,21480
WILLS,70875191,21474
KAUFFMAN,70896631,21440
CHRISTOPHER,70918056,21425
STOVER,70939481,21425
MCMANUS,70960893,21412
INMAN,70982293,21400
HEAD,71003692,21399
MACKEY,71025050,21358
MASTERS,71046408,21358
ROSEN,71067756,21348
KOENIG,71089100,21344
ESPOSITO,71110425,21325
BINGHAM,71131696,21271
LUDWIG,71152965,21269
YEAGER,71174229,21264
GREGG,71195405,21176
SPRAGUE,71216572,21167
CHERRY,71237728,21156
STAHL,71258877,21149
TOMLINSON,71280016,21139
FLORES,71301150,21134
RIVERA,71322270,21120
CORBETT,71343384,21114
GONZALES,71364494,21110
MCCLELLAN,71385602,21108
WILDER,71406709,21107
LAW,71427784,21075
GOSS,71448847,21063
LOWRY,71469905,21058
SEYMOUR,71490912,21007
BURT,71511917,21005
GRIMM,71532886,20969
OLEARY,71553806,20920
OTTO,71574724,20918
SANDERSON,71595618,20894
ENGEL,71616498,20880
PRITCHARD,71637374,20876
KAY,71658216,20842
SELF,71679048,20832
KIRKLAND,71699879,20831
MCDONOUGH,71720707,20828
GROVES,71741525,20818
DEVINE,71762311,20786
KRAFT,71783090,20779
METCALF,71803860,20770
MEAD,71824623,20763
STRATTON,71845378,20755
MORIN,71866119,20741
PICKETT,71886858,20739
BABCOCK,71907590,20732
CONNELL,71928288,20698
HINKLE,71948984,20696
ELDRIDGE,71969676,20692
MCCAULEY,71990366,20690
MEREDITH,72011051,20685
PAINTER,72031728,20677
CLEVELAND,72052396,20668
LORD,72073036,20640
SIEGEL,72093673,20637
WINKLER,72114298,20625
CHARLES,72134919,20621
DOOLEY,72155540,20621
WOLFF,72176148,20608
WOOTEN,72196741,20593
