Name,,weight
TRANIELLO,167808621,108
SVATORA,167808729,108
SUMMERILL,167808837,108
SCHAETZEL,167808945,108
SAVINSKI,167809053,108
SCHWIERKING,167809161,108
SCHOTTENFELD,167809269,108
SHERTZ,167809377,108
SCRAGGS,167809485,108
ROSSETER,167809593,108
RUCKH,167809701,108
RIVERSO,167809809,108
ROLWING,167809917,108
UVAYDOV,167810025,108
URBATSCH,167810133,108
TRYBAN,167810241,108
TRIPPLER,167810349,108
TREISCH,167810457,108
TULAK,167810565,108
VANSAMBEEK,167810673,108
VANHEUKELOM,167810781,108
VANBAALE,167810889,108
WOLLBERG,167810997,108
WURTZLER,167811105,108
WOLVINGTON,167811213,108
WIETFELDT,167811321,108
WAEGHE,167811429,108
ARSENIS,167811537,108
AVERSO,167811645,108
BACHOFNER,167811753,108
BJORNDAL,167811861,108
BOLDRICK,167811969,108
BOLS,167812077,108
BOZICEVICH,167812185,108
BOSACKER,167812293,108
BEASTROM,167812401,108
BILLEAUDEAU,167812509,108
BIBERSTINE,167812617,108
BIEBERLE,167812725,108
BETOURNE,167812833,108
BESENDORFER,167812941,108
AHLRICH,167813049,108
ADELFIO,167813157,108
ALLEGA,167813265,108
ALELLO,167813373,108
ANNALORO,167813481,108
ANABTAWI,167813589,108
ZARGER,167813697,108
ZAIKA,167813805,108
ZEISZLER,167813913,108
ANTONGIOVANNI,167814021,108
ALIBRANDO,167814129,108
AALDERS,167814237,108
ABUSALAH,167814345,108
BIPES,167814453,108
BILLEK,167814561,108
BIGLANE,167814669,108
BENCI,167814777,108
BELLOMA,167814885,108
BRANIM,167814993,108
BRAHO,167815101,108
BAYDA,167815209,108
AZELTON,167815317,108
APOTHEKER,167815425,108
WEGRZYNOWICZ,167815533,108
WEYBURN,167815641,108
WENGREN,167815749,108
WELTHA,167815857,108
WATRUD,167815965,108
VOLLENTINE,167816073,108
WOHLENHAUS,167816181,108
WIJAS,167816289,108
TYM,167816397,108
RINGMAN,167816505,108
RIENSCHE,167816613,108
ROEBEN,167816721,108
SAKELLARIS,167816829,108
ROTHLEY,167816937,108
SEACHRIS,167817045,108
SHOULTA,167817153,108
SHEPPECK,167817261,108
SARVAS,167817369,108
SAMOSKY,167817477,108
SBRACCIA,167817585,108
SCHWALJE,167817693,108
TALASAZAN,167817801,108
SUELFLOW,167817909,108
TOLLAS,167818017,108
TRAUPMAN,167818125,108
TINKEL,167818233,108
TJEPKEMA,167818341,108
TELTOW,167818449,108
STEMKOWSKI,167818557,108
STYCH,167818665,108
STOEGBAUER,167818773,108
STREHLO,167818881,108
SIVRET,167818989,108
SICHENEDER,167819097,108
SOBIERAJSKI,167819205,108
MORISSE,167819313,108
MOURTON,167819421,108
MULIG,167819529,108
MUNKO,167819637,108
MOHNING,167819745,108
MOCKER,167819853,108
MOLTHAN,167819961,108
MIKOLA,167820069,108
MEROLD,167820177,108
METTENBRINK,167820285,108
OBAKER,167820393,108
ODERKIRK,167820501,108
NORTIER,167820609,108
NESET,167820717,108
NATELSON,167820825,108
OZDEN,167820933,108
PATWELL,167821041,108
PAPULA,167821149,108
PAURUS,167821257,108
PODURGIEL,167821365,108
PLEVYAK,167821473,108
PLECAS,167821581,108
PULST,167821689,108
REBIK,167821797,108
RAUCK,167821905,108
RATACZAK,167822013,108
QUEDNAU,167822121,108
KOTSAKIS,167822229,108
KOGELSCHATZ,167822337,108
KRAINSKI,167822445,108
KRAML,167822553,108
KRZYWDA,167822661,108
KROKER,167822769,108
KUYRKENDALL,167822877,108
KRAGENBRINK,167822985,108
KUCZA,167823093,108
LEITL,167823201,108
KERVER,167823309,108
KAUFFOLD,167823417,108
KIRISITS,167823525,108
KIRKELIE,167823633,108
KANEASTER,167823741,108
KAPCSOS,167823849,108
KALLUNKI,167823957,108
JUBACK,167824065,108
MACDERMAID,167824173,108
LOVERCHECK,167824281,108
MAKARSKI,167824389,108
LIPOVETSKY,167824497,108
LOGULLO,167824605,108
MASELLO,167824713,108
MASSICK,167824821,108
MASLOWSKY,167824929,108
JABLECKI,167825037,108
HOHSTADT,167825145,108
HARAHAN,167825253,108
GRZEJKA,167825361,108
GRUER,167825469,108
GUAGLIANO,167825577,108
HEIERMAN,167825685,108
HILTGEN,167825793,108
HEUBNER,167825901,108
ETCHBERGER,167826009,108
FERRARELLI,167826117,108
FICOCIELLO,167826225,108
FEINSOD,167826333,108
GALLENBERG,167826441,108
GAVRILOVA,167826549,108
GEMPELER,167826657,108
GOLDZWEIG,167826765,108
GOMBOSI,167826873,108
GLISSEN,167826981,108
GLAMANN,167827089,108
GRAFIUS,167827197,108
GRAVDAHL,167827305,108
CARROUTH,167827413,108
CARNDUFF,167827521,108
BURBERRY,167827629,108
BRUNINK,167827737,108
BRIANTE,167827845,108
CIERPIAL,167827953,108
CIURLEO,167828061,108
CUCINA,167828169,108
CUILLA,167828277,108
CUNIC,167828385,108
DAMBRAUSKAS,167828493,108
DAUWALTER,167828601,108
DAUGEREAU,167828709,108
DARCONTE,167828817,108
DESCISCIO,167828925,108
DEFURIO,167829033,108
DECATALDO,167829141,108
DEMELFI,167829249,108
DELDOTTO,167829357,108
ELLINGHAUS,167829465,108
EIDENIER,167829573,108
EBERBACH,167829681,108
DIMARCELLO,167829789,108
DIMICH,167829897,108
DITLOW,167830005,108
DOELKER,167830113,108
EPLEE,167830221,108
DEMETRY,167830329,108
DELDEO,167830437,108
DEDOES,167830545,108
CROLIUS,167830653,108
COLLELUORI,167830761,108
CHUMAS,167830869,108
CHERTOFF,167830977,108
CHALUT,167831085,108
BUATTE,167831193,108
BUATTI,167831301,108
BRUINOOGE,167831409,108
BUSHBAUM,167831517,108
GREENWOLD,167831625,108
GRASELA,167831733,108
GRATHWOL,167831841,108
GOMPPER,167831949,108
GAUDENZI,167832057,108
GARLISCH,167832165,108
FELDSCHER,167832273,108
ETTELSON,167832381,108
HEIBY,167832489,108
GUARASCI,167832597,108
HOLUBIK,167832705,108
IADEROSA,167832813,108
MANNERINO,167832921,108
LISTENBERGER,167833029,108
LEPONE,167833137,108
MAIATO,167833245,108
MACZIEWSKI,167833353,108
KALENAK,167833461,108
JURICEK,167833569,108
KLINEPETER,167833677,108
LANGMEIER,167833785,108
KRAVIG,167833893,108
KOZHEVNIKOV,167834001,108
RADKIEWICZ,167834109,108
RAISLER,167834217,108
REINSHAGEN,167834325,108
RANISZEWSKI,167834433,108
RAUTER,167834541,108
POLATIS,167834649,108
PANDREA,167834757,108
OSHINS,167834865,108
PHIEL,167834973,108
OERTWIG,167835081,108
MEYRING,167835189,108
MILCHMAN,167835297,108
MOEGGENBORG,167835405,108
MONACHELLI,167835513,108
MUIRHEID,167835621,108
SOKOLOVSKAYA,167835729,108
STEGGERDA,167835837,108
STODART,167835945,108
STEINHORN,167836053,108
STOGDALE,167836161,108
TENBROEK,167836269,108
TRANGHESE,167836377,108
SWOAP,167836485,108
SCHWEMIN,167836593,108
RUEFFER,167836701,108
ROSLONIEC,167836809,108
SAGHERIAN,167836917,108
TRENTACOSTI,167837025,108
VANDERNOOT,167837133,108
VANDEMERWE,167837241,108
WYVILL,167837349,108
WORONA,167837457,108
WALDENMAIER,167837565,108
ARCABASCIO,167837673,108
AUTTONBERRY,167837781,108
BADWAY,167837889,108
BJORNSSON,167837997,108
BEIERMAN,167838105,108
BEINTEMA,167838213,108
BEDNARK,167838321,108
BESHEL,167838429,108
ALKATIB,167838537,108
ANDRIULLI,167838645,108
ZEFI,167838753,108
YOURDON,167838861,108
ZAYATZ,167838969,108
YURCO,167839077,108
ZEHRER,167839185,108
ADAMCZEWSKI,167839293,108
BLASEY,167839401,108
BAUSELL,167839509,108
BALLSTAEDT,167839617,108
AURILIA,167839725,108
ATTOE,167839833,108
AUGUSTYNOWICZ,167839941,108
WERMELING,167840049,108
WORNOM,167840157,108
WOLOCH,167840265,108
WOROBEL,167840373,108
VANDERSTAPPEN,167840481,108
VANDESLUNT,167840589,108
VANBRIGGLE,167840697,108
VANHOVELN,167840805,108
TUTRONE,167840913,108
SAFERIGHT,167841021,108
ROSPLOCH,167841129,108
ROZBORIL,167841237,108
SEADORF,167841345,108
SAMOYLOV,167841453,108
SWATMAN,167841561,108
TOMFOHRDE,167841669,108
STEFURAK,167841777,108
STEPANOVIC,167841885,108
STEFANKIEWICZ,167841993,108
ORTHWEIN,167842101,108
RENAGHAN,167842209,108
KNAFELC,167842317,108
KONYK,167842425,108
KONDZIELA,167842533,108
KUTCHMAN,167842641,108
KUCEVIC,167842749,108
LEETZ,167842857,108
KATZUNG,167842965,108
KENNICKER,167843073,108
KLAAHSEN,167843181,108
KAHLHAMER,167843289,108
LIESENFELD,167843397,108
LISCHAK,167843505,108
MCVEETY,167843613,108
MEETZ,167843721,108
MEKJIAN,167843829,108
MARINAK,167843937,108
HUREWITZ,167844045,108
GROMASKI,167844153,108
HEPOKOSKI,167844261,108
FOWLSTON,167844369,108
GARBINI,167844477,108
GARDEPE,167844585,108
GALASZEWSKI,167844693,108
GREUFE,167844801,108
GORELOV,167844909,108
BRONSINK,167845017,108
BRONEC,167845125,108
CIAMILLO,167845233,108
CHYTIL,167845341,108
CIHOCKI,167845449,108
CHRISTOFANO,167845557,108
COBUZZI,167845665,108
CRUSIUS,167845773,108
DERICKS,167845881,108
DETLEFS,167845989,108
ERSING,167846097,108
EFREMOV,167846205,108
EBBELING,167846313,108
EASTABROOKS,167846421,108
DRUHOT,167846529,108
DUGANDZIC,167846637,108
DINGERSON,167846745,108
DISCHINO,167846853,108
YUNGINGER,167846961,108
YUNGWIRTH,167847069,108
ZOBERMAN,167847177,108
ANGLEBERGER,167847285,108
ANDRIYCHUK,167847393,108
BOVERHOF,167847501,108
BOTVINNIK,167847609,108
BOUTHILLER,167847717,108
BLAMBLE,167847825,108
BASEDOW,167847933,108
YASHINSKI,167848041,108
VANDERYT,167848149,108
RICHTMAN,167848257,108
RIGGAR,167848365,108
RUMANCIK,167848473,108
SEEBOHM,167848581,108
SEREDAY,167848689,108
SERCK,167848797,108
SCHACHINGER,167848905,108
TASICH,167849013,108
TAATJES,167849121,108
TILIAKOS,167849229,108
TERBEEST,167849337,108
STEIGMEYER,167849445,108
STORHOFF,167849553,108
SISSELL,167849661,108
MINALGA,167849769,108
ONOFREI,167849877,108
PERCIFULL,167849985,108
PERDIKIS,167850093,108
PAGLIOCCA,167850201,108
PONITZ,167850309,108
POTERACKI,167850417,108
POWROZNIK,167850525,108
PSHICHENKO,167850633,108
REITBERGER,167850741,108
KRITZBERGER,167850849,108
KLEYMANN,167850957,108
KHANIMOV,167851065,108
KAHRHOFF,167851173,108
KARINIEMI,167851281,108
MEHMERT,167851389,108
MAZURSKY,167851497,108
MARRAFFA,167851605,108
MARKUT,167851713,108
ICZKOWSKI,167851821,108
HOLDENRIED,167851929,108
HAUGHIE,167852037,108
HARTQUIST,167852145,108
FROHNING,167852253,108
GACCETTA,167852361,108
FOSNOW,167852469,108
FERDELMAN,167852577,108
GASTWIRTH,167852685,108
GENDELL,167852793,108
GOTKIN,167852901,108
GORETOY,167853009,108
BRUFLAT,167853117,108
CVIJANOVIC,167853225,108
DZYUBA,167853333,108
DUMITRIU,167853441,108
NEZ,167853548,107
IYER,167853655,107
DELAMORA,167853762,107
BRAYBOY,167853869,107
HADNOT,167853976,107
GALVIS,167854083,107
JEE,167854190,107
FEI,167854297,107
MONSANTO,167854404,107
YSLAS,167854511,107
KANDA,167854618,107
EVORA,167854725,107
PORCHIA,167854832,107
BONILLAS,167854939,107
SIDDIQ,167855046,107
VIDRO,167855153,107
GIMA,167855260,107
WILLAIMS,167855367,107
ARNAIZ,167855474,107
CALONGE,167855581,107
SINCERE,167855688,107
CASSANOVA,167855795,107
FORTY,167855902,107
GRISSON,167856009,107
TIMA,167856116,107
BORGOS,167856223,107
CORBINE,167856330,107
KILBERT,167856437,107
MCLAURINE,167856544,107
PINKEY,167856651,107
HAUKAAS,167856758,107
NOORY,167856865,107
BANYARD,167856972,107
DRAUGHAN,167857079,107
KAUSER,167857186,107
QADER,167857293,107
JULKA,167857400,107
ELLY,167857507,107
SIDI,167857614,107
YORN,167857721,107
HAMITON,167857828,107
FRENCHMAN,167857935,107
DANNY,167858042,107
BENZAQUEN,167858149,107
STIDOM,167858256,107
DECEMBER,167858363,107
BERY,167858470,107
KAMBA,167858577,107
HEAROD,167858684,107
FAULKNOR,167858791,107
WHITKER,167858898,107
HEADLY,167859005,107
DRAZ,167859112,107
FANNY,167859219,107
URI,167859326,107
MCALESTER,167859433,107
FONTANE,167859540,107
ALMASAN,167859647,107
KHATEEB,167859754,107
BROUARD,167859861,107
TOWNSAND,167859968,107
MATTAN,167860075,107
BROUSARD,167860182,107
GRANSON,167860289,107
MACOMSON,167860396,107
ABAWI,167860503,107
LEWIE,167860610,107
KAMON,167860717,107
RERES,167860824,107
SETTI,167860931,107
SYMMS,167861038,107
ALBADANI,167861145,107
SAMANTHA,167861252,107
FERRIL,167861359,107
BOBEN,167861466,107
JONER,167861573,107
MARRION,167861680,107
BILLON,167861787,107
ROLLES,167861894,107
DERNIER,167862001,107
DEBRICK,167862108,107
CARI,167862215,107
ROMOLO,167862322,107
RUBER,167862429,107
RAFII,167862536,107
KHOSHNAW,167862643,107
LHOMME,167862750,107
DIBBS,167862857,107
DOTTEN,167862964,107
HARMEN,167863071,107
MOHUN,167863178,107
VAHEDI,167863285,107
SANATI,167863392,107
POGSON,167863499,107
RAMY,167863606,107
KARLO,167863713,107
CORINA,167863820,107
SAUSSY,167863927,107
SONON,167864034,107
DAPO,167864141,107
CHIZ,167864248,107
LOVI,167864355,107
MOHAMMADIAN,167864462,107
SCHIFINO,167864569,107
SHAFA,167864676,107
ROSSATO,167864783,107
BAHMANI,167864890,107
BESTA,167864997,107
GUMPEL,167865104,107
DONELLY,167865211,107
DOSA,167865318,107
DUROY,167865425,107
ELLIFRITT,167865532,107
FELKS,167865639,107
LIESTER,167865746,107
LYNETTE,167865853,107
SOVIA,167865960,107
AKYOL,167866067,107
BENOLIEL,167866174,107
VAIA,167866281,107
PASHOS,167866388,107
HNATKO,167866495,107
EASSON,167866602,107
BRUZA,167866709,107
FABYAN,167866816,107
KISWANI,167866923,107
NORDWICK,167867030,107
WEDERSKI,167867137,107
ELHART,167867244,107
DECHIRICO,167867351,107
DENHOFF,167867458,107
COLHOUN,167867565,107
BURQUE,167867672,107
FLIEDER,167867779,107
MARALLO,167867886,107
REBOL,167867993,107
PULCIFER,167868100,107
SAGEMAN,167868207,107
BIASETTI,167868314,107
BIANCUZZO,167868421,107
ALMOUSA,167868528,107
ALSHAER,167868635,107
ANTONIETTI,167868742,107
ALESSO,167868849,107
VISINTIN,167868956,107
TACHA,167869063,107
STENTIFORD,167869170,107
ORWAT,167869277,107
KURN,167869384,107
KINCART,167869491,107
MARANGOS,167869598,107
GUNDUZ,167869705,107
CORNILLE,167869812,107
DELZOTTO,167869919,107
EMBODY,167870026,107
HITZMAN,167870133,107
MCCADDON,167870240,107
PRAZUCH,167870347,107
PORROVECCHIO,167870454,107
PECHETTE,167870561,107
PIAGENTINI,167870668,107
MOLINARE,167870775,107
MUSTILLO,167870882,107
TRAVAGLIA,167870989,107
SCHMIEDEKE,167871096,107
VOGIATZIS,167871203,107
ARZILLO,167871310,107
BONETTO,167871417,107
BEIMLER,167871524,107
BEAUJEAN,167871631,107
YERRY,167871738,107
BERLAN,167871845,107
VANSTEENBERGEN,167871952,107
VANDERZYL,167872059,107
TALAFUSE,167872166,107
SULYMA,167872273,107
TOOVEY,167872380,107
MUDROCK,167872487,107
PACIULLO,167872594,107
KOZEMCHAK,167872701,107
KEFER,167872808,107
KARCHMER,167872915,107
LIKER,167873022,107
MCKISSEN,167873129,107
GUADAGNA,167873236,107
FRATERRIGO,167873343,107
GAUTHE,167873450,107
COMBRINK,167873557,107
CRISCOLA,167873664,107
EROGLU,167873771,107
BUZIAK,167873878,107
FREIREICH,167873985,107
MALOFF,167874092,107
QUATTRIN,167874199,107
RENAULD,167874306,107
QUADA,167874413,107
MERIC,167874520,107
SOINI,167874627,107
SILVETTI,167874734,107
SLADEN,167874841,107
SPALLETTA,167874948,107
TRAPANE,167875055,107
RISELING,167875162,107
WILKA,167875269,107
APERGIS,167875376,107
AZMY,167875483,107
ZANCANELLA,167875590,107
ZAPINSKI,167875697,107
ABDULNOUR,167875804,107
BELLEMAN,167875911,107
BRASKET,167876018,107
BEACHNAU,167876125,107
BAYLIE,167876232,107
BALCO,167876339,107
WIDDERS,167876446,107
ROLANDELLI,167876553,107
SERDY,167876660,107
SWENNING,167876767,107
TITERA,167876874,107
SICCARDI,167876981,107
SLYFIELD,167877088,107
MOSNESS,167877195,107
MUCHO,167877302,107
MITSON,167877409,107
MIHLBAUER,167877516,107
NJUS,167877623,107
PLEUNE,167877730,107
LEHE,167877837,107
KLAPPENBACH,167877944,107
LESCOE,167878051,107
MCKIN,167878158,107
GUIRAGOSSIAN,167878265,107
GHARIBI,167878372,107
BUCKHOUSE,167878479,107
DEGRE,167878586,107
ELKAIM,167878693,107
DREWNO,167878800,107
ALGOE,167878907,107
WENDLICK,167879014,107
VLASICH,167879121,107
RUSIGNUOLO,167879228,107
SHEFLER,167879335,107
TACCHI,167879442,107
THEODOSOPOULOS,167879549,107
PERNEY,167879656,107
KOBILKA,167879763,107
KNEISL,167879870,107
LANUTO,167879977,107
KINAN,167880084,107
LEVEEN,167880191,107
LENEGAR,167880298,107
MENKEL,167880405,107
HENRICI,167880512,107
FANTRY,167880619,107
FAVROT,167880726,107
GNEHM,167880833,107
CAPLICE,167880940,107
BREZNAI,167881047,107
CHOINA,167881154,107
CHIRPICH,167881261,107
COITE,167881368,107
EICKSTAEDT,167881475,107
EDGETON,167881582,107
DREFS,167881689,107
EITNIER,167881796,107
DEITS,167881903,107
DEBRABANDER,167882010,107
DESOMER,167882117,107
CROISSETTE,167882224,107
CUSTEAU,167882331,107
CLAPROOD,167882438,107
CHERF,167882545,107
BRIESCHKE,167882652,107
CAVADINI,167882759,107
CANDILORO,167882866,107
GOODYKE,167882973,107
GRAMKOW,167883080,107
GERLE,167883187,107
GARLETS,167883294,107
GASPARIK,167883401,107
FARYNIARZ,167883508,107
HEDGCOTH,167883615,107
GRISHAW,167883722,107
HALITI,167883829,107
INCANTALUPO,167883936,107
IVONE,167884043,107
MARCERON,167884150,107
MANEEN,167884257,107
MENTEN,167884364,107
MAGLIATO,167884471,107
KAESEMEYER,167884578,107
KANYO,167884685,107
KASPRICK,167884792,107
LARMAY,167884899,107
KORSMEYER,167885006,107
KLUCKER,167885113,107
RASKO,167885220,107
OSIEK,167885327,107
NEVER,167885434,107
MESIROW,167885541,107
MUELLENBERG,167885648,107
SLIWOWSKI,167885755,107
SWAGART,167885862,107
TATEOSIAN,167885969,107
SCHMUS,167886076,107
ROSEWARNE,167886183,107
ROSENQUEST,167886290,107
SACKRISON,167886397,107
VANAMBERG,167886504,107
ULICH,167886611,107
WOOLER,167886718,107
ASKAM,167886825,107
BEENEN,167886932,107
BERNIK,167887039,107
AMISANO,167887146,107
ZIBERT,167887253,107
ZAHLLER,167887360,107
ZIROLI,167887467,107
ZIMPLEMAN,167887574,107
ANDREIS,167887681,107
ALCH,167887788,107
BIRKHOFF,167887895,107
BOBROWICZ,167888002,107
BOGATAY,167888109,107
BARTOLOVICH,167888216,107
ASKEA,167888323,107
WASHUTA,167888430,107
VARIANO,167888537,107
VANDERVEGT,167888644,107
VERMILYER,167888751,107
TUNBERG,167888858,107
ROCCIO,167888965,107
SCHEIBAL,167889072,107
SCHIEDER,167889179,107
TEBON,167889286,107
SWANNACK,167889393,107
TERREAULT,167889500,107
TENWALDE,167889607,107
STAPISH,167889714,107
SIDIE,167889821,107
MIDDLEDITCH,167889928,107
OBENDORFER,167890035,107
NIDEVER,167890142,107
NORLEY,167890249,107
NIERGARTH,167890356,107
PEDROLI,167890463,107
OSSENKOP,167890570,107
PAGNUCCO,167890677,107
PRYS,167890784,107
REITENAUER,167890891,107
KONIAK,167890998,107
KAZMERSKI,167891105,107
HANELY,167891212,107
HANFF,167891319,107
HAAGER,167891426,107
HAMMEREN,167891533,107
HEINZINGER,167891640,107
HEDDLE,167891747,107
FURNIVAL,167891854,107
FANTACONE,167891961,107
GARELL,167892068,107
GRAMMEL,167892175,107
BRYCH,167892282,107
CERULO,167892389,107
CROWNINSHIELD,167892496,107
DEABENDERFER,167892603,107
DENORMANDIE,167892710,107
DEZIO,167892817,107
ERNEWEIN,167892924,107
DUBNICKA,167893031,107
AEH,167893138,107
BEGELMAN,167893245,107
BRAATHEN,167893352,107
BAUMBARGER,167893459,107
BAREISS,167893566,107
BASTIS,167893673,107
WARCHOLA,167893780,107
WAGHORN,167893887,107
VODEHNAL,167893994,107
VANEMBURGH,167894101,107
VIOLANO,167894208,107
RIEKENBERG,167894315,107
ROBITZSCH,167894422,107
ROTTSCHAFER,167894529,107
ROSKELLY,167894636,107
SHACTER,167894743,107
SASMAN,167894850,107
SANNITO,167894957,107
SCHIERING,167895064,107
TITTERTON,167895171,107
TRAEDER,167895278,107
THEODOSIS,167895385,107
STALTERI,167895492,107
STAGGENBORG,167895599,107
STANHOUSE,167895706,107
STUTTLER,167895813,107
SIMACEK,167895920,107
MILSTER,167896027,107
MIHALAKIS,167896134,107
NIKSIC,167896241,107
NEACSU,167896348,107
PHIMISTER,167896455,107
PENDOWSKI,167896562,107
OTILLIO,167896669,107
PRISCIANDARO,167896776,107
PROVENZO,167896883,107
KOKALY,167896990,107
LANGIEWICZ,167897097,107
LATTIME,167897204,107
KLEINBAUM,167897311,107
KLEMIN,167897418,107
LUCIW,167897525,107
MADGWICK,167897632,107
LEVINSTEIN,167897739,107
MCFETERS,167897846,107
MATTIONI,167897953,107
MARDEUSZ,167898060,107
HANSMA,167898167,107
GROZAV,167898274,107
HATZFELD,167898381,107
HERAK,167898488,107
FUCHSER,167898595,107
FINET,167898702,107
FLECKNER,167898809,107
FOTINO,167898916,107
FINNILA,167899023,107
FLOREANI,167899130,107
FOPIANO,167899237,107
FAINO,167899344,107
GLADFELDER,167899451,107
GOLDRUP,167899558,107
CHALECKI,167899665,107
CLEMOW,167899772,107
CLOWDIS,167899879,107
DADICH,167899986,107
DARISSE,167900093,107
DENKENBERGER,167900200,107
DELASHMITT,167900307,107
DUFIELD,167900414,107
DITHOMAS,167900521,107
DILIETO,167900628,107
EITELMAN,167900735,107
EANNARINO,167900842,107
EISENDRATH,167900949,107
DELGRIPPO,167901056,107
DEBONDT,167901163,107
DAMASKA,167901270,107
CHRZASZCZ,167901377,107
CHRANS,167901484,107
CARLAT,167901591,107
CARNI,167901698,107
CARNIVALE,167901805,107
GONKA,167901912,107
GIOTTA,167902019,107
GIARDELLI,167902126,107
GANOW,167902233,107
GARBADE,167902340,107
GATHOF,167902447,107
FIORDIMONDO,167902554,107
HAUNERT,167902661,107
GUTHART,167902768,107
HALLENBERG,167902875,107
HOENKE,167902982,107
IHNKEN,167903089,107
MANULI,167903196,107
MENZO,167903303,107
MELIGAN,167903410,107
LICALSI,167903517,107
LOVSEY,167903624,107
KAMYSZ,167903731,107
KISKIS,167903838,107
KLIMM,167903945,107
KENDLER,167904052,107
KAYNOR,167904159,107
KENITZ,167904266,107
LANCELLOTTA,167904373,107
LARISCEY,167904480,107
LANZIERI,167904587,107
KROWN,167904694,107
KUMLE,167904801,107
KRIVENKO,167904908,107
KNEPPRATH,167905015,107
RAMBACH,167905122,107
RAPPLEAN,167905229,107
REBIC,167905336,107
POLOUS,167905443,107
NETTE,167905550,107
NORENE,167905657,107
NEWREN,167905764,107
MOHOLLAND,167905871,107
MOSCATI,167905978,107
SKYTTA,167906085,107
STUDLER,167906192,107
STOPINSKI,167906299,107
SPORMAN,167906406,107
TOLNAY,167906513,107
TRAYES,167906620,107
SWITEK,167906727,107
SWIDZINSKI,167906834,107
SZWEDO,167906941,107
SCHEERS,167907048,107
SENART,167907155,107
ROTKO,167907262,107
SAGNER,167907369,107
RINKA,167907476,107
RESHESKE,167907583,107
TUGEND,167907690,107
VISSICCHIO,167907797,107
VERCIMAK,167907904,107
WOHLFORTH,167908011,107
ARBIA,167908118,107
BONAVITO,167908225,107
BLAZICH,167908332,107
BOOKAMER,167908439,107
BRECKA,167908546,107
BEIERLEIN,167908653,107
BELLHORN,167908760,107
BESE,167908867,107
ZIINO,167908974,107
ZURKOWSKI,167909081,107
BIELMEIER,167909188,107
BILLMANN,167909295,107
BERCOVICI,167909402,107
BENYAK,167909509,107
BLINSON,167909616,107
BAUSUM,167909723,107
ARTHUN,167909830,107
WEGWERTH,167909937,107
VOLODARSKY,167910044,107
VORMITTAG,167910151,107
WIDDOP,167910258,107
WINSBERG,167910365,107
WOITASZEWSKI,167910472,107
WOLFLA,167910579,107
VANDERSPEK,167910686,107
ROEDING,167910793,107
SHAMEY,167910900,107
SHELLENBERG,167911007,107
SCHNEBELT,167911114,107
SUNDEM,167911221,107
TOLOTTI,167911328,107
THURKETTLE,167911435,107
SRULOWITZ,167911542,107
STEIGNER,167911649,107
SKILLE,167911756,107
SKAGER,167911863,107
SMEINS,167911970,107
MOUM,167912077,107
MUZYK,167912184,107
NAGG,167912291,107
MLEKUSH,167912398,107
MICOL,167912505,107
MIKLIC,167912612,107
PARCHERT,167912719,107
POIENCOT,167912826,107
POPILEK,167912933,107
PREBE,167913040,107
RATIU,167913147,107
RALYA,167913254,107
KOURAFAS,167913361,107
KOWIESKI,167913468,107
KOONSE,167913575,107
LAUKHUFF,167913682,107
MAERTEN,167913789,107
MATHNA,167913896,107
MARCZUK,167914003,107
HURIC,167914110,107
HUPPMAN,167914217,107
HLEBECHUK,167914324,107
HACKERMAN,167914431,107
GRZAN,167914538,107
HASSELBLAD,167914645,107
HELZERMAN,167914752,107
FRUCIANO,167914859,107
FRUNZA,167914966,107
FLERI,167915073,107
EVINGHAM,167915180,107
FARNETI,167915287,107
GNEISER,167915394,107
CASTELLETTI,167915501,107
CIRALDO,167915608,107
CRIMIN,167915715,107
DAVIEAU,167915822,107
DANTICO,167915929,107
DANBACK,167916036,107
DEVREE,167916143,107
DICOB,167916250,107
DEGRUISE,167916357,107
DECKINGA,167916464,107
DROUGAS,167916571,107
DUCHETTE,167916678,107
DILEONARDI,167916785,107
DOMINIANNI,167916892,107
DISCEPOLO,167916999,107
DUTKOWSKI,167917106,107
DUSTHIMER,167917213,107
ERCKERT,167917320,107
DEKLOTZ,167917427,107
DEATRICH,167917534,107
DEFRIEZ,167917641,107
DEMASCIO,167917748,107
DENBERG,167917855,107
DERIEG,167917962,107
DESABATO,167918069,107
CZAPIGA,167918176,107
CUENIN,167918283,107
CYNAR,167918390,107
CHEREP,167918497,107
CHELSTOWSKI,167918604,107
BUCKHEISTER,167918711,107
BRODEHL,167918818,107
BUERKLEY,167918925,107
BURATTO,167919032,107
BZURA,167919139,107
GOLOMSKI,167919246,107
GOLDCAMP,167919353,107
GINNEVER,167919460,107
GERYCH,167919567,107
GERTZEN,167919674,107
GERTHOFFER,167919781,107
GAURON,167919888,107
GASIK,167919995,107
FICTUM,167920102,107
FEHLIG,167920209,107
EYDE,167920316,107
FOUHY,167920423,107
FUNSETH,167920530,107
GAITENS,167920637,107
HENIK,167920744,107
HECKEMEYER,167920851,107
GUISEWITE,167920958,107
GUYOR,167921065,107
HOBIZAL,167921172,107
HOLLCROFT,167921279,107
IADICICCO,167921386,107
JEDLICKI,167921493,107
IOSSI,167921600,107
MANGANELLA,167921707,107
MANHIRE,167921814,107
MATATALL,167921921,107
MCKEEFERY,167922028,107
MCEVILY,167922135,107
MAZZOCCOLI,167922242,107
MELUSKEY,167922349,107
LOUDIS,167922456,107
LOMEO,167922563,107
LINSENMAYER,167922670,107
LENKNER,167922777,107
